season,cut,team,D
2022,6,Navy,-0.008613068825830373
2022,6,Nebraska,-0.00641819299578245
2022,6,Nevada,-0.035093837564432386
2022,6,New Mexico,-0.04879245132183417
2022,6,North Carolina,-0.0035834046173568047
2022,6,North Texas,-0.006849185948119812
2022,6,Northern Illinois,-0.007766094792987214
2022,6,Northwestern,-0.01771867711319202
2022,6,Notre Dame,0.02128636554057788
2022,6,Ohio,-0.015871593978546313
2022,6,Ohio State,0.030573775492733626
2022,6,Oklahoma,-0.0049272554701176915
2022,6,Oklahoma State,0.012969346160522855
2022,6,Old Dominion,-0.021393605548062973
2022,6,Ole Miss,0.011596849915069528
2022,6,Oregon,0.02337676446385066
2022,6,Oregon State,0.0021000113900219155
2022,6,Penn State,-0.0002866232320039904
2022,6,Pittsburgh,-0.0009579034174946126
2022,6,Purdue,-0.0048819962627694126
2022,6,Rice,-0.03325281309069456
2022,6,Rutgers,-0.009677445145980556
2022,6,SMU,-0.001551753785006558
2022,6,San Diego State,-0.03644508302965105
2022,6,San José State,-0.017058531711222482
2022,6,South Alabama,-0.005988958160867078
2022,6,South Carolina,-0.020211244876653052
2022,6,South Florida,-0.01908813872217834
2022,6,Southern Miss,-0.011336912527258578
2022,6,Stanford,-0.009977939121410236
2022,6,Syracuse,0.010196453546371359
2022,6,TCU,0.009175313187032953
2022,6,Temple,-0.008775176667668456
2022,6,Tennessee,0.014596740379394697
2022,6,Texas,0.0159339742627675
2022,6,Texas A&M,-0.01213118121950002
2022,6,Texas State,0.013705141055103441
2022,6,Texas Tech,-0.017458900515484797
2022,6,Toledo,0.01425040078670079
2022,6,Troy,-0.0009849306952229423
2022,6,Tulane,0.00784358046398826
2022,6,Tulsa,-0.014784324157503274
2022,6,UAB,0.00917670174624004
2022,6,UCF,0.0001115472948693883
2022,6,UCLA,0.028494803184266775
2022,6,UConn,-0.02310562172668692
2022,6,UL Monroe,-0.020635689385150608
2022,6,UNLV,-0.0031570849993970153
2022,6,USC,0.019508074730497142
2022,6,UTEP,-0.011668161741349922
2022,6,UTSA,0.006737252354254391
2022,6,Utah,-0.002842411791336964
2022,6,Utah State,-0.029881609491018188
2022,6,Vanderbilt,-0.019892604743260652
2022,6,Virginia,-0.031886638667386925
2022,6,Virginia Tech,-0.017056683460657366
2022,6,Wake Forest,0.01625889587797446
