season,cut,team,D
2023,9,Florida State,0.022821008943758506
2023,9,Fresno State,0.005981906921002381
2023,9,Georgia,0.02449031063062958
2023,9,Georgia Southern,0.0038975567586433764
2023,9,Georgia State,-0.005037229900767378
2023,9,Georgia Tech,4.989487243686515e-05
2023,9,Hawai'i,-0.015895088611160346
2023,9,Houston,-0.0006424259107312418
2023,9,Illinois,-0.003968045011719946
2023,9,Indiana,-0.01751247989562738
2023,9,Iowa,-0.004275262972197787
2023,9,Iowa State,-0.0033221651678789635
2023,9,Jacksonville State,0.002197635455121895
2023,9,James Madison,0.01114865915634754
2023,9,Kansas,0.010533677327787844
2023,9,Kansas State,0.023742964740123086
2023,9,Kent State,-0.03932560655887826
2023,9,Kentucky,-0.00955113265416605
2023,9,LSU,0.02038669014463336
2023,9,Liberty,0.009591930183485732
2023,9,Louisiana,-0.0008267075733630748
2023,9,Louisiana Tech,-0.011380771836558423
2023,9,Louisville,0.0027131310666221
2023,9,Marshall,-0.004542164791624919
2023,9,Maryland,0.0031948511896454247
2023,9,Massachusetts,-0.0339079688700857
2023,9,Memphis,-0.004205092488939243
2023,9,Miami,0.025556467128948417
2023,9,Miami (OH),0.00526145725221833
2023,9,Michigan,0.04486727572336999
2023,9,Michigan State,-0.018426353100584738
2023,9,Middle Tennessee,-0.026445973185716197
2023,9,Minnesota,-0.002931097733836176
2023,9,Mississippi State,0.0006503440296748143
2023,9,Missouri,0.019916876913415232
2023,9,NC State,-0.0008911168442149054
2023,9,Navy,0.0002559144848203525
2023,9,Nebraska,-0.006328898683619699
2023,9,Nevada,-0.032799123252743353
2023,9,New Mexico,-0.02501585624609722
2023,9,New Mexico State,-0.0009744235928551653
2023,9,North Carolina,-0.0008382343291144249
2023,9,North Texas,-0.010936461855921061
2023,9,Northern Illinois,-0.01685315151597527
2023,9,Northwestern,-0.022625276219893686
2023,9,Notre Dame,0.016395573029552305
2023,9,Ohio,0.0027903153248373634
2023,9,Ohio State,0.023099921729518937
2023,9,Oklahoma,0.0013938816482178438
2023,9,Oklahoma State,-0.008441534763515517
2023,9,Old Dominion,-0.0212480423948216
2023,9,Ole Miss,0.012361350177846151
2023,9,Oregon,0.022178852260452363
2023,9,Oregon State,0.013036686331173756
2023,9,Penn State,0.018512044596788232
2023,9,Pittsburgh,-0.025394091884102746
2023,9,Purdue,-0.015170317387498368
2023,9,Rice,-0.013510949977482905
2023,9,Rutgers,0.01101385707761983
2023,9,SMU,0.02231678951419534
2023,9,Sam Houston,-0.02856774044688159
2023,9,San Diego State,-0.03508929314889183
2023,9,San José State,-0.004039036805346449
2023,9,South Alabama,0.011782517614098254
2023,9,South Carolina,-0.009782353082381325
2023,9,South Florida,-0.02870359325016891
2023,9,Southern Miss,-0.018502563449319612
2023,9,Stanford,-0.024651812013934068
2023,9,Syracuse,-0.024726008761947475
2023,9,TCU,-0.004704228306471464
2023,9,Temple,-0.03381578845728634
2023,9,Tennessee,0.009608579639846865
2023,9,Texas,0.018007012444216073
2023,9,Texas A&M,0.009169913471116948
2023,9,Texas State,-0.0009649859876372066
2023,9,Texas Tech,-0.0014098991013728169
2023,9,Toledo,0.005546528525778933
2023,9,Troy,-0.005098827997613084
2023,9,Tulane,0.005481886673054856
2023,9,Tulsa,-0.02171865421479255
2023,9,UAB,-0.015804330464357755
2023,9,UCF,0.00686062265101585
2023,9,UCLA,0.014740341075203365
2023,9,UConn,0.006349182763057111
2023,9,UL Monroe,-0.012001012228353028
2023,9,UNLV,-0.0135276326793892
2023,9,USC,-0.0010187819208200854
2023,9,UTEP,-0.01117271610154242
2023,9,UTSA,-0.009064042632628867
2023,9,Utah,-0.004545788403658904
2023,9,Utah State,-0.01814897565215701
2023,9,Vanderbilt,-0.019383488998693053
2023,9,Virginia,-0.016605659603909986
2023,9,Virginia Tech,-0.012039206963167518
2023,9,Wake Forest,-0.007513293536237019
2023,9,Washington,0.014250197216918871
2023,9,Washington State,-0.019418068156220467
2023,9,West Georgia,-0.002478215157607763
2023,9,West Virginia,0.0038373922595854584
2023,9,Western Kentucky,-0.017315381595327594
2023,9,Western Michigan,-0.0077284628196396905
2023,9,Wisconsin,-0.0015357941673271188
2023,9,Wyoming,0.003947227261070595
2024,3,Air Force,-0.006794307982047219
2024,3,Akron,-0.02345222222391876
2024,3,Alabama,0.00824029640449296
2024,3,App State,-0.011864059140714105
2024,3,Arizona,-0.00047693267638918794
2024,3,Arizona State,-0.0025906284381331593
2024,3,Arkansas,0.02782111999411502
2024,3,Arkansas State,-0.024173425120639278
2024,3,Army,0.015744763382195274
2024,3,Auburn,0.01912136390724973
2024,3,BYU,0.008445251913010005
2024,3,Ball State,-0.009901937532983372
2024,3,Baylor,0.015158161337536476
2024,3,Boise State,-0.013270232871956755
2024,3,Boston College,0.0083237359904893
2024,3,Bowling Green,0.012080517162487871
2024,3,Buffalo,-0.004042627944406467
2024,3,California,0.007851158009508884
2024,3,Central Michigan,-0.016691013440978345
2024,3,Charlotte,-0.024217902424679385
2024,3,Cincinnati,-0.0007010216658661593
2024,3,Clemson,-0.0006456973621010527
2024,3,Coastal Carolina,0.007517962673951315
2024,3,Colorado,0.0027480587781723584
2024,3,Colorado State,-0.014778062640002457
2024,3,Duke,0.00020581320670374633
2024,3,East Carolina,0.006013141764534901
2024,3,Eastern Michigan,-0.015522826967696725
2024,3,Florida,7.489928575236927e-05
2024,3,Florida Atlantic,-0.01963473343448147
2024,3,Florida International,-0.007329916389561548
2024,3,Florida State,-0.0062127523797735566
2024,3,Fresno State,-0.005879874473878689
2024,3,Georgia,0.002553154682567609
2024,3,Georgia Southern,-0.01678710207597196
2024,3,Georgia State,-0.006489019329024829
2024,3,Georgia Tech,0.018428532273891376
2024,3,Hawai'i,-0.021047518485785514
2024,3,Houston,-0.004592146944523079
2024,3,Illinois,0.0027845200619031115
2024,3,Indiana,0.012445906418667375
2024,3,Iowa,0.016830784047059854
2024,3,Iowa State,0.002381737323851292
2024,3,Jacksonville State,-0.02932456828473008
2024,3,James Madison,0.009105689875640038
2024,3,Kansas,0.007593254844320542
2024,3,Kansas State,-0.005728230528047262
2024,3,Kennesaw State,-0.03215512231897932
2024,3,Kent State,-0.01455089446966334
2024,3,Kentucky,-0.013585047313804683
2024,3,LSU,0.0074066174409575455
2024,3,Liberty,0.018985557053987096
2024,3,Louisiana,0.008482825140875554
2024,3,Louisiana Tech,-0.011088544710500959
2024,3,Louisville,0.015256899717752811
2024,3,Marshall,-0.0031197762465634783
2024,3,Maryland,0.002255052921104009
2024,3,Massachusetts,-0.010641100665621815
2024,3,Memphis,0.015288851049419615
2024,3,Miami,0.0312062380264598
2024,3,Miami (OH),-0.006433871674514654
2024,3,Michigan,-0.00021007170750695403
2024,3,Michigan State,0.005112300934267953
2024,3,Middle Tennessee,-0.031026685818637337
2024,3,Minnesota,0.0044870196054799605
2024,3,Mississippi State,-0.010476200096063395
2024,3,Missouri,0.020888670786240838
2024,3,NC State,-0.006042632945381931
2024,3,Navy,0.013863414613117696
2024,3,Nebraska,0.01893389621119922
2024,3,Nevada,-0.008503306008607067
2024,3,New Mexico,-0.020372607217444508
2024,3,New Mexico State,-0.029738486919505463
2024,3,North Carolina,0.01940768472956816
2024,3,North Texas,-0.016646238356486254
2024,3,Northern Illinois,0.0061317441072741745
2024,3,Northwestern,0.009777411495963872
2024,3,Notre Dame,-0.013596723659767806
2024,3,Ohio,-0.006514407267613332
2024,3,Ohio State,0.012747057068200484
2024,3,Oklahoma,0.005725692846338429
2024,3,Oklahoma State,0.007847357667868562
2024,3,Old Dominion,-0.022088199834134802
2024,3,Ole Miss,0.04429055755778917
2024,3,Oregon,0.0013992073102472116
2024,3,Oregon State,0.00836645637904543
2024,3,Penn State,-0.003876225151446211
2024,3,Pittsburgh,-0.012859057692342496
2024,3,Purdue,-0.007049399475181085
2024,3,Rice,0.004221886520929947
2024,3,Rutgers,0.018356748236544
2024,3,SMU,0.0035473385495754443
2024,3,Sam Houston,-0.009340398057004174
2024,3,San Diego State,-0.02004383130294858
2024,3,San José State,0.0011840128331184075
2024,3,South Alabama,-7.758105898684602e-05
2024,3,South Carolina,-0.013293066167139824
2024,3,South Florida,-0.015426692323151364
2024,3,Southern Miss,-0.009607128673879767
2024,3,Stanford,-0.00849340757256961
2024,3,Syracuse,0.001197340951247116
2024,3,TCU,0.01017531674902733
2024,3,Temple,-0.02776254270371024
2024,3,Tennessee,0.010558063852848774
2024,3,Texas,0.00781386525486971
2024,3,Texas A&M,0.0005501292863456242
2024,3,Texas State,0.008757834905787685
2024,3,Texas Tech,-0.0024329830086749498
2024,3,Toledo,0.0031342757584530753
2024,3,Troy,-0.034292850341859374
2024,3,Tulane,-0.009990543531119056
2024,3,Tulsa,-0.004876091610163126
2024,3,UAB,-0.013671210276035592
2024,3,UCF,0.01165148620671122
2024,3,UCLA,-0.015543828922708811
2024,3,UConn,-0.0014820704462735633
2024,3,UL Monroe,0.0005210829381433542
2024,3,UNLV,-0.004079290954003573
2024,3,USC,0.006559894892209133
2024,3,UTEP,-0.02709745017043432
2024,3,UTSA,-0.027892458899997835
2024,3,Utah,0.012635657330658764
2024,3,Utah State,-0.024466063658039227
2024,3,Vanderbilt,0.008880088395690393
2024,3,Virginia,0.00038279829213371506
2024,3,Virginia Tech,0.002923245821292848
2024,3,Wake Forest,-0.0008552350595994301
2024,3,Washington,0.014618600454897874
2024,3,Washington State,-0.00029411239601963984
2024,3,West Virginia,-0.0031395351637125597
2024,3,Western Kentucky,0.005099886733150797
2024,3,Western Michigan,-0.015928489961686578
2024,3,Wisconsin,-0.01550872783046638
2024,3,Wyoming,-0.019670306050079682
2024,6,Air Force,-0.029272716226471606
2024,6,Akron,-0.029860610103344048
2024,6,Alabama,0.01468845799592137
2024,6,App State,-0.021826837022214093
2024,6,Arizona,0.001917393177947118
2024,6,Arizona State,0.0013506985053410407
2024,6,Arkansas,0.006544328826418165
2024,6,Arkansas State,-0.023793664569061086
2024,6,Army,0.033978995163224134
2024,6,Auburn,0.023345484009684656
2024,6,BYU,0.014333588612306488
2024,6,Ball State,-0.02434388658652058
2024,6,Baylor,0.008048671630159716
2024,6,Boise State,-0.00034527137446389573
2024,6,Boston College,0.02457033031796837
2024,6,Bowling Green,0.011793092599998794
2024,6,Buffalo,-0.015972124823694766
2024,6,California,-0.011151567048452046
2024,6,Central Michigan,-0.01433601354317939
2024,6,Charlotte,-0.02003766545597822
2024,6,Cincinnati,0.003988360242365322
2024,6,Clemson,0.010076984392982803
2024,6,Coastal Carolina,-0.004245843255294968
2024,6,Colorado,0.004003279708844431
2024,6,Colorado State,-0.009415619456796146
2024,6,Duke,0.01021199431292005
2024,6,East Carolina,-0.0122224871130297
2024,6,Eastern Michigan,-0.007442338349918648
2024,6,Florida,0.008986811346580123
2024,6,Florida Atlantic,-0.011112530484170786
2024,6,Florida International,0.008302375199054864
2024,6,Florida State,-0.0173803158818497
2024,6,Fresno State,-0.013574114184998447
2024,6,Georgia,-0.009936698444876144
2024,6,Georgia Southern,-0.02199523782151892
2024,6,Georgia State,-0.00971425338812885
2024,6,Georgia Tech,0.011860594309234238
2024,6,Hawai'i,-0.00854440916161647
2024,6,Houston,-0.009006445970532344
2024,6,Illinois,-0.003291532194348762
2024,6,Indiana,0.029157966808215054
2024,6,Iowa,0.012287657785252072
2024,6,Iowa State,0.0042962593431604855
2024,6,Jacksonville State,-0.012053062152219528
2024,6,James Madison,0.01737261682310752
2024,6,Kansas,0.0019183522409710373
2024,6,Kansas State,0.00248055479790507
2024,6,Kennesaw State,-0.035113698875452785
2024,6,Kent State,-0.03198026258086622
2024,6,Kentucky,-0.011072985579113013
2024,6,LSU,0.016279246408424302
2024,6,Liberty,0.010020184613031459
2024,6,Louisiana,0.0012314929791022726
2024,6,Louisiana Tech,-0.015121377104598663
2024,6,Louisville,0.020965489812059555
2024,6,Marshall,-0.002624046157987634
2024,6,Maryland,-0.001784927751397615
2024,6,Massachusetts,-0.013330840734240897
2024,6,Memphis,0.011891186791093621
2024,6,Miami,0.032980467302852444
2024,6,Miami (OH),-0.024256130070053956
2024,6,Michigan,0.020404647414637236
2024,6,Michigan State,-0.012285681310410461
2024,6,Middle Tennessee,-0.035231267203559825
2024,6,Minnesota,-0.0031551230578479032
2024,6,Mississippi State,-0.02784920226798877
2024,6,Missouri,0.011655336575048433
2024,6,NC State,-0.0065252054122458235
2024,6,Navy,0.014299859510567546
2024,6,Nebraska,0.020644340522961477
2024,6,Nevada,0.00035921196366034153
2024,6,New Mexico,-0.01716354600394808
2024,6,New Mexico State,-0.028574592474876117
2024,6,North Carolina,0.004336196877784684
2024,6,North Texas,-0.008698550063290069
2024,6,Northern Illinois,0.006829132137139722
2024,6,Northwestern,0.0003578432088703088
2024,6,Notre Dame,0.00023328572174171106
2024,6,Ohio,-0.003817839740891197
2024,6,Ohio State,0.032474298896957035
2024,6,Oklahoma,0.00021530192319368935
2024,6,Oklahoma State,-0.010519723652975734
2024,6,Old Dominion,-0.024635773552321858
2024,6,Ole Miss,0.057964392908463634
2024,6,Oregon,0.016752426125299685
2024,6,Oregon State,0.0004637771742911044
2024,6,Penn State,0.011740143261982883
2024,6,Pittsburgh,0.00173561187407686
2024,6,Purdue,-0.012783254782862206
2024,6,Rice,-0.002936140723127785
2024,6,Rutgers,0.012490260456587505
2024,6,SMU,0.007398635357867525
2024,6,Sam Houston,-0.01636260178117611
2024,6,San Diego State,-0.007751880289126429
2024,6,San José State,-0.004642924862860498
2024,6,South Alabama,-0.008768560517563483
2024,6,South Carolina,-0.010130937887194717
2024,6,South Florida,-0.02686451524255423
2024,6,Southern Miss,-0.01703539039345544
2024,6,Stanford,-0.020431792079547557
2024,6,Syracuse,0.0036950834927843798
2024,6,TCU,-0.001395396723691391
2024,6,Temple,-0.0229977569690219
2024,6,Tennessee,0.002304004170252548
2024,6,Texas,0.023685858023677227
2024,6,Texas A&M,0.013133472828647205
2024,6,Texas State,0.012490631732384126
2024,6,Texas Tech,0.0010451651665630995
2024,6,Toledo,-0.005664442363432143
2024,6,Troy,-0.028088003090590306
2024,6,Tulane,0.0216736657554814
2024,6,Tulsa,-0.021585747720808967
2024,6,UAB,-0.02367698090260679
2024,6,UCF,-0.005800630443428549
2024,6,UCLA,-0.03201036262944664
2024,6,UConn,0.021884889973740555
2024,6,UL Monroe,-0.023068497631629693
2024,6,UNLV,0.010400373277830726
2024,6,USC,-0.007907479235827736
2024,6,UTEP,-0.031181741066610622
2024,6,UTSA,-0.015320993871222245
2024,6,Utah,0.004509902093976853
2024,6,Utah State,-0.01872924703467328
2024,6,Vanderbilt,0.005201012241092394
2024,6,Virginia,0.006368405617823781
2024,6,Virginia Tech,0.0035380646521836552
2024,6,Wake Forest,0.006934197032892193
2024,6,Washington,0.02401439004458939
2024,6,Washington State,-0.004616360809583325
2024,6,West Virginia,0.00619814168101613
2024,6,Western Kentucky,0.0026866091769477967
2024,6,Western Michigan,-0.0023644262813412244
2024,6,Wisconsin,-0.002893495298896017
2024,6,Wyoming,-0.01288863719300726
2024,9,Air Force,-0.02927515886672487
2024,9,Akron,-0.022302354914507456
2024,9,Alabama,0.010732290830292977
2024,9,App State,-0.017771251774104126
2024,9,Arizona,-0.007923391376120909
2024,9,Arizona State,-0.004171167743310184
2024,9,Arkansas,0.0069175082427433005
2024,9,Arkansas State,-0.020625580862317087
2024,9,Army,0.03436791740662532
2024,9,Auburn,0.02007040573743372
2024,9,BYU,0.009489223824742116
2024,9,Ball State,-0.02226474874907629
2024,9,Baylor,0.00987825106344616
2024,9,Boise State,0.0012285016974800365
2024,9,Boston College,0.007509096739789287
2024,9,Bowling Green,0.00862074160192379
2024,9,Buffalo,-0.021060258691836368
2024,9,California,-0.01049009281845029
2024,9,Central Michigan,-0.01707604815475655
2024,9,Charlotte,-0.02452404216408548
2024,9,Cincinnati,-0.0030914025905391697
2024,9,Clemson,0.012406785117205412
2024,9,Coastal Carolina,-0.009468977471659859
2024,9,Colorado,0.002854871551032759
2024,9,Colorado State,0.0019625423948181732
2024,9,Duke,0.006569574075717736
2024,9,East Carolina,-0.006694509448002623
2024,9,Eastern Michigan,-0.0075619311068928306
2024,9,Florida,0.00991049904750217
2024,9,Florida Atlantic,-0.012186431394452477
2024,9,Florida International,-0.0036969534003231815
2024,9,Florida State,-0.01520070653479849
2024,9,Fresno State,-0.017701048751183092
2024,9,Georgia,-0.006599305441908068
2024,9,Georgia Southern,-0.018585645036863174
2024,9,Georgia State,-0.016411735852663725
2024,9,Georgia Tech,0.0109731748393776
2024,9,Hawai'i,-0.01286060041862999
2024,9,Houston,-0.014483733982971751
2024,9,Illinois,-0.014081527521668595
2024,9,Indiana,0.028772488426582345
2024,9,Iowa,0.019212161558417904
2024,9,Iowa State,0.0008857370959710402
2024,9,Jacksonville State,-0.005954229519141337
2024,9,James Madison,0.010212322629738613
2024,9,Kansas,0.004347252735899552
2024,9,Kansas State,0.009820899104814446
2024,9,Kennesaw State,-0.02965031501472717
2024,9,Kent State,-0.03450420656508781
2024,9,Kentucky,-0.017308129939176877
2024,9,LSU,0.008437723256297961
2024,9,Liberty,0.008966138017627424
2024,9,Louisiana,-0.0005033085512694345
2024,9,Louisiana Tech,-0.022736549847028817
2024,9,Louisville,0.016871565064094516
2024,9,Marshall,-0.001793722962467433
2024,9,Maryland,-0.0002653719401403117
2024,9,Massachusetts,-0.017812527715564345
2024,9,Memphis,0.014080611396124815
2024,9,Miami,0.030699482285595027
2024,9,Miami (OH),-0.00778378554147365
2024,9,Michigan,0.019950150866427742
2024,9,Michigan State,-0.015689969280925052
2024,9,Middle Tennessee,-0.027968577563354993
2024,9,Minnesota,0.008554434389733903
2024,9,Mississippi State,-0.03254842278327608
2024,9,Missouri,0.01399426169658342
2024,9,NC State,-0.005369293135410692
2024,9,Navy,0.005483159681652793
2024,9,Nebraska,0.006994092871388746
2024,9,Nevada,0.0016472380016671732
2024,9,New Mexico,-0.0031412491933493596
2024,9,New Mexico State,-0.027672611700447474
2024,9,North Carolina,0.0028886402369728693
2024,9,North Texas,-0.025377280282670747
2024,9,Northern Illinois,0.011685303442143628
2024,9,Northwestern,-0.0014940355697480529
2024,9,Notre Dame,0.003805317080158329
2024,9,Ohio,-0.009421857532886095
2024,9,Ohio State,0.02499468533897149
2024,9,Oklahoma,-0.015476287956939746
2024,9,Oklahoma State,-0.0156465851215166
2024,9,Old Dominion,-0.01692000736452244
2024,9,Ole Miss,0.03167533988071678
2024,9,Oregon,0.013773240165031406
2024,9,Oregon State,-0.008116493479156318
2024,9,Penn State,0.014447471852168787
2024,9,Pittsburgh,-0.0008897950651129102
2024,9,Purdue,-0.013884801561974787
2024,9,Rice,-0.005020336158616854
2024,9,Rutgers,-0.001372089090794046
2024,9,SMU,0.009064635584092286
2024,9,Sam Houston,-0.014077126079306591
2024,9,San Diego State,-0.008489958498127845
2024,9,San José State,-0.0024341918785927494
2024,9,South Alabama,0.0009722555928282698
2024,9,South Carolina,-0.009053598662455569
2024,9,South Florida,-0.020752026777868204
2024,9,Southern Miss,-0.02616927651544128
2024,9,Stanford,-0.03260298178333902
2024,9,Syracuse,-0.00030515388634641576
2024,9,TCU,-0.0036478977491641567
2024,9,Temple,-0.016623885946588278
2024,9,Tennessee,-0.00860435492206572
2024,9,Texas,0.01752003551077243
2024,9,Texas A&M,0.0099118990551675
2024,9,Texas State,0.018921152227979816
2024,9,Texas Tech,0.0013722865915305163
2024,9,Toledo,0.0006545749520251701
2024,9,Troy,-0.023011255807307996
2024,9,Tulane,0.02316662591345965
2024,9,Tulsa,-0.023143063117262906
2024,9,UAB,-0.030114265704235192
2024,9,UCF,-0.007827363007097066
2024,9,UCLA,-0.027995255330543936
2024,9,UConn,0.01251312003272012
2024,9,UL Monroe,-0.02468604853137124
2024,9,UNLV,0.009990167651742588
2024,9,USC,-0.0006277533963329862
2024,9,UTEP,-0.02718935558069921
2024,9,UTSA,0.002947616701445479
2024,9,Utah,0.00028667861713104766
2024,9,Utah State,-0.01966391223591975
2024,9,Vanderbilt,0.0016195277679274954
2024,9,Virginia,-0.0077985275945468184
2024,9,Virginia Tech,0.004625693347591717
2024,9,Wake Forest,0.007774637436881005
2024,9,Washington,0.0008284296395466406
2024,9,Washington State,-0.00713251739715092
2024,9,West Virginia,-0.0003773700451301253
2024,9,Western Kentucky,0.014701614498888254
2024,9,Western Michigan,0.010597819476694515
2024,9,Wisconsin,-0.006802225323844835
2024,9,Wyoming,-0.020342153388025426
2025,3,Air Force,0.00840516990316059
2025,3,Akron,-0.032123728627629314
2025,3,Alabama,0.012750695212459367
2025,3,App State,0.0036363933480864957
2025,3,Arizona,0.010602391967718321
2025,3,Arizona State,-0.0014868291351217279
2025,3,Arkansas,0.015283560277072053
2025,3,Arkansas State,-0.02825532612190847
2025,3,Army,-0.007291108421436998
2025,3,Auburn,0.009839813973462086
2025,3,BYU,0.008422506633967973
2025,3,Ball State,-0.019431632798618634
2025,3,Baylor,-0.01130004471441337
2025,3,Boise State,-0.0007018219437701286
2025,3,Boston College,0.00780618819162425
2025,3,Bowling Green,-0.007858959225707937
2025,3,Buffalo,0.003175812467010777
2025,3,California,0.0059956752097979965
2025,3,Central Michigan,-0.03150311052909333
2025,3,Charlotte,-0.027136656841489564
2025,3,Cincinnati,0.023879806689448776
2025,3,Clemson,-0.0027403865946312002
2025,3,Coastal Carolina,-0.006947146581607716
2025,3,Colorado,-0.021646406697943328
2025,3,Colorado State,-0.0020621518378482256
2025,3,Delaware,-0.016437561211930508
2025,3,Duke,0.009122562097610027
2025,3,East Carolina,0.0057179415372995875
2025,3,Eastern Michigan,-0.023753407057327248
2025,3,Florida,0.008770446021808287
2025,3,Florida Atlantic,-0.012822265211907392
2025,3,Florida International,-0.010058259623298533
2025,3,Florida State,-0.005573878065481333
2025,3,Fresno State,-0.0036361397249028804
2025,3,Georgia,0.004972479666114536
2025,3,Georgia Southern,-0.021388008183874995
2025,3,Georgia State,-0.01454233762742246
2025,3,Georgia Tech,0.00015027405463817665
2025,3,Hawai'i,-0.021526909499063628
2025,3,Houston,-0.0002122058889909383
2025,3,Illinois,0.02355834913284151
2025,3,Indiana,0.03620507039344417
2025,3,Iowa,0.007361957217140895
2025,3,Iowa State,0.01329106037131111
2025,3,Jacksonville State,-0.0017703115564589496
2025,3,James Madison,-0.010944793601079875
2025,3,Kansas,-0.0015271443380934792
2025,3,Kansas State,-0.02565702738454874
2025,3,Kennesaw State,-0.031195527502427007
2025,3,Kent State,-0.010985985396439074
2025,3,Kentucky,0.0021094989259890875
2025,3,LSU,-0.016814063217887962
2025,3,Liberty,-0.016123744143193397
2025,3,Louisiana,-0.02078282086967984
2025,3,Louisiana Tech,0.004135130915171001
2025,3,Louisville,0.010505470841777489
2025,3,Marshall,-0.014074821576055581
2025,3,Maryland,0.023545561275719187
2025,3,Massachusetts,-0.014316382514046669
2025,3,Memphis,0.020845949872541476
2025,3,Miami,0.026869589160237274
2025,3,Miami (OH),-0.01760196708018199
2025,3,Michigan,0.008410470610601684
2025,3,Michigan State,0.015156568288193813
2025,3,Middle Tennessee,-0.008567349205406569
2025,3,Minnesota,0.018986259725042826
2025,3,Mississippi State,0.0023981842493754207
2025,3,Missouri,0.01414769419617927
2025,3,Missouri State,-0.03719700047588579
2025,3,NC State,0.004204088117801386
2025,3,Navy,0.008887725832834027
2025,3,Nebraska,0.006568779944595162
2025,3,Nevada,0.006118414624733043
2025,3,New Mexico,0.007065685622457613
2025,3,New Mexico State,-0.011180792914512993
2025,3,North Carolina,0.009207097380109785
2025,3,North Texas,0.025360921414535942
2025,3,Northern Illinois,-0.012512776723780192
2025,3,Northwestern,-0.015415519154582842
2025,3,Notre Dame,-0.01220062186884718
2025,3,Ohio,-0.009784608138276522
2025,3,Ohio State,0.01029665050073532
2025,3,Oklahoma,0.013919104518808293
2025,3,Oklahoma State,-0.012888843846648726
2025,3,Old Dominion,-0.0016286180786045197
2025,3,Ole Miss,-0.007911668558135283
2025,3,Oregon,0.02190091402388516
2025,3,Oregon State,-0.014046563243802927
2025,3,Penn State,0.014374866155603147
2025,3,Pittsburgh,-0.002359067183485969
2025,3,Purdue,-0.021988824395000488
2025,3,Rice,-0.005155197932490506
2025,3,Rutgers,0.014493593423038059
2025,3,SMU,0.006842499869671995
2025,3,Sam Houston,-0.02025848490207436
2025,3,San Diego State,0.002037445424015556
2025,3,San José State,-0.028092879301787305
2025,3,South Alabama,-0.036098356306954134
2025,3,South Carolina,0.0010030541371646782
2025,3,South Florida,-0.036903513792215986
2025,3,Southern Miss,0.0011603745910843525
2025,3,Stanford,-0.006453115984758666
2025,3,Syracuse,-0.005524953820820552
2025,3,TCU,0.004174929398349453
2025,3,Temple,0.011159985141640736
2025,3,Tennessee,0.014973635382247268
2025,3,Texas,-0.0058022560516995236
2025,3,Texas A&M,0.011182559751903848
2025,3,Texas State,0.002566343404531971
2025,3,Texas Tech,0.027182288616580345
2025,3,Toledo,0.004983950797115286
2025,3,Troy,-0.015571571839935655
2025,3,Tulane,-0.018157678829710262
2025,3,Tulsa,0.011465866381479953
2025,3,UAB,-0.014762159917939291
2025,3,UCF,-0.0021146715920510846
2025,3,UCLA,-0.017780163767714713
2025,3,UConn,0.01568494787760041
2025,3,UL Monroe,-0.0010293759754378424
2025,3,UNLV,0.003634875563651599
2025,3,USC,0.008078585626062621
2025,3,UTEP,-0.014223249107340791
2025,3,UTSA,-0.022235424080138406
2025,3,Utah,0.019610729729488477
2025,3,Utah State,-0.013428476688904838
2025,3,Vanderbilt,-0.005908482500430289
2025,3,Virginia,0.006440136909266234
2025,3,Virginia Tech,-0.025581796301080137
2025,3,Wake Forest,-0.00703790416977866
2025,3,Washington,0.012006768115971003
2025,3,Washington State,-0.004481505725434949
2025,3,West Virginia,-0.009946657396126352
2025,3,Western Kentucky,-0.0014880590454547046
2025,3,Western Michigan,-0.033184530876579105
2025,3,Wisconsin,-0.002967726475117501
2025,3,Wyoming,-0.010749237318470663
2025,6,Air Force,0.0030510200484728826
2025,6,Akron,-0.026818198211164945
2025,6,Alabama,0.010681259189964603
2025,6,App State,-0.012770189963972105
2025,6,Arizona,0.009394903706450167
2025,6,Arizona State,-0.004165391877846545
2025,6,Arkansas,0.00533993961297216
2025,6,Arkansas State,-0.029056969992637977
2025,6,Army,0.001157124747919692
2025,6,Auburn,-0.004457758460549491
2025,6,BYU,0.019194214707183292
2025,6,Ball State,-0.01890289078617394
2025,6,Baylor,0.001814123185898851
2025,6,Boise State,-0.02092634371687186
2025,6,Boston College,0.006760587089624004
2025,6,Bowling Green,-0.017805026639465694
2025,6,Buffalo,0.008002718980768242
2025,6,California,-0.01895170023283675
2025,6,Central Michigan,-0.01885937110610484
2025,6,Charlotte,-0.02268443772250551
2025,6,Cincinnati,0.015217727477133005
2025,6,Clemson,-0.001536570452995482
2025,6,Coastal Carolina,-0.02425444268244288
2025,6,Colorado,-0.013158133636290082
2025,6,Colorado State,-0.01256453249422453
2025,6,Delaware,-0.006803435724833231
2025,6,Duke,0.019292498082446714
2025,6,East Carolina,-0.008585440207519664
2025,6,Eastern Michigan,-0.01975906441702165
2025,6,Florida,-0.00014463130837755997
2025,6,Florida Atlantic,-0.015002905169104179
2025,6,Florida International,-0.021022402186866997
2025,6,Florida State,0.0085692230098136
2025,6,Fresno State,0.0012691775784733448
2025,6,Georgia,0.006490523058694095
2025,6,Georgia Southern,-0.02657814983270123
2025,6,Georgia State,-0.019068148551376073
2025,6,Georgia Tech,0.0020343790330594374
2025,6,Hawai'i,-0.02055704253924569
2025,6,Houston,-0.004402967828175383
2025,6,Illinois,0.017076501828920482
2025,6,Indiana,0.040021909355345366
2025,6,Iowa,0.005689086831367832
2025,6,Iowa State,0.006411451329997797
