season,team,f,massey,fbs_games,adj_wins,adj_win_pct,fbs_wins,fbs_win_pct
2014,NC State,0.1968805845966433,0.01069549955438264,12,5.5,0.4583333333333333,7,0.5833333333333334
2014,Navy,0.029513939168280955,0.004753905554173542,12,5.5,0.4583333333333333,7,0.5833333333333334
2014,Nebraska,0.23246930558297563,0.02912128529781244,12,9.0,0.75,8,0.6666666666666666
2014,Nevada,-0.15012624712303824,-0.014385829501519865,12,7.0,0.5833333333333334,6,0.5
2014,New Mexico,-0.15591674867753588,-0.02241716166651157,12,4.0,0.3333333333333333,4,0.3333333333333333
2014,New Mexico State,-0.24176226866124773,-0.032923489117117455,11,2.0,0.1818181818181818,1,0.0909090909090909
2014,North Carolina,-0.27297774594741353,-0.01744782145784263,12,3.5,0.2916666666666667,5,0.4166666666666667
2014,North Texas,-0.38851851255673664,-0.06419380243260861,11,3.0,0.2727272727272727,3,0.2727272727272727
2014,Northern Illinois,0.29326424452550737,0.006050515421134996,13,8.0,0.6153846153846154,10,0.7692307692307693
2014,Northwestern,-0.3969845479321365,-0.02749276924463903,11,5.0,0.4545454545454545,4,0.3636363636363636
2014,Notre Dame,0.021535132529078245,0.009512013899461852,13,8.0,0.6153846153846154,8,0.6153846153846154
2014,Ohio,-0.14972625182840243,-0.028747030679534866,11,4.0,0.3636363636363636,5,0.4545454545454545
2014,Ohio State,1.0152592324125962,0.08099926162648809,15,12.5,0.8333333333333334,14,0.9333333333333332
2014,Oklahoma,0.403393087571905,0.051221495829326245,13,9.0,0.6923076923076923,8,0.6153846153846154
2014,Oklahoma State,-0.12132664823018187,0.01658985273883915,12,5.0,0.4166666666666667,6,0.5
2014,Old Dominion,-0.017046237237849902,-0.022326573871400128,11,3.5,0.3181818181818182,5,0.4545454545454545
2014,Ole Miss,-0.015901935035657205,0.03525886589103685,12,8.5,0.7083333333333334,8,0.6666666666666666
2014,Oregon,0.627867996903977,0.0682715047747238,14,12.0,0.8571428571428571,12,0.8571428571428571
2014,Oregon State,-0.20312387608122373,9.64947903035729e-05,11,3.5,0.3181818181818182,4,0.3636363636363636
2014,Penn State,-0.24114771069176594,-0.019707512716732014,13,7.0,0.5384615384615384,7,0.5384615384615384
2014,Pittsburgh,0.23755252383012648,0.00591720165020638,12,7.0,0.5833333333333334,5,0.4166666666666667
2014,Purdue,-0.3099020973922308,-0.01716520175660248,11,3.0,0.2727272727272727,2,0.1818181818181818
2014,Rice,-0.145559115666869,-0.03371456761446952,13,8.5,0.6538461538461539,8,0.6153846153846154
2014,Rutgers,0.012522788540102615,0.013066754273896954,12,5.5,0.4583333333333333,7,0.5833333333333334
2014,SMU,-0.7893430845341403,-0.07742472440454998,12,1.0,0.0833333333333333,1,0.0833333333333333
2014,San Diego State,0.28112081926248766,0.009197875974092716,12,7.0,0.5833333333333334,6,0.5
2014,San José State,-0.08713521970023518,-0.01177360310038701,11,2.0,0.1818181818181818,2,0.1818181818181818
2014,South Alabama,-0.10274607848333277,-0.01603609930599819,13,6.0,0.4615384615384615,6,0.4615384615384615
2014,South Carolina,-0.05690458078863438,0.015216231842316732,12,6.5,0.5416666666666666,6,0.5
2014,South Florida,-0.38656704715768747,-0.052682614280402,11,2.0,0.1818181818181818,3,0.2727272727272727
2014,Southern Miss,-0.4433169035783849,-0.04610293737324619,11,2.5,0.2272727272727272,2,0.1818181818181818
2014,Stanford,0.2906906425129966,0.04510333217947159,12,8.0,0.6666666666666666,7,0.5833333333333334
2014,Syracuse,-0.28895754360902126,-0.020887345342847963,11,2.5,0.2272727272727272,2,0.1818181818181818
2014,TCU,0.5751551124094654,0.0660063692931292,12,10.0,0.8333333333333334,11,0.9166666666666666
2014,Temple,-0.21773988069832825,-0.04374477042086205,11,6.0,0.5454545454545454,5,0.4545454545454545
2014,Tennessee,-0.04980504821519755,0.020183278282707544,12,6.5,0.5416666666666666,6,0.5
2014,Texas,0.05774636346187499,0.029044664044516375,13,6.5,0.5,6,0.4615384615384615
2014,Texas A&M,0.0474507052464837,0.029258027873426313,12,6.0,0.5,7,0.5833333333333334
2014,Texas State,0.046981099466535836,-0.010773946526624723,11,5.5,0.5,6,0.5454545454545454
2014,Texas Tech,-0.12841656937119772,0.018836473218361068,11,3.0,0.2727272727272727,3,0.2727272727272727
2014,Toledo,0.36123937344668733,0.016294048226353296,12,7.5,0.625,8,0.6666666666666666
2014,Troy,-0.20905850323501557,-0.027378596452944354,11,3.5,0.3181818181818182,3,0.2727272727272727
2014,Tulane,-0.34463090724051,-0.05136832414978512,11,3.0,0.2727272727272727,2,0.1818181818181818
2014,Tulsa,-0.3593117097063681,-0.05257759748948838,12,2.5,0.2083333333333333,2,0.1666666666666666
2014,UAB,-0.04477576142214882,-0.01735829205454341,11,4.5,0.4090909090909091,5,0.4545454545454545
2014,UCF,0.1222226211849656,-0.019001727956771422,12,7.5,0.625,8,0.6666666666666666
2014,UCLA,0.2803736409359173,0.04685908790269214,13,7.5,0.5769230769230769,10,0.7692307692307693
2014,UConn,-0.28411582268994595,-0.050933811678385656,11,1.5,0.1363636363636363,1,0.0909090909090909
2014,UL Monroe,-0.07740915135763357,-0.01302329004659746,12,5.0,0.4166666666666667,4,0.3333333333333333
2014,UNLV,-0.48164440233947503,-0.05003432776116436,12,1.5,0.125,1,0.0833333333333333
2014,USC,0.49921887780189067,0.052601992039574406,13,8.5,0.6538461538461539,9,0.6923076923076923
2014,UTEP,-0.056285749537382766,-0.020331676860099863,13,6.5,0.5,7,0.5384615384615384
2014,UTSA,-0.22134471911401793,-0.041284549199524206,12,4.0,0.3333333333333333,4,0.3333333333333333
2014,Utah,0.013626621903904089,0.02361900373836386,12,6.5,0.5416666666666666,8,0.6666666666666666
2014,Utah State,0.13373635695499025,-0.003574991021322488,13,9.5,0.7307692307692307,9,0.6923076923076923
2014,Vanderbilt,-0.34025830447983474,-0.01785270469950804,11,2.0,0.1818181818181818,2,0.1818181818181818
2014,Virginia,0.01850984805603545,0.0059421444561309645,11,5.5,0.5,4,0.3636363636363636
2014,Virginia Tech,-0.20333404384107248,-0.01593684773763221,12,7.5,0.625,6,0.5
2014,Wake Forest,-0.5304535158497687,-0.047507364690254635,11,2.0,0.1818181818181818,2,0.1818181818181818
2014,Washington,0.22444337701944478,0.02758565449910566,13,8.0,0.6153846153846154,7,0.5384615384615384
2014,Washington State,-0.015102637425403985,0.02044991653535486,11,2.5,0.2272727272727272,2,0.1818181818181818
2014,West Virginia,0.04861175955868529,0.037824730144547486,12,6.5,0.5416666666666666,6,0.5
2014,Western Kentucky,0.34078739986503453,0.01067725879584234,13,8.5,0.6538461538461539,8,0.6153846153846154
2014,Western Michigan,0.23918230220260894,0.0014931611508819062,12,7.0,0.5833333333333334,7,0.5833333333333334
2014,Wisconsin,0.3867433093350174,0.04154106055051085,13,10.0,0.7692307692307693,10,0.7692307692307693
2014,Wyoming,-0.366181626146311,-0.030524391036688525,11,3.0,0.2727272727272727,3,0.2727272727272727
2015,Air Force,0.11003196345750318,0.0029523974411554614,13,6.5,0.5,7,0.5384615384615384
2015,Akron,0.14396083531405224,-0.0010975887186263549,12,7.0,0.5833333333333334,7,0.5833333333333334
2015,Alabama,0.7524417667078107,0.07556612590937738,14,12.5,0.8928571428571429,13,0.9285714285714286
2015,App State,0.44367710346789513,0.021652238993155232,12,8.5,0.7083333333333334,10,0.8333333333333334
2015,Arizona,-0.13101681598233184,0.004972238890405035,12,5.5,0.4583333333333333,6,0.5
2015,Arizona State,0.05780755429265873,0.032095250206065004,12,6.5,0.5416666666666666,5,0.4166666666666667
2015,Arkansas,0.47215206842601076,0.05970459106127956,12,7.0,0.5833333333333334,7,0.5833333333333334
2015,Arkansas State,0.16995037708254976,7.867281262079846e-05,12,8.5,0.7083333333333334,8,0.6666666666666666
2015,Army,-0.1773630786383161,-0.0371942569627271,10,4.0,0.4,1,0.1
2015,Auburn,0.004542543679703942,0.023496290000422113,12,7.0,0.5833333333333334,6,0.5
2015,BYU,0.002772427668078824,0.006556836669858939,12,8.0,0.6666666666666666,8,0.6666666666666666
2015,Ball State,-0.28308031821423346,-0.03328322261185226,11,3.0,0.2727272727272727,2,0.1818181818181818
2015,Baylor,0.8095246699026966,0.0804407620820151,12,9.5,0.7916666666666666,9,0.75
2015,Boise State,0.36517182235804535,0.02084252612952373,12,8.5,0.7083333333333334,8,0.6666666666666666
2015,Boston College,-0.03923203192201674,0.01256173661547248,10,3.0,0.3,1,0.1
2015,Bowling Green,0.4445704512909374,0.024824070082993546,14,9.5,0.6785714285714286,10,0.7142857142857143
2015,Buffalo,-0.0366955291179185,-0.020583167523470672,11,4.5,0.4090909090909091,4,0.3636363636363636
2015,California,0.1275387552251864,0.04288480647190974,12,6.0,0.5,7,0.5833333333333334
2015,Central Michigan,-0.2217639012702652,-0.02321032772345879,12,6.5,0.5416666666666666,6,0.5
2015,Charlotte,-0.5376179648423004,-0.08278127784207552,11,1.5,0.1363636363636363,1,0.0909090909090909
2015,Cincinnati,0.06424279955383402,-0.005467452027644416,12,6.5,0.5416666666666666,6,0.5
2015,Clemson,0.682123912243344,0.06957050547512267,14,11.5,0.8214285714285714,13,0.9285714285714286
2015,Colorado,-0.3168355061920809,-0.007951971269770734,12,4.5,0.375,3,0.25
2015,Colorado State,0.09396780752860566,-0.005292622295436202,12,6.0,0.5,6,0.5
2015,Duke,-0.08731921603317072,-0.008168847085671392,12,6.0,0.5,7,0.5833333333333334
2015,East Carolina,0.0516573233744219,-0.009045303395263075,11,5.5,0.5,4,0.3636363636363636
2015,Eastern Michigan,-0.45023007417257954,-0.05252786771336347,12,2.0,0.1666666666666666,1,0.0833333333333333
2015,Florida,-0.08404681560815962,0.002417409593627674,14,8.0,0.5714285714285714,10,0.7142857142857143
2015,Florida Atlantic,-0.16752484837115125,-0.04933450687722747,12,4.5,0.375,3,0.25
2015,Florida International,-0.3114932984266926,-0.06169406310533127,11,4.0,0.3636363636363636,4,0.3636363636363636
2015,Florida State,0.5011039387726278,0.04719432788468445,12,8.5,0.7083333333333334,9,0.75
2015,Fresno State,-0.5031875680631086,-0.04426850118773748,11,2.0,0.1818181818181818,2,0.1818181818181818
2015,Georgia,0.2908950944710728,0.0248584541469038,12,7.0,0.5833333333333334,9,0.75
2015,Georgia Southern,0.3211253670659702,0.017402832540828653,12,8.5,0.7083333333333334,8,0.6666666666666666
2015,Georgia State,-0.002581660193998695,-0.017177400210016285,12,6.5,0.5416666666666666,6,0.5
2015,Georgia Tech,-0.39496359125062275,-0.017118794762240902,11,4.5,0.4090909090909091,2,0.1818181818181818
2015,Hawai'i,-0.48494712968472475,-0.04652319652770779,12,1.5,0.125,2,0.1666666666666666
2015,Houston,0.48520704976614915,0.020012769029558203,13,11.0,0.8461538461538461,12,0.9230769230769232
2015,Idaho,-0.18074546755365997,-0.026523464892711856,11,3.0,0.2727272727272727,3,0.2727272727272727
2015,Illinois,-0.09265508080496986,-0.0010231303376864549,11,3.0,0.2727272727272727,4,0.3636363636363636
2015,Indiana,0.17970011207663775,0.022220717326730696,12,6.5,0.5416666666666666,5,0.4166666666666667
2015,Iowa,0.4097113174218626,0.03635933661494236,13,9.0,0.6923076923076923,11,0.8461538461538461
2015,Iowa State,-0.43141676828286835,-0.006162487633705529,11,3.5,0.3181818181818182,2,0.1818181818181818
2015,Kansas,-0.8072202324637954,-0.043552100593733954,11,0.5,0.0454545454545454,0,0.0
2015,Kansas State,-0.10294637791436563,0.016307981839506686,12,5.0,0.4166666666666667,5,0.4166666666666667
2015,Kent State,-0.2933555304980965,-0.0396390474963893,11,2.5,0.2272727272727272,2,0.1818181818181818
2015,Kentucky,-0.021496030656698306,-0.008070600644860168,11,4.0,0.3636363636363636,4,0.3636363636363636
2015,LSU,0.2985609337110072,0.041334296131556605,12,8.0,0.6666666666666666,9,0.75
2015,Louisiana,-0.17495013448163776,-0.03453630586632381,11,3.5,0.3181818181818182,3,0.2727272727272727
2015,Louisiana Tech,0.29922623608175325,-0.0009873541825942123,12,8.0,0.6666666666666666,8,0.6666666666666666
2015,Louisville,0.14107446825601644,0.02761070329933243,12,6.0,0.5,7,0.5833333333333334
2015,Marshall,-0.05031180902709699,-0.0403087300835897,12,8.5,0.7083333333333334,9,0.75
2015,Maryland,-0.18519824897774936,0.009896864396423177,11,2.5,0.2272727272727272,2,0.1818181818181818
2015,Massachusetts,-0.2603459140997361,-0.037366573152647575,12,4.5,0.375,3,0.25
2015,Memphis,0.04090873395104305,-0.0004965280526437357,12,7.0,0.5833333333333334,8,0.6666666666666666
2015,Miami,-0.20729988873303817,-0.0035197775860543396,12,6.0,0.5,7,0.5833333333333334
2015,Miami (OH),-0.3414629005590012,-0.04495310835554192,11,3.0,0.2727272727272727,2,0.1818181818181818
2015,Michigan,0.42830916605989194,0.04174556594525137,13,10.0,0.7692307692307693,10,0.7692307692307693
2015,Michigan State,0.2909099776833359,0.04242461838949862,14,9.5,0.6785714285714286,12,0.8571428571428571
2015,Middle Tennessee,-0.02882163719090415,-0.02607229049907098,12,5.5,0.4583333333333333,6,0.5
2015,Minnesota,-0.20623931672326024,-0.008424907765402917,13,5.5,0.4230769230769231,6,0.4615384615384615
2015,Mississippi State,0.018653528940166867,0.021070192285446068,12,7.5,0.625,8,0.6666666666666666
2015,Missouri,-0.24246287332463373,-0.016720013179823315,11,4.0,0.3636363636363636,4,0.3636363636363636
2015,NC State,0.23135615062507592,0.02772728975446852,12,6.5,0.5416666666666666,6,0.5
2015,Navy,0.13771452382005964,0.003921761096909791,12,9.5,0.7916666666666666,10,0.8333333333333334
2015,Nebraska,0.24667035727629816,0.024601588059988504,13,7.5,0.5769230769230769,6,0.4615384615384615
2015,Nevada,0.10752255343886954,-0.006315010965015819,12,6.0,0.5,6,0.5
2015,New Mexico,-0.27267177575940954,-0.033172956424315066,12,5.5,0.4583333333333333,6,0.5
2015,New Mexico State,-0.42816754867212775,-0.053921115880546176,12,3.5,0.2916666666666667,3,0.25
2015,North Carolina,0.4849687620619745,0.05170407110676258,12,8.5,0.7083333333333334,9,0.75
2015,North Texas,-0.6254043424473716,-0.07553871340558281,11,1.0,0.0909090909090909,1,0.0909090909090909
2015,Northern Illinois,0.005884626410706181,-0.005183971978711627,13,7.0,0.5384615384615384,7,0.5384615384615384
2015,Northwestern,-0.18405670590847395,-0.005179097109163901,12,6.5,0.5416666666666666,9,0.75
2015,Notre Dame,0.29618038781271805,0.038175075288918454,13,9.0,0.6923076923076923,10,0.7692307692307693
2015,Ohio,-0.053762867373066875,-0.018078650745982028,12,7.0,0.5833333333333334,7,0.5833333333333334
2015,Ohio State,0.6605872806726895,0.059381780019012696,13,11.5,0.8846153846153846,12,0.9230769230769232
2015,Oklahoma,0.597644486376244,0.06733221666661078,13,10.5,0.8076923076923077,11,0.8461538461538461
2015,Oklahoma State,0.23362388143786833,0.04027890826283411,12,7.0,0.5833333333333334,9,0.75
2015,Old Dominion,-0.18586932429603786,-0.04622203474336651,11,3.0,0.2727272727272727,4,0.3636363636363636
2015,Ole Miss,0.5387563085611766,0.05697934875316667,12,8.5,0.7083333333333334,9,0.75
2015,Oregon,0.48129211539926875,0.06735763873645602,12,8.0,0.6666666666666666,8,0.6666666666666666
2015,Oregon State,-0.45392933625923987,-0.009412174201268237,11,1.5,0.1363636363636363,1,0.0909090909090909
2015,Penn State,0.004986580837992742,0.010635402290348449,13,7.0,0.5384615384615384,7,0.5384615384615384
2015,Pittsburgh,0.12766427945069198,0.020530816951497978,12,6.5,0.5416666666666666,7,0.5833333333333334
2015,Purdue,-0.3952226096226328,-0.026344463707412225,11,2.5,0.2272727272727272,1,0.0909090909090909
2015,Rice,-0.48777583695674476,-0.06538381932711824,11,3.5,0.3181818181818182,4,0.3636363636363636
2015,Rutgers,-0.2517848007378944,-0.008467904310600847,11,4.0,0.3636363636363636,3,0.2727272727272727
2015,SMU,-0.46532296722363164,-0.04367447231837711,11,2.0,0.1818181818181818,2,0.1818181818181818
2015,San Diego State,0.42843344585348925,0.022063399627193496,13,10.0,0.7692307692307693,10,0.7692307692307693
2015,San José State,0.025934438211415296,-0.007596788573036645,12,5.5,0.4583333333333333,5,0.4166666666666667
2015,South Alabama,-0.13825608522742502,-0.016740587420303727,11,2.5,0.2272727272727272,4,0.3636363636363636
2015,South Carolina,-0.31517619810309905,-0.01938559611472773,11,4.5,0.4090909090909091,3,0.2727272727272727
2015,South Florida,0.23490969273596257,0.011479930773601956,12,6.5,0.5416666666666666,7,0.5833333333333334
2015,Southern Miss,0.2983252260861522,-0.004515898506156476,13,8.0,0.6153846153846154,8,0.6153846153846154
2015,Stanford,0.5512409610281733,0.06157997783039941,14,11.5,0.8214285714285714,12,0.8571428571428571
2015,Syracuse,-0.3983958931912993,-0.016611865388413832,11,3.0,0.2727272727272727,3,0.2727272727272727
2015,TCU,0.32839430028827654,0.049016308972552707,12,7.5,0.625,10,0.8333333333333334
2015,Temple,-0.04586073629474702,-0.016870194670827777,14,9.5,0.6785714285714286,10,0.7142857142857143
2015,Tennessee,0.1415771410072942,0.019851965788798744,12,9.0,0.75,8,0.6666666666666666
2015,Texas,-0.05891645693828243,0.01925531255366617,12,5.5,0.4583333333333333,5,0.4166666666666667
2015,Texas A&M,-0.08999128658809019,0.012976606901551314,12,6.5,0.5416666666666666,7,0.5833333333333334
2015,Texas State,-0.4104181226310875,-0.04787732370191708,11,3.0,0.2727272727272727,2,0.1818181818181818
2015,Texas Tech,-0.05864217949587856,0.021560590922664644,12,6.5,0.5416666666666666,6,0.5
2015,Toledo,0.44987386858735656,0.027548122361227046,12,9.5,0.7916666666666666,10,0.8333333333333334
2015,Troy,-0.2621466259443899,-0.033301903513202155,11,4.5,0.4090909090909091,3,0.2727272727272727
2015,Tulane,-0.23786268994231066,-0.04113922741761631,11,2.0,0.1818181818181818,2,0.1818181818181818
2015,Tulsa,-0.28357645764000716,-0.03687779329122058,13,6.0,0.4615384615384615,6,0.4615384615384615
2015,UCF,-0.5782984641391227,-0.06282565593020187,11,0.5,0.0454545454545454,0,0.0
2015,UCLA,0.5319773832315712,0.05764698699522987,13,7.5,0.5769230769230769,8,0.6153846153846154
2015,UConn,0.0030779516494487315,-0.015376798704026329,12,5.0,0.4166666666666667,5,0.4166666666666667
2015,UL Monroe,-0.430072431708865,-0.04750626758163405,12,1.5,0.125,1,0.0833333333333333
2015,UNLV,-0.39382198160391746,-0.03613811143994806,11,3.5,0.3181818181818182,2,0.1818181818181818
2015,USC,0.2110333246039508,0.043783168230388,14,7.5,0.5357142857142857,8,0.5714285714285714
2015,UTEP,-0.29869444065310413,-0.05566848340454987,11,3.0,0.2727272727272727,4,0.3636363636363636
2015,UTSA,-0.14701526782238056,-0.037326552752965425,12,4.5,0.375,3,0.25
2015,Utah,0.09646114659958242,0.028471757369259484,13,9.0,0.6923076923076923,10,0.7692307692307693
2015,Utah State,0.01580212424578811,0.0010760449385067486,12,6.0,0.5,5,0.4166666666666667
2015,Vanderbilt,-0.44383923146354987,-0.033162398548344026,11,2.5,0.2272727272727272,3,0.2727272727272727
2015,Virginia,-0.15585416086501752,0.001890682015441,11,4.0,0.3636363636363636,3,0.2727272727272727
2015,Virginia Tech,-0.005992179602985044,0.0055607680859839715,12,6.5,0.5416666666666666,6,0.5
2015,Wake Forest,-0.4660599171633733,-0.021024587258972115,11,3.0,0.2727272727272727,2,0.1818181818181818
2015,Washington,0.13299497033678287,0.03718580877549671,12,7.0,0.5833333333333334,6,0.5
2015,Washington State,0.045637537351065086,0.024099398873689053,12,7.5,0.625,9,0.75
2015,West Virginia,0.285111135342135,0.049081964629821874,12,7.0,0.5833333333333334,7,0.5833333333333334
2015,Western Kentucky,0.5440050845950171,0.012204793656641635,14,11.5,0.8214285714285714,12,0.8571428571428571
2015,Western Michigan,0.15580752149158503,0.010339958771430374,12,6.5,0.5416666666666666,7,0.5833333333333334
2015,Wisconsin,0.04092821091404546,0.004378275576803585,13,9.5,0.7307692307692307,10,0.7692307692307693
2015,Wyoming,-0.2982113826208484,-0.030815631405064037,11,1.0,0.0909090909090909,2,0.1818181818181818
2016,Air Force,0.24914658333142603,-0.012773596074078988,12,8.0,0.6666666666666666,9,0.75
2016,Akron,-0.35244185600679867,-0.042741633614776425,11,4.5,0.4090909090909091,4,0.3636363636363636
2016,Alabama,1.0964416378155915,0.11412493550505927,14,13.0,0.9285714285714286,13,0.9285714285714286
2016,App State,0.1345539946947108,-0.02076439276399897,13,10.0,0.7692307692307693,10,0.7692307692307693
2016,Arizona,-0.412315944018698,-0.025548375208333116,11,3.0,0.2727272727272727,2,0.1818181818181818
2016,Arizona State,-0.35672602611540094,-0.01711091062337502,11,3.5,0.3181818181818182,4,0.3636363636363636
2016,Arkansas,0.08276723650681769,0.036768747698071695,12,5.0,0.4166666666666667,6,0.5
2016,Arkansas State,0.10856710908716445,-0.02975376002937849,12,8.0,0.6666666666666666,8,0.6666666666666666
2016,Army,-0.14294273112786948,-0.036009453350829855,11,5.5,0.5,6,0.5454545454545454
2016,Auburn,0.16354705382400178,0.0441144334443306,12,7.0,0.5833333333333334,7,0.5833333333333334
2016,BYU,-0.0635468245563895,-0.009361882910900999,12,8.0,0.6666666666666666,8,0.6666666666666666
2016,Ball State,-0.22088528467202595,-0.035028506116615406,11,4.5,0.4090909090909091,3,0.2727272727272727
