season,team,fbs_games,adj_wins,adj_win_pct,fbs_wins,fbs_win_pct
2014,Georgia Southern,11,7.5,0.6818181818181818,8,0.7272727272727273
2014,Florida International,10,4.5,0.45,3,0.3
2014,Kentucky,11,4.5,0.4090909090909091,4,0.36363636363636365
2014,Arkansas State,12,6.0,0.5,6,0.5
2014,Nebraska,12,9.0,0.75,8,0.6666666666666666
2014,San Diego State,12,7.0,0.5833333333333334,6,0.5
2014,Old Dominion,11,3.5,0.3181818181818182,5,0.45454545454545453
2014,Iowa,12,7.0,0.5833333333333334,6,0.5
2014,Akron,11,5.0,0.45454545454545453,4,0.36363636363636365
2014,Central Michigan,12,6.0,0.5,6,0.5
2014,Kent State,11,3.0,0.2727272727272727,2,0.18181818181818182
2014,Western Michigan,12,7.0,0.5833333333333334,7,0.5833333333333334
2014,UL Monroe,12,5.0,0.4166666666666667,4,0.3333333333333333
2014,Utah State,13,9.5,0.7307692307692307,9,0.6923076923076923
2014,Louisiana Tech,13,9.5,0.7307692307692307,9,0.6923076923076923
2014,Alabama,13,10.5,0.8076923076923077,11,0.8461538461538461
2014,West Virginia,12,6.5,0.5416666666666666,6,0.5
2014,Texas,13,6.5,0.5,6,0.46153846153846156
2014,Iowa State,11,2.5,0.22727272727272727,2,0.18181818181818182
2014,Kansas State,12,7.5,0.625,8,0.6666666666666666
2014,UTEP,13,6.5,0.5,7,0.5384615384615384
2014,Texas Tech,11,3.0,0.2727272727272727,3,0.2727272727272727
2014,Tennessee,12,6.5,0.5416666666666666,6,0.5
2014,Arkansas,12,8.0,0.6666666666666666,6,0.5
2014,Minnesota,12,6.5,0.5416666666666666,7,0.5833333333333334
2014,Auburn,12,6.5,0.5416666666666666,7,0.5833333333333334
2014,Illinois,12,3.0,0.25,5,0.4166666666666667
2014,Western Kentucky,13,8.5,0.6538461538461539,8,0.6153846153846154
