season,team,projected_war,projected_war_z
2020,Air Force,1.7271986383414522,-0.9561972549996083
2020,Akron,1.250942113255665,-1.4565493371660072
2020,Alabama,4.951959250812813,2.43171577495331
2020,App State,3.161997617840165,0.5511934453232705
2020,Arizona,2.6275527935253757,-0.010290894656726614
2020,Arizona State,2.5615894998171758,-0.07959151231756911
2020,Arkansas,2.7232622093874594,0.0902608101223256
2020,Arkansas State,2.07620681224335,-0.5895314828646187
2020,Army,1.6518156235021983,-1.0353941718880584
2020,Auburn,3.241313567862971,0.6345222789508381
2020,BYU,0.7858962272472311,-1.9451235930784576
2020,Ball State,2.348001918942962,-0.3039852690142292
2020,Baylor,3.2149879363853167,0.606864737625148
2020,Boise State,2.9068110352422116,0.2830960414697181
2020,Boston College,2.4167861597489693,-0.23172098223869095
2020,Bowling Green,1.6563979991944802,-1.0305799570728622
2020,Buffalo,2.8866951466648225,0.26196241661804615
2020,California,2.8650887795547537,0.23926290448091125
2020,Central Michigan,2.3450474849576115,-0.307089178605656
2020,Charlotte,2.282357391081313,-0.3729509933000855
2020,Cincinnati,3.531306208442412,0.9391867063846021
2020,Clemson,5.525042461246532,3.0337933581286065
2020,Coastal Carolina,2.2940457887438566,-0.3606712369091591
2020,Colorado,2.404726435751028,-0.244390851720553
2020,Colorado State,2.178120534369343,-0.48246157330719447
2020,Duke,3.161964187643787,0.5511583237711573
2020,East Carolina,3.4277180302776014,0.830357623941583
2020,Eastern Michigan,1.5185019411188179,-1.175452680377321
2020,Florida,3.273028062492467,0.667841325697473
2020,Florida Atlantic,1.8942552943878086,-0.7806885925671219
2020,Florida International,1.6539666020261299,-1.03313436750438
2020,Florida State,3.4345385225880896,0.8375231898691846
2020,Fresno State,1.6416416550367778,-1.046082878577487
2020,Georgia,4.159459715524498,1.5991207936541336
2020,Georgia Southern,2.3657302492797627,-0.2853599976948408
2020,Georgia State,2.547348211477356,-0.09455331944929783
2020,Georgia Tech,2.3158856700183317,-0.33772639627315476
2020,Hawai'i,2.1895273673149918,-0.47047762702057583
2020,Houston,2.252405352751815,-0.40441841464532086
2020,Illinois,1.721300960775015,-0.9623933176147743
2020,Indiana,3.1392731850890616,0.5273193005207046
2020,Iowa,2.1624525641998362,-0.4989222433131782
2020,Iowa State,4.174947040849732,1.6153916793333865
2020,Jacksonville State,0.21906573717715017,-2.540632107929521
2020,Kansas,1.9279774902057978,-0.7452602676959517
2020,Kansas State,2.830182113244454,0.20259018242907145
2020,Kent State,2.382024785178935,-0.26824106171046247
2020,Kentucky,3.171162359122394,0.5608218643402142
2020,LSU,5.257623769742676,2.752844978303121
2020,Liberty,0.794238367971825,-1.936359392985821
2020,Louisiana,3.1688053932130327,0.55834565091693
2020,Louisiana Tech,1.692541590709969,-0.9926077292519644
2020,Louisville,3.154759845055944,0.5435894871786973
2020,Marshall,1.9178679949686666,-0.75588123922099
2020,Maryland,1.8463851357489465,-0.830980677372209
2020,Massachusetts,1.0171648037786727,-1.7021542945763062
2020,Memphis,3.49065740685267,0.8964813334569919
2020,Miami,2.5615941453807403,-0.07958663171797646
2020,Miami (OH),2.291673192191471,-0.36316387178678744
2020,Michigan,2.8028228706951603,0.17384673587247296
2020,Michigan State,2.846333058022475,0.21955826249302773
2020,Middle Tennessee,2.395363694717818,-0.254227288019053
2020,Minnesota,2.4616448598350154,-0.1845927166736403
2020,Mississippi State,2.967142668338345,0.34648007223908567
2020,Missouri,2.5875917847367456,-0.05227367683332628
2020,Missouri State,0.17181184076434852,-2.5902767515516985
2020,NC State,3.354750604264992,0.7536985093411995
2020,Navy,2.9884728557649676,0.3688894317538717
2020,Nebraska,2.484863137564011,-0.16019974147203409
2020,Nevada,2.2909948223338295,-0.3638765628532012
2020,New Mexico,1.6714881327250328,-1.0147263585718842
2020,New Mexico State,0.6958157646874185,-2.0397615552485213
2020,North Carolina,3.2091008245460837,0.6006797752959158
2020,North Texas,1.7197767124040932,-0.9639946832779367
2020,Northern Illinois,1.60162387065746,-1.0881253088292742
2020,Northwestern,2.504267951123191,-0.13981316752086886
2020,Notre Dame,3.8967886207809057,1.3231602088491063
2020,Ohio,1.9303440335066298,-0.7427739923259817
2020,Ohio State,5.697148538649408,3.2146069105865163
2020,Oklahoma,3.9946886298423947,1.4260133369384314
2020,Oklahoma State,4.247623506587468,1.6917451129158891
2020,Old Dominion,2.1344217671286794,-0.5283712207876827
2020,Ole Miss,3.2211309668139356,0.6133185663999189
2020,Oregon,4.36248085770871,1.8124135169346662
2020,Oregon State,2.558542645161694,-0.08279251847838573
2020,Penn State,4.088957841712425,1.5250519725452794
2020,Pittsburgh,3.1421384219253694,0.5303295001535353
2020,Purdue,3.256657243162606,0.6506422468250308
2020,Rice,2.0511804356422667,-0.6158240352641409
2020,Rutgers,1.8020122932675113,-0.877598504021888
2020,SMU,3.6001184471904213,1.011480407620288
2020,San Diego State,2.1807168054169734,-0.47973394742465914
2020,San José State,2.039565261431428,-0.6280268635614995
2020,South Alabama,1.5014722149332755,-1.1933440026098614
2020,South Carolina,3.3417444865471286,0.7400343646245219
2020,South Florida,2.647668007280166,0.010842021230606668
2020,Southern Miss,1.8582299155567408,-0.8185366268921345
2020,Stanford,3.5606896616558905,0.9700567758161016
2020,Syracuse,2.316146314422233,-0.337452564916884
2020,TCU,3.167947937481528,0.5574448133682021
2020,Temple,2.990840104018738,0.37137644774292394
2020,Tennessee,2.812945771227352,0.18448179091541014
2020,Texas,3.9628916502686145,1.392607632032913
2020,Texas A&M,4.25368818557222,1.6981166261610776
2020,Texas State,2.1669831516148523,-0.49416243693334566
2020,Texas Tech,2.8466700199445523,0.2199122725494608
2020,Toledo,1.9475716563689887,-0.7246747611009481
2020,Troy,2.181208152736314,-0.479217741049839
2020,Tulane,2.6160055868150796,-0.022422316729446334
2020,Tulsa,2.464650105950851,-0.18143542418046138
2020,UAB,2.763743919354885,0.13279063765216179
2020,UCF,3.896102102949768,1.3224389575734579
2020,UCLA,2.7600337072107104,0.12889271232445648
2020,UConn,1.4424955217585949,-1.2553045420983753
2020,UL Monroe,2.141595803962099,-0.5208342232284507
2020,UNLV,1.908823886554863,-0.7653829221120961
2020,USC,3.8638709344018434,1.2885770964877636
2020,UTEP,1.265475819290432,-1.441280317860119
2020,UTSA,1.968072449583554,-0.7031367578806818
2020,Utah,3.0914765509240256,0.47710446006111484
2020,Utah State,1.9066740195943561,-0.7676415586942965
2020,Vanderbilt,1.691689159843506,-0.9935032877093752
2020,Virginia,3.2777790079489852,0.6728326388369619
2020,Virginia Tech,3.1743123024497732,0.5641311748053601
2020,Wake Forest,2.850873932002824,0.22432887587310388
2020,Washington,3.313245019404848,0.7100930053482278
2020,Washington State,2.75684050261537,0.12553795184579639
2020,West Virginia,3.053685421362935,0.43740133922743
2020,Western Kentucky,2.7153569027306688,0.0819555451284725
2020,Western Michigan,2.377621419014107,-0.2728672102523979
2020,Wisconsin,3.4853340910795674,0.890888691696081
2020,Wyoming,2.4562946433555477,-0.19021362014590332
2021,Air Force,0.7693899863141211,-1.6999697058605288
2021,Akron,0.8784928831339495,-1.4329606370280035
2021,Alabama,1.867797856776258,0.9881794747679238
2021,App State,1.8381559702726822,0.9156364649628826
2021,Arizona,1.2522997983123154,-0.5181376648226056
2021,Arizona State,1.626309072813319,0.39718054422692733
2021,Arkansas,1.3189354307649965,-0.3550593351826614
2021,Arkansas State,1.5417405138143292,0.1902147087723647
2021,Army,0.9434353952561458,-1.2740259048180222
2021,Auburn,1.8792759815191085,1.016270052459854
2021,BYU,0.7024685847253445,-1.8637474023656437
2021,Ball State,1.3402551725592784,-0.3028832283131827
2021,Baylor,1.3981161629896668,-0.16127920470912857
2021,Boise State,1.7156031120850863,0.6157111146628578
2021,Boston College,1.6076801395218536,0.3515896912204159
2021,Bowling Green,0.8347720974055689,-1.539959136850051
2021,Buffalo,1.3798010265404497,-0.20610209824716103
2021,California,1.4499713857971104,-0.034373181500748466
2021,Central Michigan,1.3463753294913807,-0.28790528133668614
2021,Charlotte,1.1851072321327185,-0.6825789862818301
2021,Cincinnati,1.8535060095246956,0.9532028340208115
2021,Clemson,2.6227555969154004,2.835798273885132
2021,Coastal Carolina,1.2428896681952268,-0.5411672098978935
2021,Colorado,1.3362885009558976,-0.31259092006157124
2021,Colorado State,1.6837552099448685,0.5377692914611159
2021,Delaware,0.3010656485344036,-2.8461065087052115
2021,Duke,1.4660304587434605,0.004928415786806375
2021,East Carolina,1.4826737232489173,0.045659713373469656
2021,Eastern Michigan,1.0064565409447523,-1.119793359967613
2021,Florida,1.9142986971822897,1.1019816418840573
2021,Florida Atlantic,1.8145408140639185,0.8578427577980821
2021,Florida International,1.2806729921340463,-0.4486995446354221
2021,Florida State,1.9506898545325992,1.1910422380833519
2021,Fresno State,1.2034773362438858,-0.6376215696040735
2021,Georgia,1.9275380032397444,1.1343823836189673
2021,Georgia Southern,1.1998633965067902,-0.646466015646714
2021,Georgia State,1.487878859632838,0.05839831756756458
2021,Georgia Tech,1.6083493606968724,0.35322748570611
2021,Hawai'i,1.0636726963758993,-0.9797674502149483
2021,Houston,1.438709627029891,-0.06193424366775507
2021,Idaho,0.3558425062969723,-2.712050326779004
2021,Illinois,1.2160707687884331,-0.6068014832897961
2021,Indiana,1.7718347327965567,0.7533275586140026
2021,Iowa,1.1370347598407515,-0.8002274304322397
2021,Iowa State,2.21397818799994,1.835391515716883
2021,Jacksonville State,0.6719648115948187,-1.9383997195530647
2021,Kansas,1.2599122194991401,-0.49950767834285476
