team,roster_position,broad_group,group_source,bio_group,unit,depth,player,class,is_transfer,redshirt,projected_slot
UNLV,WR-SL,WR,label,WR,OFF,4,David Titone-Perez,SO,False,True,12.0
UNLV,WR-Z,WR,label,WR,OFF,4,Tatum Bell Jr.,FR,False,False,11.0
UNLV,WR-X,WR,label,WR,OFF,4,Vincent Carner,FR,False,False,10.0
Ball State,RUSH,EDGE,bio,LB,DEF,4,Sam Feeney,SO,False,True,8.0
Ball State,DE,EDGE,label,EDGE,DEF,4,Dominic Infelise,FR,False,False,7.0
Ball State,RB,RB,label,RB,OFF,4,Anthony McMullen,FR,False,False,4.0
Troy,DT,DT,label,EDGE,DEF,4,Jermaine Paramore,SO,False,True,6.0
Troy,RB,RB,label,RB,OFF,4,Jaheim Merriweather,JR,True,False,3.0
Troy,SPEAR,SAF,bio,,DEF,4,KD Reynolds,FR,False,False,4.0
Ball State,TE,TE,label,TE,OFF,4,AJ Seymour,FR,False,False,4.0
Ball State,C,IOL,label,,OFF,4,Zion Haney,FR,False,False,11.0
Arkansas State,TE,TE,label,TE,OFF,4,Ezra Burgess,JR,False,False,4.0
Arkansas State,LT,OT,label,,OFF,4,Josh Austin,,False,False,14.0
Tulane,RB,RB,label,RB,OFF,4,Johnnie Daniels,SR,False,True,4.0
Tulane,QB,QB,label,QB,OFF,4,Trace Johnson,FR,False,False,4.0
Tulane,TE,TE,label,TE,OFF,4,Vance Bolyard,JR,False,True,4.0
Toledo,RDT,DT,label,,DEF,4,Wayne Peart II,SO,False,True,8.0
Toledo,LDT,DT,label,DT,DEF,4,Laith Shamma,JR,False,True,7.0
Ball State,WLB,LB,label,LB,DEF,4,Cole Mynett,FR,False,False,6.0
Kennesaw State,RCB,CB,label,CB,DEF,4,Jaden Martin-Burgess,JR,False,True,7.0
Kennesaw State,WLB,LB,label,LB,DEF,4,Montra Sanford,JR,True,False,7.0
Iowa State,NT,DT,label,DT,DEF,4,Kaleb Bilal-Jones,FR,False,True,7.0
Wisconsin,QB,QB,label,QB,OFF,4,Carter Smith,FR,False,True,4.0
Wisconsin,TE,TE,label,TE,OFF,4,Jackson McGohan,JR,False,True,4.0
Air Force,MLB,LB,label,LB,DEF,4,Andrew Jurasek,SO,False,False,8.0
Air Force,NT,DT,label,,DEF,4,Christian Krietzer,SO,False,False,7.0
Air Force,DT,DT,label,,DEF,4,Noah Daniels,SO,False,False,8.0
Kent State,LG,IOL,label,,OFF,4,David Iannini,FR,False,False,11.0
Kent State,QB,QB,label,QB,OFF,4,Ethan Thanthanavong,SO,True,False,4.0
Kent State,TE,TE,label,TE,OFF,4,Garrett Long,FR,False,True,4.0
Iowa State,LDE,EDGE,label,EDGE,DEF,4,Jaden Weaver,FR,False,False,7.0
Ball State,NT,DT,label,DT,DEF,4,Reese Hill,SO,False,True,7.0
Baylor,DE,EDGE,label,EDGE,DEF,4,Daemian Wimberly,JR,False,True,7.0
Baylor,RB,RB,label,RB,OFF,4,Ryelan Morris,FR,False,False,4.0
Toledo,WR-SL,WR,label,WR,OFF,4,Bryson Hammer,JR,False,True,12.0
