team,roster_position,broad_group,unit,depth,player,class,is_transfer,redshirt
Missouri,WR-Z,WR,OFF,3,Jabari Brady,FR,False,False
Missouri,WR-H,WR,OFF,1,Cayden Lee,SR,True,False
Missouri,WR-H,WR,OFF,2,Shaun Terry II,FR,False,True
Missouri,WR-H,WR,OFF,3,DaMarion Fowlkes,SO,False,False
Missouri,LT,OL,OFF,1,Cayden Green,SR,True,False
Missouri,LT,OL,OFF,2,Jack Lange,FR,False,True
Missouri,LT,OL,OFF,3,DJ Jones,FR,False,False
Missouri,LG,OL,OFF,1,Zach Owens,JR,True,True
Missouri,LG,OL,OFF,2,Ryan Jostes,SO,False,True
Missouri,C,OL,OFF,1,Dominick Giudice,SR,True,True
Missouri,C,OL,OFF,2,Tristan Wilson,SR,False,True
Missouri,C,OL,OFF,3,Colin Sorensen,JR,True,False
Missouri,RG,OL,OFF,1,Curtis Peagler,SR,False,True
Missouri,RG,OL,OFF,2,Khalief Canty Jr.,FR,False,False
Missouri,RT,OL,OFF,1,Logan Reichert,JR,False,True
Missouri,RT,OL,OFF,2,Luke Work,JR,True,False
Missouri,RT,OL,OFF,3,Whit Hafer,SO,False,True
Missouri,TE,TE,OFF,1,Brett Norfleet,SR,False,False
Missouri,TE,TE,OFF,2,Jordon Harris,SR,False,False
Missouri,TE,TE,OFF,3,Jude James,SO,False,True
Missouri,QB,QB,OFF,1,Austin Simmons,JR,True,True
Missouri,QB,QB,OFF,2,Matt Zollers,SO,False,False
Missouri,QB,QB,OFF,3,Nick Evers,SR,True,True
Missouri,RB,RB,OFF,1,Ahmad Hardy,JR,True,False
Missouri,RB,RB,OFF,2,Jamal Roberts,JR,False,True
Missouri,RB,RB,OFF,3,Xai'Shaun Edwards,SO,True,True
Missouri,DE,EDGE,DEF,1,Langden Kitchen,SR,True,False
Missouri,DE,EDGE,DEF,2,Jaden Jones,SR,True,True
Missouri,DE,EDGE,DEF,3,Demarcus Johnson,JR,True,False
Missouri,NT,DT,DEF,1,Jalen Marshall,SR,False,True
Missouri,NT,DT,DEF,2,Donta Simpson,SO,True,False
Missouri,NT,DT,DEF,3,Sam Williams,JR,False,True
Missouri,DT,DT,DEF,1,Marquis Gracial,SR,False,True
Missouri,DT,DT,DEF,2,Jason Dowell,FR,False,True
Missouri,DT,DT,DEF,3,Tajh Overton,FR,False,False
Missouri,JACK,EDGE,DEF,1,Darris Smith,SR,True,True
Missouri,JACK,EDGE,DEF,2,Malik Bryant,JR,True,True
Missouri,JACK,EDGE,DEF,3,Daeden Hopkins,FR,False,True
Missouri,WLB,LB,DEF,1,Robert Woodyard Jr.,SR,True,True
Missouri,WLB,LB,DEF,2,Dante McClellan,SO,False,False
Missouri,WLB,LB,DEF,3,Bobby Washington,JR,True,True
Missouri,MLB,LB,DEF,1,Nicholas Rodriguez,JR,False,False
Missouri,MLB,LB,DEF,2,Jeremiah Beasley,JR,True,False
Missouri,MLB,LB,DEF,3,JJ Bush,FR,False,False
Missouri,LCB,CB,DEF,1,Jahlil Florence,SR,True,True
Missouri,LCB,CB,DEF,2,Sione Laulea,SR,True,True
Missouri,LCB,CB,DEF,3,Cameron Keys,SO,False,True
Missouri,SS,SAF,DEF,1,Santana Banner,JR,True,True
Missouri,SS,SAF,DEF,2,Jackson Hancock,SO,False,True
Missouri,SS,SAF,DEF,3,Jayden McGregory,FR,False,False
Missouri,FS,SAF,DEF,1,Trajen Greco,JR,False,False
Missouri,FS,SAF,DEF,2,Kensley Louidor-Faustin,JR,True,False
Missouri,FS,SAF,DEF,3,Brody Jones,FR,False,False
Missouri,RCB,CB,DEF,1,Chris Graves Jr.,SR,True,True
Missouri,RCB,CB,DEF,2,Nick DeLoach Jr.,JR,False,True
Missouri,RCB,CB,DEF,3,Jaxson Gates,FR,False,False
Missouri,NB,CB,DEF,1,Elijah Dotson,SO,True,False
Missouri,NB,CB,DEF,2,JaDon Blair,FR,True,True
Missouri,NB,CB,DEF,3,CJ Bass III,FR,False,True
Missouri State,WR-X,WR,OFF,1,Makai Cope,SR,True,True
Missouri State,WR-X,WR,OFF,2,James BlackStrain,SR,True,True
Missouri State,WR-Z,WR,OFF,1,Jmariyae Robinson,JR,False,True
Missouri State,WR-SL,WR,OFF,1,Dash Luke,SR,True,True
Missouri State,WR-SL,WR,OFF,2,Isaiah McMorris,FR,True,True
Missouri State,LT,OL,OFF,2,Makhete Gueye,JR,True,True
Missouri State,LG,OL,OFF,1,Mark Hutchinson,SR,True,True
Missouri State,C,OL,OFF,2,Logan Scrivner,FR,False,True
Missouri State,RG,OL,OFF,1,Justin Curtis,SR,True,True
Missouri State,RG,OL,OFF,2,Logan Scrivner,FR,False,True
Missouri State,RT,OL,OFF,1,Erick Cade,SR,True,True
Missouri State,RT,OL,OFF,2,Matthew Greene,SO,True,True
Missouri State,TE,TE,OFF,1,Jeron Askren,FR,False,True
Missouri State,TE,TE,OFF,2,Dillon Hipp,FR,True,True
Missouri State,QB,QB,OFF,1,Jacob Clark,SR,True,True
Missouri State,QB,QB,OFF,2,Deuce Bailey,FR,False,False
Missouri State,RB,RB,OFF,1,Shomari Lawrence,SR,True,True
Missouri State,RB,RB,OFF,2,Ramone Green Jr.,SO,False,True
Missouri State,FB,RB,OFF,1,Connor Lair,JR,False,True
Missouri State,LDE,EDGE,DEF,1,Caleb Dietlin,SR,False,True
Missouri State,LDE,EDGE,DEF,2,Caden Wiest,SO,False,True
Missouri State,LDT,DT,DEF,1,Tim Brantley Jr.,JR,False,False
Missouri State,LDT,DT,DEF,2,Dezmond Barnes,FR,False,False
Missouri State,RDT,DT,DEF,1,Sterling Smithson,SR,False,True
Missouri State,RDT,DT,DEF,2,Ahmad Poole,JR,True,True
Missouri State,RDE,EDGE,DEF,1,Davon Townley Jr.,SR,True,True
Missouri State,RDE,EDGE,DEF,2,Mitchell Toney,SO,False,True
Missouri State,WLB,LB,DEF,1,Kanye Young,SR,True,False
Missouri State,WLB,LB,DEF,2,Cooper Roy,SO,False,True
Missouri State,MLB,LB,DEF,1,Jared Lloyd,JR,False,True
Missouri State,MLB,LB,DEF,2,Jalen Brooks,SR,True,True
Missouri State,LCB,CB,DEF,1,Jordan Dunbar,SR,True,True
Missouri State,LCB,CB,DEF,2,Floyd Williams,SO,False,True
Missouri State,SS,SAF,DEF,1,Christian Ford,SO,True,True
Missouri State,SS,SAF,DEF,2,Antonio Smith,SO,True,True
Missouri State,FS,SAF,DEF,1,Maguire Neal,SR,True,False
Missouri State,FS,SAF,DEF,2,Khalil Anderson,SR,True,True
Missouri State,RCB,CB,DEF,1,Thomas Anderson,SR,True,True
Missouri State,RCB,CB,DEF,2,Darryon Taylor,JR,True,False
Missouri State,NB,CB,DEF,1,Dylan Dixson,JR,True,True
Missouri State,NB,CB,DEF,2,Devin Rutherford,FR,False,True
Missouri State,NB,CB,DEF,3,Don Quist,FR,False,False
Navy,WR-X,WR,OFF,1,Luke Hutchison,SR,False,False
Navy,WR-X,WR,OFF,2,Joshua Guerin,SR,False,False
Navy,WR-X,WR,OFF,3,Casey Smith,SR,False,False
Navy,LT,OL,OFF,1,Sean Crowley,JR,False,False
Navy,LT,OL,OFF,2,Connor Heater,JR,False,False
Navy,LT,OL,OFF,3,Hansen Collie,JR,False,False
Navy,LG,OL,OFF,1,Jake Polito,JR,False,False
Navy,LG,OL,OFF,2,Will Hampton,SO,False,False
Navy,LG,OL,OFF,3,Isaac Bunker,SR,False,False
Navy,C,OL,OFF,1,Cam Nichols,SR,False,False
Navy,C,OL,OFF,2,Toran Smith,JR,False,False
Navy,C,OL,OFF,3,Hunter Fay,SO,False,False
Navy,RG,OL,OFF,1,Hoke Smith II,SR,False,False
Navy,RG,OL,OFF,2,Matt Tomaszewski,SO,False,False
Navy,RG,OL,OFF,3,Jace Williams,SO,False,False
Navy,RT,OL,OFF,1,Malcolm Johnson,SO,False,False
Navy,RT,OL,OFF,2,Zarian Simms,SR,False,False
Navy,RT,OL,OFF,3,Logan Wegman,SO,False,False
Navy,TE,TE,OFF,1,Jake Norris,SR,False,False
Navy,TE,TE,OFF,2,Jordan Collins,SO,False,False
Navy,TE,TE,OFF,3,Theo Elwell,JR,False,False
Navy,QB,QB,OFF,1,Braxton Woodson,SR,False,False
Navy,QB,QB,OFF,2,Jackson Gutierrez,JR,False,False
Navy,QB,QB,OFF,3,Ryan Brass,SO,False,False
Navy,SB-A,RB,OFF,1,Isaiah Bryant,SR,False,False
Navy,SB-A,RB,OFF,2,Michael Barrow,JR,False,False
Navy,SB-A,RB,OFF,3,Andre Gilbert Jr.,JR,False,False
Navy,SB-Z,RB,OFF,1,Charles Robinson,JR,False,False
Navy,SB-Z,RB,OFF,2,Robert Jones III,JR,False,False
Navy,SB-Z,RB,OFF,3,Braeden George,SO,False,False
Navy,RB,RB,OFF,1,Vic Listorti,SR,False,False
Navy,RB,RB,OFF,2,Quinton Ezzard,JR,False,False
Navy,RB,RB,OFF,3,Christian Cromer,SO,False,False
Navy,DE,EDGE,DEF,1,Aiden Lyczek,JR,False,False
Navy,DE,EDGE,DEF,2,Ikenna Ozurumba,SR,False,False
Navy,DE,EDGE,DEF,3,Benjamin Franklin,JR,False,False
Navy,NT,DT,DEF,1,Xavyer Arrington,JR,False,False
Navy,NT,DT,DEF,2,Chris Herock,JR,False,False
Navy,NT,DT,DEF,3,Connor Young,SO,False,False
Navy,DT,DT,DEF,1,Griffen Willis,SR,False,False
Navy,DT,DT,DEF,2,Matt Reyes,SR,False,False
Navy,DT,DT,DEF,3,Clinton Anyagafu,SO,False,False
Navy,LOLB,LB,DEF,1,Christian Johnson,SO,False,False
Navy,LOLB,LB,DEF,2,Job Grant,SR,False,False
Navy,LOLB,LB,DEF,3,Daveon Jones,JR,False,False
Navy,LILB,LB,DEF,1,MarcAnthony Parker,JR,False,False
Navy,LILB,LB,DEF,2,Nolan McCamy,SR,False,False
Navy,LILB,LB,DEF,3,Brady O'Connor,SO,False,False
Navy,RILB,LB,DEF,1,Coleman Cauley,SR,False,False
Navy,RILB,LB,DEF,2,Marcus Bleazard,SR,False,False
Navy,RILB,LB,DEF,3,Noah Beck,JR,False,False
Navy,ROLB,LB,DEF,1,Will Miller,SO,False,False
Navy,ROLB,LB,DEF,2,Trent Gillis,SO,False,False
Navy,ROLB,LB,DEF,3,Seth English,SR,False,False
Navy,FCB,CB,DEF,1,Nick Bell,JR,False,False
Navy,FCB,CB,DEF,2,Bryce Allen,SR,False,False
Navy,FCB,CB,DEF,3,Xavier Le Jeune,JR,False,False
Navy,SS,SAF,DEF,1,Giuseppe Sessi,SR,False,False
Navy,SS,SAF,DEF,2,Matthew Seliga,SR,False,False
Navy,SS,SAF,DEF,3,Maxwell Williams,JR,False,False
Navy,FS,SAF,DEF,1,Phillip Hamilton,JR,False,False
Navy,FS,SAF,DEF,2,Aaron Rose,JR,False,False
Navy,FS,SAF,DEF,3,Kush'i Abraham,SR,False,False
Navy,BCB,CB,DEF,1,Irabonoise Oniha,SR,False,False
Navy,BCB,CB,DEF,2,Cam Robinson,SO,False,False
Navy,BCB,CB,DEF,3,Collin Seals,SO,False,False
Nebraska,WR-X,WR,OFF,1,Nyziah Hunter,JR,True,True
Nebraska,WR-X,WR,OFF,2,Quinn Clark,SO,False,True
Nebraska,WR-X,WR,OFF,3,Jeremiah Jones,FR,False,True
Nebraska,WR-Z,WR,OFF,1,Kwazi Gilmer,JR,True,False
Nebraska,WR-Z,WR,OFF,2,Cortez Mills Jr.,SO,False,False
Nebraska,WR-Z,WR,OFF,3,Larry Miles,FR,False,False
Nebraska,WR-SL,WR,OFF,1,Jacory Barney Jr.,JR,False,False
Nebraska,WR-SL,WR,OFF,2,Janiran Bonner,SR,False,True
Nebraska,WR-SL,WR,OFF,3,Keelan Smith,SO,False,True
Nebraska,LT,OL,OFF,1,Elijah Pritchett,SR,True,True
Nebraska,LT,OL,OFF,2,Gunnar Gottula,JR,False,True
Nebraska,LT,OL,OFF,3,Preston Taumua,SO,False,True
Nebraska,LG,OL,OFF,1,Paul Mubenga,JR,True,True
Nebraska,LG,OL,OFF,2,Grant Brix,SO,False,True
Nebraska,LG,OL,OFF,3,Brock Knutson,JR,False,True
Nebraska,C,OL,OFF,1,Justin Evans,SR,False,True
Nebraska,C,OL,OFF,2,Jake Peters,SO,False,True
Nebraska,RG,OL,OFF,1,Brendan Black,SR,True,False
Nebraska,RG,OL,OFF,2,Sam Sledge,JR,False,True
Nebraska,RT,OL,OFF,1,Tree Babalade,JR,True,True
Nebraska,RT,OL,OFF,2,Tyler Knaak,SR,True,True
Nebraska,RT,OL,OFF,3,Shawn Hammerbeck,FR,False,True
Nebraska,TE,TE,OFF,1,Luke Lindenmeyer,SR,False,True
Nebraska,TE,TE,OFF,2,Carter Nelson,JR,False,False
Nebraska,TE,TE,OFF,3,Cayden Echternach,JR,False,True
Nebraska,QB,QB,OFF,1,Anthony Colandrea,SR,True,False
Nebraska,QB,QB,OFF,2,TJ Lateef,SO,False,False
Nebraska,QB,QB,OFF,3,Daniel Kaelin,SO,True,True
Nebraska,RB,RB,OFF,1,Isaiah Mozee,SO,False,False
Nebraska,RB,RB,OFF,2,Mekhi Nelson,SO,False,True
Nebraska,RB,RB,OFF,3,Jamal Rule,FR,False,False
Nebraska,LDE,EDGE,DEF,1,Cameron Lenhardt,SR,False,False
Nebraska,LDE,EDGE,DEF,2,Kade Pietrzak,SO,False,False
Nebraska,LDE,EDGE,DEF,3,Dylan Rogers,JR,False,True
Nebraska,NT,DT,DEF,1,Riley Van Poppel,JR,False,True
Nebraska,NT,DT,DEF,2,Sua Lefotu,JR,False,True
Nebraska,NT,DT,DEF,3,Tyson Terry,FR,False,True
Nebraska,DT,DT,DEF,1,Owen Stoudmire,SR,True,True
Nebraska,DT,DT,DEF,2,Jahsear Whittington,SO,True,True
Nebraska,DT,DT,DEF,3,Malcolm Simpson,FR,False,True
Nebraska,RDE,EDGE,DEF,1,Williams Nwaneri,SO,True,True
Nebraska,RDE,EDGE,DEF,2,Anthony Jones Jr.,SR,True,True
Nebraska,RDE,EDGE,DEF,3,Willis McGahee IV,JR,False,False
Nebraska,WLB,LB,DEF,1,Owen Chambliss,JR,True,True
Nebraska,WLB,LB,DEF,2,Dawson Merritt,SO,False,False
Nebraska,WLB,LB,DEF,3,Will Hawthorne,FR,True,True
Nebraska,MLB,LB,DEF,1,Vincent Shavers Jr.,JR,False,False
Nebraska,MLB,LB,DEF,2,Dexter Foster,JR,True,False
Nebraska,MLB,LB,DEF,3,Pierce Mooberry,FR,False,True
Nebraska,LCB,CB,DEF,1,Jeremiah Charles,JR,False,True
Nebraska,LCB,CB,DEF,2,Danny Odem III,FR,False,False
Nebraska,LCB,CB,DEF,3,Amare Sanders,SO,False,True
Nebraska,SS,SAF,DEF,1,Jamir Conn,SR,True,False
Nebraska,SS,SAF,DEF,2,Rex Guthrie,SO,False,True
Nebraska,SS,SAF,DEF,3,Jasin Shiggs,JR,True,False
Nebraska,FS,SAF,DEF,1,Dwayne McDougle III,SR,True,True
Nebraska,FS,SAF,DEF,2,Caleb Benning,SO,False,True
Nebraska,FS,SAF,DEF,3,Justyn Rhett,JR,True,True
Nebraska,RCB,CB,DEF,1,Andrew Marshall,SR,True,False
Nebraska,RCB,CB,DEF,2,Victor Evans III,SR,True,False
Nebraska,NB,CB,DEF,1,Donovan Jones,SO,False,True
Nebraska,NB,CB,DEF,2,Mario Buford,SO,False,True
Nevada,WR-X,WR,OFF,1,Marshaun Brown,JR,False,True
Nevada,WR-X,WR,OFF,2,Donnie Cheers,JR,True,True
Nevada,WR-Z,WR,OFF,1,Gary Givens III,JR,True,False
Nevada,WR-Z,WR,OFF,2,Jaceon Doss,SR,True,True
Nevada,WR-SL,WR,OFF,1,Damien Morgan,SR,True,True
Nevada,WR-SL,WR,OFF,2,Daijon Calimon,SO,False,True
Nevada,LT,OL,OFF,1,Jack Foster,SR,True,True
Nevada,LG,OL,OFF,1,Ethan Newman,JR,True,True
Nevada,LG,OL,OFF,2,Elias Justice,JR,True,False
Nevada,C,OL,OFF,1,Jacob Norcross,JR,True,False
Nevada,C,OL,OFF,2,Ethan Lowell,SO,False,True
Nevada,RG,OL,OFF,1,Snoop Leota-Amaama,SR,True,True
Nevada,RG,OL,OFF,2,Tyler Miller,SO,False,True
Nevada,RT,OL,OFF,1,Zach Cochnauer,SR,True,True
Nevada,RT,OL,OFF,2,Henry Sellards,SO,False,True
Nevada,TE,TE,OFF,1,DJ Asiasi,FR,False,True
Nevada,TE,TE,OFF,2,Jayden O'Rourke,SR,False,False
Nevada,TE,TE,OFF,3,Carter Eck,SO,False,True
Nevada,QB,QB,OFF,1,Carter Jones,SO,False,False
Nevada,QB,QB,OFF,2,Luke Duncan,JR,True,True
Nevada,QB,QB,OFF,3,AJ Bianco,SR,False,True
Nevada,RB,RB,OFF,1,Herschel Turner,JR,True,False
Nevada,RB,RB,OFF,2,Dominic Kelley,SO,False,False
Nevada,RB,RB,OFF,3,Janerious Jackson,JR,True,False
Nevada,LDE,EDGE,DEF,1,Myles Williams,SR,True,True
Nevada,LDE,EDGE,DEF,2,Brandon Amaniampong,JR,True,True
Nevada,LDE,EDGE,DEF,3,Keegan Perea,FR,False,True
Nevada,NT,DT,DEF,1,Logologo Va'a,SR,True,True
Nevada,NT,DT,DEF,2,James Gillespie,SR,True,True
Nevada,NT,DT,DEF,3,Jakobus Seth,SR,True,True
Nevada,DT,DT,DEF,1,David Paine Jr.,SO,False,True
Nevada,DT,DT,DEF,2,Tanner Vaughan,SR,True,True
Nevada,DT,DT,DEF,3,Bryce Echols,JR,True,True
Nevada,RDE,EDGE,DEF,1,Dylan LaBarbera,SR,True,False
Nevada,RDE,EDGE,DEF,2,Kameron Brown,FR,False,True
Nevada,WLB,LB,DEF,1,Jeremy Naborne-Owens,SR,True,False
Nevada,WLB,LB,DEF,2,Poasa Utu,JR,True,True
Nevada,MLB,LB,DEF,1,EJ Smith,SR,True,False
Nevada,MLB,LB,DEF,2,Jake Silverman,SO,False,False
Nevada,LCB,CB,DEF,1,Bryson Snelling,JR,True,False
Nevada,LCB,CB,DEF,2,Selman Bridges,SO,True,True
Nevada,LCB,CB,DEF,3,Zavien Abercrombie,SO,True,True
Nevada,SS,SAF,DEF,1,Jaylen Webb,JR,True,True
Nevada,SS,SAF,DEF,2,Isaiah Jordan,FR,False,True
Nevada,SS,SAF,DEF,3,Tajean Stallworth,FR,False,True
Nevada,FS,SAF,DEF,1,Bishop Turner,JR,False,True
Nevada,FS,SAF,DEF,2,Larry Turner-Gooden,SR,True,True
Nevada,FS,SAF,DEF,3,Justin Wyatt Jr.,FR,False,True
Nevada,RCB,CB,DEF,1,Aiden Walker,SO,False,False
Nevada,RCB,CB,DEF,2,Cooper Wilson,JR,True,True
Nevada,NB,CB,DEF,1,Joshua Scott,GR,True,False
Nevada,NB,CB,DEF,2,Zion Jones,JR,True,True
Nevada,NB,CB,DEF,3,Mykel Ford,FR,False,True
New Mexico,WR-X,WR,OFF,1,Troy Omeire,SR,True,True
New Mexico,WR-X,WR,OFF,2,Shawn Miller,SR,True,True
New Mexico,WR-X,WR,OFF,3,Abraham Williams,SR,True,True
New Mexico,WR-Z,WR,OFF,1,Miles Williams,SR,True,True
New Mexico,WR-Z,WR,OFF,2,Massiah Mingo,FR,False,False
New Mexico,WR-Z,WR,OFF,3,Kader Diop,SR,True,True
New Mexico,WR-SL,WR,OFF,1,Zhaiel Smith,SO,False,False
New Mexico,WR-SL,WR,OFF,2,Evan Wysong,JR,False,True
New Mexico,LT,OL,OFF,1,Cole Millward,JR,True,True
New Mexico,LT,OL,OFF,2,Markus Fetcho,SO,True,False
New Mexico,LG,OL,OFF,1,Malik Aliane,SR,True,True
New Mexico,C,OL,OFF,1,Kaden Robnett,JR,True,True
New Mexico,C,OL,OFF,2,JoJo Matautia,FR,False,True
New Mexico,RG,OL,OFF,1,Jaymar Tasi,SO,False,False
New Mexico,RT,OL,OFF,1,Tyler Lawrence,JR,True,False
New Mexico,RT,OL,OFF,2,Tevin Shaw,SR,True,True
New Mexico,TE,TE,OFF,1,Cade Keith,SO,True,True
New Mexico,TE,TE,OFF,2,Simon Mapa,SR,True,False
New Mexico,TE,TE,OFF,3,Tripp Walsh,JR,True,True
New Mexico,QB,QB,OFF,1,Jack Layne,SR,True,True
New Mexico,QB,QB,OFF,2,Luke Moga,SO,True,True
New Mexico,QB,QB,OFF,3,Toa Fa'avae,FR,False,True
New Mexico,RB,RB,OFF,1,Scottre Humphrey,SR,True,False
New Mexico,RB,RB,OFF,2,Cameron Mathews,FR,True,True
New Mexico,RB,RB,OFF,3,Kiefer Sibley,JR,True,False
New Mexico,LDE,EDGE,DEF,1,Darren Agu,SR,True,True
New Mexico,LDE,EDGE,DEF,2,Jalen Charles,SO,True,True
New Mexico,LDE,EDGE,DEF,3,Brayden Ellis,JR,True,False
New Mexico,NT,DT,DEF,1,Brian Booker,SR,True,True
New Mexico,NT,DT,DEF,2,Jalen McIver,JR,True,False
New Mexico,DT,DT,DEF,1,Xavier Slayton,SR,True,True
New Mexico,DT,DT,DEF,2,AJ Robinson,JR,True,True
New Mexico,DT,DT,DEF,3,Deven Dyer,SR,True,True
New Mexico,RDE,EDGE,DEF,1,Albert Tuakalau,JR,True,False
New Mexico,RDE,EDGE,DEF,2,Elijah Brody,JR,False,False
New Mexico,RDE,EDGE,DEF,3,Cody Thumlert,FR,False,True
New Mexico,WLB,LB,DEF,1,Mercury Swaim,SR,True,True
New Mexico,WLB,LB,DEF,2,C.J. Johnson,JR,True,True
New Mexico,MLB,LB,DEF,1,Jaxton Eck,SR,True,False
New Mexico,MLB,LB,DEF,2,Clay Martineau,SO,True,True
New Mexico,LCB,CB,DEF,1,Ormanie Arnold,SR,True,True
New Mexico,LCB,CB,DEF,2,Jahmir Torres,SO,False,False
New Mexico,LCB,CB,DEF,3,Jayden Sheridan,SR,True,True
New Mexico,SS,SAF,DEF,1,Tavian Combs,SR,False,True
New Mexico,SS,SAF,DEF,2,Will Hicks,JR,True,True
New Mexico,SS,SAF,DEF,3,Chris Gant Jr.,SO,True,True
New Mexico,FS,SAF,DEF,1,Austin Brawley,SR,True,False
New Mexico,FS,SAF,DEF,2,CJ McBean,SO,False,False
New Mexico,RCB,CB,DEF,1,Frankie Edwards III,JR,True,False
New Mexico,RCB,CB,DEF,2,Eric McClain,JR,True,False
New Mexico,NB,CB,DEF,1,Drew Speech,SR,True,True
New Mexico,NB,CB,DEF,2,Kevin Longstreet,JR,True,True
New Mexico State,WR-X,WR,OFF,1,Brodie Malone-Bradford,SO,False,False
New Mexico State,WR-X,WR,OFF,2,Myles Libman,JR,True,True
New Mexico State,WR-Z,WR,OFF,1,TK King,SR,True,True
New Mexico State,WR-Z,WR,OFF,2,Lyndon Ravare,SR,True,False
New Mexico State,WR-SL,WR,OFF,1,TJ Pride,JR,False,False
New Mexico State,WR-SL,WR,OFF,2,Terrione Graves,JR,True,True
New Mexico State,LT,OL,OFF,1,Ma'Kyi Lee,GR,True,False
New Mexico State,LT,OL,OFF,2,Gavin Jones,FR,False,True
New Mexico State,LG,OL,OFF,1,James Williams,JR,True,False
New Mexico State,LG,OL,OFF,2,Luke Moise,JR,True,False
New Mexico State,LG,OL,OFF,3,Hayden Harlan,SR,True,True
New Mexico State,C,OL,OFF,1,Mark Chapman,GR,True,False
New Mexico State,C,OL,OFF,2,Caleb Pyfrom,SO,True,True
New Mexico State,C,OL,OFF,3,JR Hecklinski,FR,False,True
New Mexico State,RG,OL,OFF,1,Mateo Rodriguez,SO,False,True
New Mexico State,RG,OL,OFF,2,Tyler Keinath,GR,True,False
New Mexico State,RG,OL,OFF,3,Sam Garcia,FR,False,True
New Mexico State,RT,OL,OFF,1,Armond Owens,JR,True,False
New Mexico State,RT,OL,OFF,2,Merrick Becerra,SO,True,True
New Mexico State,TE,TE,OFF,1,Josiah Thomas,SO,True,False
New Mexico State,TE,TE,OFF,2,Jerry Lydiatt,JR,False,True
New Mexico State,TE,TE,OFF,3,Carson Su'esu'e,FR,True,True
New Mexico State,QB,QB,OFF,1,Trey Hedden,JR,True,False
New Mexico State,QB,QB,OFF,2,Adam Damante,JR,True,True
New Mexico State,RB,RB,OFF,1,James Jones,SR,True,True
New Mexico State,RB,RB,OFF,2,Dijon Stanley,SR,True,False
New Mexico State,RB,RB,OFF,3,TJ Washington Jr.,JR,True,True
New Mexico State,LDE,EDGE,DEF,1,Brad Vislisel,JR,True,True
New Mexico State,LDE,EDGE,DEF,2,Demanuel Brown,JR,True,True
New Mexico State,LDE,EDGE,DEF,3,Reeves Baller,JR,True,True
New Mexico State,LDT,DT,DEF,1,Kaian Roberts-Day,SR,True,True
New Mexico State,LDT,DT,DEF,2,Enzo-Pierre Tayou,SR,True,True
New Mexico State,LDT,DT,DEF,3,Jason Gwan,JR,True,True
New Mexico State,RDT,DT,DEF,1,Henry Davis III,SR,True,False
New Mexico State,RDT,DT,DEF,2,Jeremiah Sandiford,SR,True,False
New Mexico State,RDT,DT,DEF,3,Jordan-Lebron Downey,JR,True,False
New Mexico State,RDE,EDGE,DEF,1,Gabe Peterson,SR,True,True
New Mexico State,RDE,EDGE,DEF,2,Obinna Okeke,JR,True,True
New Mexico State,RDE,EDGE,DEF,3,Zhakius Thomas,JR,True,False
New Mexico State,WLB,LB,DEF,1,Tory Gethers,SR,True,False
New Mexico State,WLB,LB,DEF,2,Zaiden Davis,SO,False,False
New Mexico State,MLB,LB,DEF,1,Sone Aupiu,SR,False,True
New Mexico State,MLB,LB,DEF,2,Fa'apaia Fualema,JR,True,False
New Mexico State,LCB,CB,DEF,1,Josiah Charles,SR,False,False
New Mexico State,LCB,CB,DEF,2,Lorenzo Smith,SR,True,False
New Mexico State,LCB,CB,DEF,3,Izzy Clark-White,JR,True,True
New Mexico State,SS,SAF,DEF,1,Bernock Iya,SR,True,True
New Mexico State,SS,SAF,DEF,2,DJ Cloyd,SR,True,False
New Mexico State,SS,SAF,DEF,3,Walter Owens,JR,True,True
New Mexico State,FS,SAF,DEF,1,Nick Session,GR,True,False
New Mexico State,FS,SAF,DEF,2,RJ Chapman,SR,True,True
New Mexico State,FS,SAF,DEF,3,Jakobe Campbell,SO,False,True
New Mexico State,RCB,CB,DEF,1,Javon Gillespie,JR,True,True
New Mexico State,RCB,CB,DEF,2,De'Marcus Peters,SR,True,True
New Mexico State,NB,CB,DEF,1,Tayden Barnes,JR,True,True
North Carolina,WR-X,WR,OFF,1,Jordan Shipp,JR,False,False
North Carolina,WR-X,WR,OFF,2,Madrid Tucker,FR,False,True
North Carolina,WR-X,WR,OFF,3,Kymistrii Young,FR,False,False
North Carolina,WR-Z,WR,OFF,1,Mason Humphrey,SR,True,False
North Carolina,WR-Z,WR,OFF,2,Nathan Leacock,JR,True,True
North Carolina,WR-Z,WR,OFF,3,Carnell Warren,FR,False,False
North Carolina,WR-SL,WR,OFF,1,Trech Kekahuna,JR,True,True
North Carolina,WR-SL,WR,OFF,2,Dayton Sneed,JR,True,True
North Carolina,WR-SL,WR,OFF,3,C.J. Sadler,FR,False,False
North Carolina,LT,OL,OFF,1,Jordan Hall,JR,True,True
North Carolina,LT,OL,OFF,2,Eidan Buchanan,SO,False,False
North Carolina,LG,OL,OFF,1,Aidan Banfield,JR,False,False
North Carolina,LG,OL,OFF,2,Jonah Rodriguez,JR,True,True
North Carolina,LG,OL,OFF,3,Trey Blue,FR,False,True
North Carolina,C,OL,OFF,1,Christo Kelly,GR,True,False
North Carolina,RG,OL,OFF,1,Andrew Threatt,SR,True,False
North Carolina,RG,OL,OFF,2,Rowan Byrne,FR,True,True
North Carolina,RG,OL,OFF,3,Byron Nelson,FR,False,True
