team,roster_position,broad_group,unit,depth,player,class,is_transfer,redshirt
Air Force,WR-X,WR,OFF,1,Jonah Dawson,JR,False,False
Air Force,WR-X,WR,OFF,2,Adam Hrynciw,SR,False,False
Air Force,WR-Z,WR,OFF,1,Matt Long,JR,False,False
Air Force,LT,OL,OFF,1,Nathan Elwood,SR,False,False
Air Force,LT,OL,OFF,2,Brandon Nazworth,JR,False,False
Air Force,LG,OL,OFF,1,Alec Falk,SR,False,False
Air Force,LG,OL,OFF,2,TJ Tarascio,SR,False,False
Air Force,LG,OL,OFF,3,Johnique Thomas,JR,False,False
Air Force,C,OL,OFF,1,Rudy Varela,SR,False,False
Air Force,RG,OL,OFF,1,Jon Ashford,JR,False,False
Air Force,RG,OL,OFF,2,Brody Smith,JR,False,False
Air Force,RT,OL,OFF,1,Luke Vonderhaar,SR,False,False
Air Force,RT,OL,OFF,2,Griffin Stalfort,SR,False,False
Air Force,TE,TE,OFF,1,Simon Kibbee,SR,False,False
Air Force,QB,QB,OFF,1,Liam Szarka,JR,False,False
Air Force,QB,QB,OFF,2,Josh Johnson,SR,False,False
Air Force,QB,QB,OFF,3,Kemper Hodges,SR,False,False
Air Force,RB,RB,OFF,1,Owen Allen,SR,False,False
Air Force,RB,RB,OFF,2,Jalen Rashad Turner,SR,False,False
Air Force,FB,RB,OFF,1,Rocco Conti,SR,False,False
Air Force,FB,RB,OFF,2,Gage LaDue,JR,False,False
Air Force,FB,RB,OFF,3,Omari Elias,JR,False,False
Air Force,DE,EDGE,DEF,1,DeSean Davis,JR,False,False
Air Force,DE,EDGE,DEF,2,Grady Forsythe,JR,False,False
Air Force,DE,EDGE,DEF,3,Antonio Menard,JR,False,False
Air Force,NT,DT,DEF,1,Lukia Rawls Jr.,SR,False,False
Air Force,NT,DT,DEF,2,Jayden Oquendo,SR,False,False
Air Force,DT,DT,DEF,1,Andrew Tillett,SR,False,False
Air Force,DT,DT,DEF,2,Chaz Barnett,JR,False,False
Air Force,OLB,LB,DEF,1,Isaac Hubert,SR,False,False
Air Force,OLB,LB,DEF,2,Jaylin Reese,JR,False,False
Air Force,WLB,LB,DEF,1,Blake Fletcher,SR,False,False
Air Force,WLB,LB,DEF,2,Brody Bujnoch,SR,False,False
Air Force,WLB,LB,DEF,3,Vinnie Canosa,JR,False,False
Air Force,MLB,LB,DEF,1,Dallas Daley,SR,False,False
Air Force,MLB,LB,DEF,2,Luke Fisher,SR,False,False
Air Force,MLB,LB,DEF,3,Brodie Mitchell,JR,False,False
Air Force,SPUR,CB,DEF,1,Alexander Perez,SO,False,False
Air Force,SPUR,CB,DEF,2,Nick Beckwith,JR,False,False
Air Force,LCB,CB,DEF,1,Korey Johnson,JR,False,False
Air Force,LCB,CB,DEF,2,RJ Reedus,SO,False,False
Air Force,SS,SAF,DEF,1,Max Mustell,SO,False,False
Air Force,SS,SAF,DEF,2,Houston Hendrix,SR,False,False
Air Force,SS,SAF,DEF,3,JT Tomescko,JR,False,False
Air Force,FS,SAF,DEF,1,Roger Jones Jr.,JR,False,False
Air Force,FS,SAF,DEF,2,Jet Wiley,SR,False,False
Air Force,RCB,CB,DEF,1,Mikhail Seiken,JR,False,False
Air Force,RCB,CB,DEF,2,Ehimen Oyamendan,SO,False,False
Air Force,RCB,CB,DEF,3,Jordan Elie-Stuart,SO,False,False
Akron,WR-X,WR,OFF,1,Cameron Monteiro,SO,True,True
Akron,WR-X,WR,OFF,2,Miles Burris,JR,True,False
Akron,WR-X,WR,OFF,3,Brandon Hills,JR,True,True
Akron,WR-Z,WR,OFF,1,Marcel Williams,SO,True,True
Akron,WR-Z,WR,OFF,2,Titus Myers,JR,True,False
Akron,WR-Z,WR,OFF,3,Luke Sivon,FR,False,True
Akron,WR-SL,WR,OFF,1,Kyan Mason,SO,False,True
Akron,WR-SL,WR,OFF,2,Jean Louis III,JR,False,True
Akron,WR-SL,WR,OFF,3,Gentz Hilburn,SO,True,False
Akron,LT,OL,OFF,1,Ian Falkner,SR,True,True
Akron,LT,OL,OFF,2,Dayne Shor,SR,True,True
Akron,LG,OL,OFF,1,Amarie Archer,SR,True,True
Akron,LG,OL,OFF,2,Nate Hampton,SO,True,False
Akron,LG,OL,OFF,3,Nick Stopiak,SR,False,True
Akron,C,OL,OFF,1,Colin Lyons,GR,False,False
Akron,C,OL,OFF,2,Brandon Smith,JR,True,True
Akron,C,OL,OFF,3,Max Mobley,JR,False,True
Akron,RG,OL,OFF,1,Carlos Slayden,SR,True,True
Akron,RG,OL,OFF,2,Melvin Puckett,SO,True,True
Akron,RG,OL,OFF,3,Alex Fox,SR,True,True
Akron,RT,OL,OFF,1,Allen Jones Jr.,SR,True,True
Akron,RT,OL,OFF,2,Jonas Mann,JR,False,True
Akron,TE,TE,OFF,1,Conner Cravaack,JR,False,True
Akron,TE,TE,OFF,2,Elijah Alexander,SO,True,False
Akron,TE,TE,OFF,3,Wyatt Hook,SO,True,True
Akron,QB,QB,OFF,1,Reese Poffenbarger,GR,True,False
Akron,QB,QB,OFF,2,Brayden Roggow,SO,False,True
Akron,QB,QB,OFF,3,Cibastian Broughton,FR,False,True
Akron,RB,RB,OFF,1,Jordan Gant,SR,True,True
Akron,RB,RB,OFF,2,Sean Patrick,SO,False,True
Akron,RB,RB,OFF,3,Marquese Williams,JR,True,True
Akron,LDE,EDGE,DEF,1,Cyrus Durham,SR,True,True
Akron,LDE,EDGE,DEF,2,Jahvon Frazier,SO,False,True
Akron,NT,DT,DEF,1,Ronald Hull,JR,False,False
Akron,NT,DT,DEF,2,Elijah Davis,SO,False,True
Akron,DT,DT,DEF,1,Vaughn Highland,SR,True,True
Akron,DT,DT,DEF,2,Jon'Trell Mixon,JR,False,True
Akron,RDE,EDGE,DEF,1,Kurtis Waye,SR,True,False
Akron,RDE,EDGE,DEF,2,Dahvon Frazier,SO,False,True
Akron,WLB,LB,DEF,1,Dwight Nunoo,SR,True,True
Akron,WLB,LB,DEF,2,Jason Hocker,SO,False,True
Akron,MLB,LB,DEF,1,Jeremiah Jones,JR,True,False
Akron,MLB,LB,DEF,2,Jude Buchanan,SR,True,True
Akron,LCB,CB,DEF,1,Catrell White,JR,False,True
Akron,LCB,CB,DEF,2,Zach Hobson,SR,True,True
Akron,LCB,CB,DEF,3,Dawayne Galloway Jr.,FR,True,True
Akron,SS,SAF,DEF,1,Daymon David,GR,True,False
Akron,SS,SAF,DEF,2,Jamari Somerville,JR,True,True
Akron,FS,SAF,DEF,1,Mehki Flowers,SR,True,True
Akron,FS,SAF,DEF,2,Rodrick Hunter,SO,False,True
Akron,RCB,CB,DEF,1,Terence Thomas,SR,False,True
Akron,RCB,CB,DEF,2,Shamar McNeil,JR,True,True
Akron,RCB,CB,DEF,3,Caiden Newsome,JR,True,False
Akron,NB,CB,DEF,1,Alex Branch,SR,True,True
Akron,NB,CB,DEF,2,Aamii Branch,JR,True,False
Akron,NB,CB,DEF,3,Tairan Davis Jr.,SO,False,False
Alabama,WR-X,WR,OFF,1,Noah Rogers,JR,True,True
Alabama,WR-X,WR,OFF,2,Derek Meadows,SO,False,False
Alabama,WR-Z,WR,OFF,1,Ryan Coleman-Williams,JR,False,False
Alabama,WR-Z,WR,OFF,2,Cederian Morgan,FR,False,False
Alabama,WR-H,WR,OFF,1,Lotzeir Brooks,SO,False,False
Alabama,WR-H,WR,OFF,2,Rico Scott,SO,False,True
Alabama,LT,OL,OFF,1,Jackson Lloyd,FR,False,True
Alabama,LT,OL,OFF,2,Jayvin James,JR,True,True
Alabama,LT,OL,OFF,3,Bryson Cooley,FR,False,False
Alabama,LG,OL,OFF,1,William Sanders,SO,False,True
Alabama,LG,OL,OFF,2,Nick Brooks,SO,True,False
Alabama,C,OL,OFF,1,Racin Delgatty,JR,True,True
Alabama,C,OL,OFF,2,Kaden Strayhorn,FR,True,True
Alabama,C,OL,OFF,3,Mal Waldrep Jr.,FR,False,True
Alabama,RG,OL,OFF,1,Ethan Fields,JR,True,True
Alabama,RG,OL,OFF,2,Casey Poe,SO,False,True
Alabama,RG,OL,OFF,3,Chris Booker,FR,False,False
Alabama,RT,OL,OFF,1,Michael Carroll,SO,False,False
Alabama,RT,OL,OFF,2,Ty Haywood,FR,True,True
Alabama,RT,OL,OFF,3,Jared Doughty,FR,False,False
Alabama,TE,TE,OFF,1,Kaleb Edwards,SO,False,False
Alabama,TE,TE,OFF,2,Jay Lindsey,SO,False,True
Alabama,TE,TE,OFF,3,Marshall Pritchett,SO,False,False
Alabama,QB,QB,OFF,1,Austin Mack,JR,True,True
Alabama,QB,QB,OFF,2,Keelon Russell,FR,False,True
Alabama,QB,QB,OFF,3,Jett Thomalla,FR,False,False
Alabama,RB,RB,OFF,1,Daniel Hill,SO,False,True
Alabama,RB,RB,OFF,2,Kevin Riley,SO,False,True
Alabama,RB,RB,OFF,3,AK Dear,FR,False,True
Alabama,DE,EDGE,DEF,1,Jah-Marien Latham,GR,False,False
Alabama,DE,EDGE,DEF,2,Devan Thompkins,SR,True,True
Alabama,DE,EDGE,DEF,3,Fatutoa Henry,SR,True,True
Alabama,NT,DT,DEF,1,London Simmons,SO,False,False
Alabama,NT,DT,DEF,2,Jeremiah Beaman,SO,False,True
Alabama,NT,DT,DEF,3,Isaia Faga,SO,False,True
Alabama,DT,DT,DEF,1,Kedrick Bingley-Jones,SR,True,True
Alabama,DT,DT,DEF,2,Edric Hill,JR,False,True
Alabama,DT,DT,DEF,3,Terrance Green,JR,True,True
Alabama,WOLF,EDGE,DEF,1,Yhonzae Pierre,JR,False,True
Alabama,WOLF,EDGE,DEF,2,Justin Hill,SO,False,False
Alabama,WOLF,EDGE,DEF,3,Desmond Umeozulu,SR,True,False
Alabama,STING,EDGE,DEF,1,Cayden Jones,JR,False,False
Alabama,STING,EDGE,DEF,2,Caleb Woodson,SR,True,False
Alabama,STING,EDGE,DEF,3,Xavier Griffin,FR,False,False
Alabama,MLB,LB,DEF,1,QB Reese,SO,False,True
Alabama,MLB,LB,DEF,2,Luke Metz,SO,False,False
Alabama,MLB,LB,DEF,3,Duke Johnson II,SO,False,False
Alabama,LCB,CB,DEF,1,Zabien Brown,JR,False,False
Alabama,LCB,CB,DEF,2,Chuck McDonald III,FR,False,True
Alabama,LCB,CB,DEF,3,Nick Sherman,JR,True,False
Alabama,SS,SAF,DEF,1,Bray Hubbard,SR,False,False
Alabama,SS,SAF,DEF,2,Ivan Taylor,SO,False,False
Alabama,SS,SAF,DEF,3,Jireh Edwards,FR,False,False
Alabama,FS,SAF,DEF,1,Keon Sabb,SR,True,True
Alabama,FS,SAF,DEF,2,Dre Kirkpatrick Jr.,SO,False,True
Alabama,RCB,CB,DEF,1,Dijon Lee Jr.,SO,False,False
Alabama,RCB,CB,DEF,2,Carmelo O'Neal,JR,True,False
Alabama,RCB,CB,DEF,3,Jorden Edmonds,FR,False,False
Alabama,HUSKY,CB,DEF,1,Red Morgan,JR,False,False
Alabama,HUSKY,CB,DEF,2,Zavier Mincey,JR,False,False
Alabama,HUSKY,CB,DEF,3,Rihyael Kelley,FR,False,False
App State,WR-X,WR,OFF,1,Sam Mbake,SR,True,True
App State,WR-X,WR,OFF,2,Chris Lofton,JR,True,True
App State,WR-X,WR,OFF,3,Zach Taylor,SO,True,True
App State,WR-Z,WR,OFF,1,Alex Sanchez,SO,False,False
App State,WR-Z,WR,OFF,2,Dazmin James,JR,True,True
App State,WR-Z,WR,OFF,3,Sam Pickett III,SO,True,False
App State,WR-SL,WR,OFF,1,Nate Branch,SO,True,True
App State,WR-SL,WR,OFF,2,Doopah Coleman,SO,False,False
App State,WR-SL,WR,OFF,3,Semaj Fleming,FR,True,True
App State,LT,OL,OFF,1,Devon Manuel,SR,True,True
App State,LT,OL,OFF,2,Kamron Burris,JR,True,True
App State,LG,OL,OFF,1,Cayden Sweatt,JR,False,True
App State,LG,OL,OFF,2,Danny Stevens,JR,False,True
App State,C,OL,OFF,1,Jayden Thomas,SO,True,True
App State,RG,OL,OFF,1,Trent Ramsey,SR,True,True
App State,RG,OL,OFF,2,Lance Williams,JR,True,True
App State,RT,OL,OFF,1,Tyriq Poindexter,SR,True,True
App State,RT,OL,OFF,2,Mac Walters,SR,True,True
App State,TE,TE,OFF,1,Dillon Galloway,SO,False,False
App State,TE,TE,OFF,2,Darrin Fugitt,SR,True,True
App State,TE,TE,OFF,3,Luke Douglas,SO,True,True
App State,QB,QB,OFF,1,Malachi Singleton,JR,True,True
App State,QB,QB,OFF,2,Henry Hasselbeck,SO,True,True
App State,QB,QB,OFF,3,Tommy Ulatowski,SR,True,True
App State,RB,RB,OFF,1,Jaquari Lewis,SO,False,False
App State,RB,RB,OFF,2,Kanye Roberts,SR,False,True
App State,RB,RB,OFF,3,Treyaun Webb,JR,True,True
App State,LDE,EDGE,DEF,1,Aiden Benton,JR,True,True
App State,LDE,EDGE,DEF,2,Caleb Pitts,SO,False,False
App State,NT,DT,DEF,1,Jehchys Brown,JR,True,True
App State,NT,DT,DEF,2,Ki'Shawn Harvey,JR,True,True
App State,DT,DT,DEF,1,Nick Campbell,SR,True,True
App State,DT,DT,DEF,2,Aaron Clark,SO,True,True
App State,DT,DT,DEF,3,Kaden Ellis,FR,False,True
App State,RDE,EDGE,DEF,1,Caleb Sandstrom,JR,True,True
App State,RDE,EDGE,DEF,2,Keaton Braddock,JR,True,False
App State,WLB,LB,DEF,1,Carson Sloan,JR,True,False
App State,WLB,LB,DEF,2,Kevin Henderson,JR,True,False
App State,WLB,LB,DEF,3,Bryant Junius,FR,False,False
App State,MLB,LB,DEF,1,Colton Phares,JR,False,True
App State,MLB,LB,DEF,2,Keshawn Thomas,SR,True,False
App State,MLB,LB,DEF,3,Alex Mitchell,SR,True,True
App State,LCB,CB,DEF,1,Juan Berchal,SO,False,False
App State,LCB,CB,DEF,2,Josh Williams,JR,True,True
App State,LCB,CB,DEF,3,Khalil Conley,SO,True,True
App State,SS,SAF,DEF,1,Eric Adams,JR,True,True
App State,SS,SAF,DEF,2,Kaleb Purdy,SR,True,True
App State,SS,SAF,DEF,3,Jakob Gude,SO,True,True
App State,FS,SAF,DEF,1,Dylan Hasz,SR,True,False
App State,FS,SAF,DEF,2,Cary Grant,SR,True,True
App State,FS,SAF,DEF,3,Devin Henderson,SO,True,True
App State,RCB,CB,DEF,1,Ja'Cari Henderson,SR,True,True
App State,RCB,CB,DEF,2,Ahmad Robinson,SR,True,True
App State,RCB,CB,DEF,3,Joe Reddish,JR,True,True
App State,NB,CB,DEF,1,Ja'Den McBurrows,SR,True,True
App State,NB,CB,DEF,2,Cam Fleming,JR,True,True
Arizona,WR-X,WR,OFF,1,Tre Spivey,JR,True,True
Arizona,WR-X,WR,OFF,2,Jordan Ross,JR,True,False
Arizona,WR-X,WR,OFF,3,Brandon Phelps,SO,False,True
Arizona,WR-Z,WR,OFF,1,Chris Hunter,SR,False,True
Arizona,WR-Z,WR,OFF,2,DJ Jordan,SO,True,True
Arizona,WR-Z,WR,OFF,3,R.J. Mosley,FR,False,False
Arizona,WR-SL,WR,OFF,1,Giovanni Richardson,SO,False,False
Arizona,WR-SL,WR,OFF,2,Rodney Gallagher III,SR,True,False
Arizona,WR-SL,WR,OFF,3,Isaiah Mizell,SO,False,False
Arizona,LT,OL,OFF,1,Matthew Lado,SO,False,True
Arizona,LT,OL,OFF,2,Jaxon Griffin,FR,False,True
Arizona,LG,OL,OFF,1,Rhino Tapa'atoutai,JR,False,True
Arizona,LG,OL,OFF,2,Jake Griffin,JR,True,True
Arizona,LG,OL,OFF,3,Javian Goo,FR,False,True
Arizona,C,OL,OFF,1,Zach Henning,JR,True,True
Arizona,C,OL,OFF,2,Grayson Stovall,SR,False,True
Arizona,C,OL,OFF,3,Keona Peat,JR,True,True
Arizona,RG,OL,OFF,1,Alexander Doost,JR,True,True
Arizona,RG,OL,OFF,2,Isaac Perez,SR,True,False
Arizona,RT,OL,OFF,1,Tristan Bounds,SR,True,True
Arizona,RT,OL,OFF,2,Louis Akpa,FR,False,True
Arizona,RT,OL,OFF,3,Nathan Hale,JR,True,True
Arizona,TE,TE,OFF,1,Cole Rusk,SR,True,True
Arizona,TE,TE,OFF,2,Tyler Powell,SR,False,True
Arizona,TE,TE,OFF,3,Arthur Ban,SO,True,True
Arizona,QB,QB,OFF,1,Noah Fifita,SR,False,True
Arizona,QB,QB,OFF,2,Sawyer Anderson,FR,False,True
Arizona,QB,QB,OFF,3,Luke Haugo,FR,False,True
Arizona,RB,RB,OFF,1,Kedrick Reescano,SR,True,False
Arizona,RB,RB,OFF,2,Quincy Craig,SR,True,True
Arizona,RB,RB,OFF,3,Antwan Roberts,SR,True,True
Arizona,DE,EDGE,DEF,1,Tre Smith,SR,True,True
Arizona,DE,EDGE,DEF,2,Dominic Lolesio,JR,False,True
Arizona,DE,EDGE,DEF,3,Kevin Moorer II,JR,True,False
Arizona,NT,DT,DEF,1,Leroy Palu,SR,True,False
Arizona,NT,DT,DEF,2,Zac Siulepa,JR,True,True
Arizona,NT,DT,DEF,3,Keytrin Harris,FR,False,False
Arizona,DT,DT,DEF,1,Mays Pese,SO,False,False
Arizona,DT,DT,DEF,2,Julian Savaiinaea,JR,False,True
Arizona,DT,DT,DEF,3,Ezra Funa,JR,True,True
Arizona,WLB,LB,DEF,1,Chase Kennedy,SR,True,True
Arizona,WLB,LB,DEF,2,Cooper Blomstrom,SR,True,False
Arizona,WLB,LB,DEF,3,Dash Fifita,FR,False,False
Arizona,MLB,LB,DEF,1,Taye Brown,SR,False,False
Arizona,MLB,LB,DEF,2,Myron Robinson,SO,False,False
Arizona,MLB,LB,DEF,3,Dominic Hanger,JR,False,True
Arizona,SLB,LB,DEF,1,Everett Roussaw Jr.,SR,True,False
Arizona,SLB,LB,DEF,2,Jabari Mann,SO,False,True
Arizona,SLB,LB,DEF,3,Coleman Patmon,SO,False,False
Arizona,LCB,CB,DEF,1,Tyrese Boss,SO,True,True
Arizona,LCB,CB,DEF,2,Zuri Watson,SO,True,True
Arizona,LCB,CB,DEF,3,Johno Price,JR,True,True
Arizona,SS,SAF,DEF,1,Malcolm Hartzog,SR,True,True
Arizona,SS,SAF,DEF,2,Lee Molette III,SR,True,True
Arizona,SS,SAF,DEF,3,Matai Tagoa'i,SO,True,False
Arizona,FS,SAF,DEF,1,Daylen Austin,JR,True,True
Arizona,FS,SAF,DEF,2,Cam Chapa,JR,True,False
Arizona,FS,SAF,DEF,3,Hannibal Navies II,FR,False,False
Arizona,RCB,CB,DEF,1,Jay'Vion Cole,SR,True,True
Arizona,RCB,CB,DEF,2,Dwight Bootle,JR,True,True
Arizona,RCB,CB,DEF,3,Xaier Hiler,FR,False,False
Arizona,NB,CB,DEF,1,Gavin Hunter,JR,False,True
Arizona,NB,CB,DEF,2,Dajon Hinton,FR,False,True
Arizona,NB,CB,DEF,3,Swayde Griffin,FR,False,True
Arizona State,WR-X,WR,OFF,1,Reed Harris,JR,True,True
Arizona State,WR-X,WR,OFF,2,Jalen Moss,SR,True,True
Arizona State,WR-X,WR,OFF,3,Uriah Neloms,FR,False,True
Arizona State,WR-Z,WR,OFF,1,Omarion Miller,SR,True,False
Arizona State,WR-Z,WR,OFF,2,Jaren Hamilton,JR,True,True
Arizona State,WR-Z,WR,OFF,3,Harry Hassmann,FR,False,True
Arizona State,WR-F,WR,OFF,1,Raiden Vines-Bright,SO,True,False
Arizona State,WR-F,WR,OFF,2,Derek Eusebio,JR,False,True
Arizona State,WR-F,WR,OFF,3,Cory Butler Jr.,FR,False,True
Arizona State,LT,OL,OFF,1,Jalen Klemm,SR,True,True
Arizona State,LT,OL,OFF,2,Champ Westbrooks,SO,False,True
Arizona State,LT,OL,OFF,3,Desean Bryant Jr.,FR,False,True
Arizona State,LG,OL,OFF,1,Maki Stewart,SO,False,False
Arizona State,LG,OL,OFF,2,Terrell Kim,SO,False,True
Arizona State,LG,OL,OFF,3,Brent Helton,SO,True,True
Arizona State,C,OL,OFF,1,Tana Alo-Tupuola,JR,True,False
Arizona State,C,OL,OFF,2,Makua Pule,JR,False,True
Arizona State,C,OL,OFF,3,Marques Uini,FR,False,False
Arizona State,RG,OL,OFF,1,Wade Helton,SO,True,True
Arizona State,RG,OL,OFF,2,Manamo'ui Muti,FR,False,True
Arizona State,RG,OL,OFF,3,Rob Lapuaho,FR,False,True
Arizona State,RT,OL,OFF,1,Luke Baklenko,SR,True,False
Arizona State,RT,OL,OFF,2,Jarmaine Mitchell,JR,True,False
Arizona State,RT,OL,OFF,3,Siosaia Lapuaho,JR,True,False
Arizona State,TE,TE,OFF,1,Khamari Anderson,SR,True,False
Arizona State,TE,TE,OFF,2,AJ Ia,SO,False,False
Arizona State,TE,TE,OFF,3,Anthony Miller,JR,True,True
Arizona State,QB,QB,OFF,1,Cutter Boley,SO,True,True
Arizona State,QB,QB,OFF,2,Mikey Keene,SR,True,True
Arizona State,QB,QB,OFF,3,Jake Fette,FR,False,False
Arizona State,RB,RB,OFF,1,Kyson Brown,SR,False,False
Arizona State,RB,RB,OFF,2,Demarius Robinson,SO,False,False
Arizona State,RB,RB,OFF,3,Jason Brown Jr.,SO,False,True
Arizona State,LDE,EDGE,DEF,1,Emar'rion Winston,SR,True,True
Arizona State,LDE,EDGE,DEF,2,Roman Pitre,SR,True,True
Arizona State,LDE,EDGE,DEF,3,Albert Smith III,SO,False,True
Arizona State,LDT,DT,DEF,1,C.J. Fite,SR,False,False
Arizona State,LDT,DT,DEF,2,Blazen Lono-Wong,SR,False,True
Arizona State,LDT,DT,DEF,3,Rashad McKenzie,SR,True,True
Arizona State,RDT,DT,DEF,1,Zac Swanson,SR,True,True
Arizona State,RDT,DT,DEF,2,MyKeil Gardner,JR,True,True
Arizona State,RDT,DT,DEF,3,Jeffrey Manns,JR,True,False
Arizona State,RDE,EDGE,DEF,1,Jalen Thompson,SR,True,False
Arizona State,RDE,EDGE,DEF,2,Clayton Smith,GR,True,False
Arizona State,RDE,EDGE,DEF,3,Julian Hugo,FR,False,False
Arizona State,WLB,LB,DEF,1,Martell Hughes,JR,False,False
Arizona State,WLB,LB,DEF,2,Zyrus Fiaseu,SR,True,True
Arizona State,WLB,LB,DEF,3,Ramere Davis,SO,True,True
Arizona State,MLB,LB,DEF,1,Owen Long,JR,True,False
Arizona State,MLB,LB,DEF,2,Prayer Young-Blackgoat,SO,False,True
Arizona State,MLB,LB,DEF,3,Isaiah Iosefa,SO,False,False
Arizona State,LCB,CB,DEF,1,Rodney Bimage Jr.,SO,False,True
Arizona State,LCB,CB,DEF,2,Caleb Chester,FR,True,True
Arizona State,LCB,CB,DEF,3,Daquwan Dunn,FR,False,True
Arizona State,SS,SAF,DEF,1,Lyrik Rawls,SR,True,True
Arizona State,SS,SAF,DEF,2,Antoine Belgrave-Shorter,SO,True,True
Arizona State,SS,SAF,DEF,3,Maurice Williams,JR,True,False
Arizona State,FS,SAF,DEF,1,Jessiah McGrew,SO,True,False
Arizona State,FS,SAF,DEF,2,Kyan McDonald,JR,False,False
Arizona State,FS,SAF,DEF,3,Ben Alefaio-Lilii,SO,False,False
Arizona State,RCB,CB,DEF,1,Ashton Stamps,JR,True,True
Arizona State,RCB,CB,DEF,2,Joseph Smith,SO,False,False
Arizona State,RCB,CB,DEF,3,Chance Rucker,JR,True,True
Arizona State,NB,CB,DEF,1,Adrian Wilson,JR,True,True
Arizona State,NB,CB,DEF,2,Montana Warren,JR,False,True
Arkansas,WR-X,WR,OFF,1,Chris Marshall,SR,True,True
Arkansas,WR-X,WR,OFF,2,Courtney Crutchfield,SO,True,True
Arkansas,WR-X,WR,OFF,3,Antonio Jordan,FR,False,True
Arkansas,WR-Z,WR,OFF,1,CJ Brown,JR,False,False
Arkansas,WR-Z,WR,OFF,2,Donovan Faupel,SR,True,False
Arkansas,WR-Z,WR,OFF,3,Jelani Watkins,SO,True,True
Arkansas,WR-SL,WR,OFF,1,Ismael Cisse,JR,True,True
Arkansas,WR-SL,WR,OFF,2,Jamari Hawkins,SR,True,True
Arkansas,WR-SL,WR,OFF,3,Dequane Prevo,FR,False,False
Arkansas,LT,OL,OFF,1,Kavion Broussard,SO,True,True
Arkansas,LT,OL,OFF,2,Terence Roberson Jr.,SO,True,True
Arkansas,LT,OL,OFF,3,Josiah Clemons,FR,True,True
Arkansas,LG,OL,OFF,1,Malachi Breland,JR,True,True
Arkansas,LG,OL,OFF,2,Alex Johnson,SO,False,True
Arkansas,C,OL,OFF,1,Caden Kitler,SR,True,True
Arkansas,C,OL,OFF,2,Kash Courtney,FR,False,True
Arkansas,C,OL,OFF,3,Carey Clayton,FR,False,False
Arkansas,RG,OL,OFF,1,Kobe Branham,SO,False,True
Arkansas,RG,OL,OFF,2,Brooks Edmonson,SR,False,True
Arkansas,RG,OL,OFF,3,Payton Parks-Smith,SR,True,True
Arkansas,RT,OL,OFF,1,Bryant Williams,SR,True,True
Arkansas,RT,OL,OFF,2,Adam Hawkes,SO,True,True
Arkansas,RT,OL,OFF,3,Jonas Nantze,SO,False,True
Arkansas,TE,TE,OFF,1,Jaden Platt,JR,True,True
Arkansas,TE,TE,OFF,2,Ty Lockwood,JR,True,True
Arkansas,TE,TE,OFF,3,Matt Adcock,SR,True,False
Arkansas,QB,QB,OFF,1,KJ Jackson,SO,False,True
Arkansas,QB,QB,OFF,2,AJ Hill,FR,True,True
Arkansas,QB,QB,OFF,3,Braeden Fuller,SR,True,True
Arkansas,RB,RB,OFF,1,Braylen Russell,JR,False,False
Arkansas,RB,RB,OFF,2,Sutton Smith,SR,True,True
Arkansas,RB,RB,OFF,3,Jasper Parker,SO,True,False
Arkansas,DE,EDGE,DEF,1,Quincy Rhodes Jr.,SR,False,False
Arkansas,DE,EDGE,DEF,2,Trajen Odom,FR,True,True
Arkansas,DE,EDGE,DEF,3,Caleb Bell,FR,False,True
Arkansas,NT,DT,DEF,1,David Oke,SR,True,True
Arkansas,NT,DT,DEF,2,Carlon Jones,SO,True,True
Arkansas,NT,DT,DEF,3,Danny Beale III,FR,False,False
Arkansas,DT,DT,DEF,1,Hunter Osborne,JR,True,True
Arkansas,DT,DT,DEF,2,Xadavien Sims,SO,True,True
Arkansas,DT,DT,DEF,3,Reginald Vaughn,FR,False,True
Arkansas,JACK,EDGE,DEF,1,Charlie Collins,JR,False,False
Arkansas,JACK,EDGE,DEF,2,Steven Soles Jr.,JR,True,False
Arkansas,JACK,EDGE,DEF,3,Jamonta Waller,SO,True,True
Arkansas,WLB,LB,DEF,1,Ja'Quavion Smith,JR,True,False
Arkansas,WLB,LB,DEF,2,Phoenix Jackson,SR,True,True
Arkansas,WLB,LB,DEF,3,Jeremy Evans,SR,True,True
Arkansas,MLB,LB,DEF,1,Bradley Shaw,JR,False,False
Arkansas,MLB,LB,DEF,2,Wyatt Simmons,SO,False,True
Arkansas,MLB,LB,DEF,3,Ben Bogle,SR,True,True
Arkansas,LCB,CB,DEF,1,Joker Johnson,JR,True,True
Arkansas,LCB,CB,DEF,2,Shelton Lewis,JR,True,True
Arkansas,LCB,CB,DEF,3,Brandon Ford,FR,False,False
Arkansas,SS,SAF,DEF,1,Miguel Mitchell,SR,True,True
Arkansas,SS,SAF,DEF,2,Kyeaure Magloire,SR,True,True
Arkansas,SS,SAF,DEF,3,Nsongbeh Ginyui,SO,True,False
Arkansas,FS,SAF,DEF,1,Christian Harrison,SR,True,True
Arkansas,FS,SAF,DEF,2,Ian Williams,SO,True,False
Arkansas,FS,SAF,DEF,3,Tay Lockett,FR,False,False
Arkansas,RCB,CB,DEF,1,La'khi Roland,JR,True,False
Arkansas,RCB,CB,DEF,2,DJ Hairston Jr.,SO,True,False
Arkansas,RCB,CB,DEF,3,Braydon Lee,SO,True,True
Arkansas,NB,CB,DEF,1,Khmori House,JR,True,False
