season,home_team,home_points,away_team,away_points
2014,Vanderbilt,7.0,Temple,37.0
2014,UConn,10.0,BYU,35.0
2014,UCF,24.0,Penn State,26.0
2014,Houston,7.0,UTSA,27.0
2014,Tulsa,38.0,Tulane,31.0
2014,Baylor,45.0,SMU,0.0
2014,South Carolina,33.0,East Carolina,23.0
2014,UCLA,42.0,Memphis,35.0
2014,North Texas,43.0,SMU,6.0
2014,South Florida,17.0,Maryland,24.0
2014,Temple,24.0,Navy,31.0
2014,Tulane,21.0,Georgia Tech,38.0
2014,Tulsa,7.0,Oklahoma,52.0
2014,BYU,33.0,Houston,25.0
2014,Cincinnati,58.0,Toledo,34.0
2014,Missouri,38.0,UCF,10.0
2014,UConn,21.0,Boise State,38.0
2014,Virginia Tech,21.0,East Carolina,28.0
2014,South Florida,17.0,NC State,49.0
2014,Florida Atlantic,50.0,Tulsa,21.0
2014,South Florida,17.0,UConn,14.0
2014,Cincinnati,31.0,Miami (OH),24.0
2014,East Carolina,70.0,North Carolina,41.0
2014,Memphis,36.0,Middle Tennessee,17.0
2014,SMU,6.0,Texas A&M,58.0
2014,Duke,47.0,Tulane,13.0
2014,Ohio State,50.0,Cincinnati,28.0
2014,UConn,10.0,Temple,36.0
2014,Ole Miss,24.0,Memphis,3.0
2014,SMU,0.0,TCU,56.0
2014,Wisconsin,27.0,South Florida,10.0
2014,Rutgers,31.0,Tulane,6.0
2014,Tulsa,34.0,Texas State,37.0
2014,Houston,12.0,UCF,17.0
2014,Cincinnati,14.0,Memphis,41.0
2014,East Carolina,45.0,SMU,24.0
2014,Colorado State,42.0,Tulsa,17.0
2014,UCF,31.0,BYU,24.0
2014,Miami,55.0,Cincinnati,34.0
2014,Tulane,12.0,UConn,3.0
2014,South Florida,17.0,East Carolina,28.0
2014,Memphis,24.0,Houston,28.0
2014,Temple,35.0,Tulsa,24.0
2014,UCF,20.0,Tulane,13.0
2014,SMU,3.0,Cincinnati,41.0
2014,Houston,31.0,Temple,10.0
2014,Tulsa,30.0,South Florida,38.0
2014,East Carolina,31.0,UConn,21.0
2014,Cincinnati,34.0,South Florida,17.0
2014,UCF,34.0,Temple,14.0
2014,SMU,10.0,Memphis,48.0
2014,Tulane,14.0,Cincinnati,38.0
2014,Memphis,40.0,Tulsa,20.0
2014,UConn,37.0,UCF,29.0
2014,Temple,20.0,East Carolina,10.0
2014,South Florida,3.0,Houston,27.0
2014,Army,35.0,UConn,21.0
2014,Houston,24.0,Tulane,31.0
2014,Tulsa,38.0,SMU,28.0
2014,UCF,31.0,Tulsa,7.0
2014,Cincinnati,54.0,East Carolina,46.0
2014,Tulane,7.0,Memphis,38.0
2014,SMU,13.0,South Florida,14.0
2014,Penn State,30.0,Temple,13.0
2014,UCF,53.0,SMU,7.0
2014,UConn,0.0,Cincinnati,41.0
2014,East Carolina,34.0,Tulane,6.0
2014,Houston,38.0,Tulsa,28.0
2014,Memphis,31.0,South Florida,20.0
2014,South Florida,0.0,UCF,16.0
2014,Tulsa,32.0,East Carolina,49.0
2014,SMU,9.0,Houston,35.0
2014,Temple,6.0,Cincinnati,14.0
2014,Memphis,41.0,UConn,10.0
2014,East Carolina,30.0,UCF,32.0
2014,Cincinnati,38.0,Houston,31.0
2014,UConn,20.0,SMU,27.0
2014,Tulane,3.0,Temple,10.0
2014,Massachusetts,7.0,Boston College,30.0
2014,Boston College,20.0,Pittsburgh,30.0
2014,Boston College,37.0,USC,31.0
2014,Boston College,21.0,Colorado State,24.0
2014,NC State,14.0,Boston College,30.0
2014,Boston College,13.0,Clemson,17.0
2014,Wake Forest,17.0,Boston College,23.0
2014,Virginia Tech,31.0,Boston College,33.0
2014,Boston College,19.0,Louisville,38.0
2014,Florida State,20.0,Boston College,17.0
2014,Boston College,28.0,Syracuse,7.0
2014,Georgia,45.0,Clemson,21.0
2014,Florida State,23.0,Clemson,17.0
2014,Clemson,50.0,North Carolina,35.0
2014,Clemson,41.0,NC State,0.0
2014,Clemson,23.0,Louisville,17.0
2014,Clemson,16.0,Syracuse,6.0
2014,Wake Forest,20.0,Clemson,34.0
2014,Georgia Tech,28.0,Clemson,6.0
2014,Clemson,28.0,Georgia State,0.0
2014,Clemson,35.0,South Carolina,17.0
2014,Troy,17.0,Duke,34.0
2014,Duke,41.0,Kansas,3.0
2014,Miami,22.0,Duke,10.0
2014,Georgia Tech,25.0,Duke,31.0
2014,Duke,20.0,Virginia,13.0
2014,Pittsburgh,48.0,Duke,51.0
2014,Syracuse,10.0,Duke,27.0
2014,Duke,16.0,Virginia Tech,17.0
2014,Duke,20.0,North Carolina,45.0
2014,Duke,41.0,Wake Forest,21.0
2014,Oklahoma State,31.0,Florida State,37.0
2014,NC State,41.0,Florida State,56.0
2014,Florida State,43.0,Wake Forest,3.0
2014,Syracuse,20.0,Florida State,38.0
2014,Florida State,31.0,Notre Dame,27.0
2014,Louisville,31.0,Florida State,42.0
2014,Florida State,34.0,Virginia,20.0
2014,Miami,26.0,Florida State,30.0
2014,Florida State,24.0,Florida,19.0
2014,Georgia Tech,42.0,Georgia Southern,38.0
2014,Virginia Tech,24.0,Georgia Tech,27.0
2014,North Carolina,48.0,Georgia Tech,43.0
2014,Pittsburgh,28.0,Georgia Tech,56.0
2014,Georgia Tech,35.0,Virginia,10.0
2014,NC State,23.0,Georgia Tech,56.0
2014,Georgia,24.0,Georgia Tech,30.0
2014,Virginia,23.0,Louisville,21.0
2014,Florida International,3.0,Louisville,34.0
2014,Syracuse,6.0,Louisville,28.0
2014,Notre Dame,28.0,Louisville,31.0
2014,Louisville,44.0,Kentucky,40.0
2014,Louisville,31.0,Miami,13.0
2014,Miami,41.0,Arkansas State,20.0
2014,Nebraska,41.0,Miami,31.0
2014,Georgia Tech,28.0,Miami,17.0
2014,Virginia Tech,6.0,Miami,30.0
2014,Miami,47.0,North Carolina,20.0
2014,Virginia,30.0,Miami,13.0
2014,Miami,23.0,Pittsburgh,35.0
2014,North Carolina,31.0,San Diego State,27.0
2014,North Carolina,17.0,Virginia Tech,34.0
2014,Notre Dame,50.0,North Carolina,43.0
2014,Virginia,27.0,North Carolina,28.0
2014,North Carolina,40.0,Pittsburgh,35.0
2014,North Carolina,7.0,NC State,35.0
2014,NC State,24.0,Georgia Southern,23.0
2014,NC State,46.0,Old Dominion,34.0
2014,Louisville,30.0,NC State,18.0
2014,Syracuse,17.0,NC State,24.0
2014,NC State,42.0,Wake Forest,13.0
2014,Florida International,25.0,Pittsburgh,42.0
2014,Pittsburgh,20.0,Iowa,24.0
2014,Pittsburgh,10.0,Akron,21.0
2014,Virginia,24.0,Pittsburgh,19.0
2014,Pittsburgh,21.0,Virginia Tech,16.0
2014,Pittsburgh,30.0,Syracuse,7.0
2014,Central Michigan,3.0,Syracuse,40.0
2014,Syracuse,20.0,Maryland,34.0
2014,Syracuse,15.0,Notre Dame,31.0
2014,Wake Forest,7.0,Syracuse,30.0
2014,Virginia,20.0,UCLA,28.0
2014,BYU,41.0,Virginia,33.0
2014,Virginia,45.0,Kent State,13.0
2014,Virginia Tech,24.0,Virginia,20.0
2014,Ohio State,21.0,Virginia Tech,35.0
2014,Virginia Tech,35.0,Western Michigan,17.0
2014,Wake Forest,6.0,Virginia Tech,3.0
2014,UL Monroe,17.0,Wake Forest,10.0
2014,Utah State,36.0,Wake Forest,24.0
2014,Wake Forest,24.0,Army,21.0
2014,Louisville,20.0,Wake Forest,10.0
2014,Oklahoma,48.0,Louisiana Tech,16.0
2014,Alabama,33.0,West Virginia,23.0
2014,Texas,38.0,North Texas,7.0
2014,Iowa State,28.0,Kansas State,32.0
2014,UTEP,26.0,Texas Tech,30.0
2014,Texas,7.0,BYU,41.0
2014,Texas,17.0,UCLA,20.0
2014,Maryland,37.0,West Virginia,40.0
2014,Oklahoma,34.0,Tennessee,10.0
2014,Texas Tech,28.0,Arkansas,49.0
2014,Iowa,17.0,Iowa State,20.0
2014,Oklahoma State,43.0,UTSA,13.0
2014,TCU,30.0,Minnesota,7.0
2014,Kansas State,14.0,Auburn,20.0
2014,Kansas,24.0,Central Michigan,10.0
2014,West Virginia,33.0,Oklahoma,45.0
2014,Oklahoma State,45.0,Texas Tech,35.0
2014,Iowa State,28.0,Baylor,49.0
2014,Kansas State,58.0,UTEP,28.0
2014,Kansas,0.0,Texas,23.0
2014,Oklahoma State,37.0,Iowa State,20.0
2014,Kansas State,45.0,Texas Tech,13.0
2014,Texas,7.0,Baylor,28.0
2014,West Virginia,33.0,Kansas,14.0
2014,TCU,37.0,Oklahoma,33.0
2014,Baylor,61.0,TCU,58.0
2014,Texas Tech,34.0,West Virginia,37.0
2014,Oklahoma,31.0,Texas,26.0
2014,Kansas,20.0,Oklahoma State,27.0
2014,Iowa State,37.0,Toledo,30.0
2014,Texas Tech,34.0,Kansas,21.0
2014,West Virginia,41.0,Baylor,27.0
2014,Texas,48.0,Iowa State,45.0
2014,TCU,42.0,Oklahoma State,9.0
2014,Oklahoma,30.0,Kansas State,31.0
2014,Kansas State,23.0,Texas,0.0
2014,Oklahoma State,10.0,West Virginia,34.0
2014,TCU,82.0,Texas Tech,27.0
2014,Texas Tech,13.0,Texas,34.0
2014,Kansas State,48.0,Oklahoma State,14.0
2014,Iowa State,14.0,Oklahoma,59.0
2014,Baylor,60.0,Kansas,14.0
2014,West Virginia,30.0,TCU,31.0
2014,TCU,41.0,Kansas State,20.0
2014,Kansas,34.0,Iowa State,14.0
2014,Oklahoma,14.0,Baylor,48.0
2014,Texas,33.0,West Virginia,16.0
2014,Texas Tech,30.0,Oklahoma,42.0
2014,Oklahoma State,7.0,Texas,28.0
2014,Kansas,30.0,TCU,34.0
2014,West Virginia,20.0,Kansas State,26.0
2014,Oklahoma,44.0,Kansas,7.0
2014,Iowa State,31.0,Texas Tech,34.0
2014,Baylor,49.0,Oklahoma State,28.0
2014,Texas,10.0,TCU,48.0
2014,Iowa State,24.0,West Virginia,37.0
2014,Texas Tech,46.0,Baylor,48.0
2014,Kansas State,51.0,Kansas,13.0
2014,Oklahoma,35.0,Oklahoma State,38.0
2014,TCU,55.0,Iowa State,3.0
2014,Baylor,38.0,Kansas State,27.0
2014,Illinois,42.0,Western Kentucky,34.0
2014,Washington,44.0,Illinois,19.0
2014,Illinois,42.0,Texas State,35.0
2014,Nebraska,45.0,Illinois,14.0
2014,Illinois,27.0,Purdue,38.0
2014,Wisconsin,38.0,Illinois,28.0
2014,Illinois,28.0,Minnesota,24.0
2014,Ohio State,55.0,Illinois,14.0
2014,Illinois,14.0,Iowa,30.0
2014,Illinois,16.0,Penn State,14.0
2014,Northwestern,33.0,Illinois,47.0
2014,Bowling Green,45.0,Indiana,42.0
2014,Missouri,27.0,Indiana,31.0
2014,Indiana,15.0,Maryland,37.0
2014,Indiana,49.0,North Texas,24.0
2014,Iowa,45.0,Indiana,29.0
2014,Indiana,17.0,Michigan State,56.0
2014,Michigan,34.0,Indiana,10.0
2014,Indiana,7.0,Penn State,13.0
2014,Rutgers,45.0,Indiana,23.0
2014,Ohio State,42.0,Indiana,27.0
2014,Indiana,23.0,Purdue,16.0
2014,Iowa,17.0,Ball State,13.0
2014,Purdue,10.0,Iowa,24.0
2014,Maryland,38.0,Iowa,31.0
2014,Iowa,48.0,Northwestern,7.0
2014,Minnesota,51.0,Iowa,14.0
2014,Iowa,24.0,Wisconsin,26.0
2014,Iowa,34.0,Nebraska,37.0
2014,Maryland,24.0,Ohio State,52.0
2014,Wisconsin,52.0,Maryland,7.0
2014,Penn State,19.0,Maryland,20.0
2014,Maryland,15.0,Michigan State,37.0
2014,Michigan,16.0,Maryland,23.0
2014,Maryland,38.0,Rutgers,41.0
2014,Michigan,52.0,App State,14.0
2014,Notre Dame,31.0,Michigan,0.0
2014,Michigan,34.0,Miami (OH),10.0
2014,Michigan,10.0,Utah,26.0
2014,Michigan,14.0,Minnesota,30.0
2014,Michigan,18.0,Penn State,13.0
2014,Michigan State,35.0,Michigan,11.0
2014,Northwestern,9.0,Michigan,10.0
2014,Ohio State,42.0,Michigan,28.0
2014,Oregon,46.0,Michigan State,27.0
2014,Michigan State,73.0,Eastern Michigan,14.0
2014,Michigan State,56.0,Wyoming,14.0
2014,Michigan State,27.0,Nebraska,22.0
2014,Purdue,31.0,Michigan State,45.0
2014,Michigan State,37.0,Ohio State,49.0
2014,Penn State,10.0,Michigan State,34.0
2014,Minnesota,35.0,Middle Tennessee,24.0
2014,Minnesota,24.0,San José State,7.0
2014,Minnesota,24.0,Northwestern,17.0
2014,Minnesota,39.0,Purdue,38.0
2014,Minnesota,24.0,Ohio State,31.0
2014,Nebraska,24.0,Minnesota,28.0
2014,Wisconsin,34.0,Minnesota,24.0
2014,Nebraska,55.0,Florida Atlantic,7.0
2014,Fresno State,19.0,Nebraska,55.0
2014,Northwestern,17.0,Nebraska,38.0
2014,Nebraska,42.0,Rutgers,24.0
2014,Nebraska,35.0,Purdue,14.0
2014,Wisconsin,59.0,Nebraska,24.0
2014,Northwestern,24.0,California,31.0
2014,Northwestern,15.0,Northern Illinois,23.0
2014,Penn State,6.0,Northwestern,29.0
2014,Northwestern,20.0,Wisconsin,14.0
2014,Notre Dame,40.0,Northwestern,43.0
2014,Purdue,14.0,Northwestern,38.0
2014,Navy,17.0,Ohio State,34.0
2014,Ohio State,66.0,Kent State,0.0
2014,Ohio State,56.0,Rutgers,17.0
2014,Penn State,24.0,Ohio State,31.0
2014,Penn State,21.0,Akron,3.0
2014,Penn State,48.0,Massachusetts,7.0
2014,Purdue,43.0,Western Michigan,34.0
2014,Purdue,17.0,Central Michigan,38.0
2014,Notre Dame,30.0,Purdue,14.0
2014,Purdue,16.0,Wisconsin,34.0
2014,Washington State,38.0,Rutgers,41.0
2014,Rutgers,10.0,Penn State,13.0
2014,Navy,24.0,Rutgers,31.0
2014,Rutgers,26.0,Michigan,24.0
2014,Rutgers,0.0,Wisconsin,37.0
2014,Michigan State,45.0,Rutgers,3.0
2014,LSU,28.0,Wisconsin,24.0
2014,Wisconsin,68.0,Bowling Green,17.0
2014,Western Kentucky,59.0,Bowling Green,31.0
2014,Miami (OH),27.0,Marshall,42.0
2014,Notre Dame,48.0,Rice,17.0
2014,Mississippi State,49.0,Southern Miss,0.0
2014,UAB,48.0,Troy,10.0
2014,New Mexico,24.0,UTEP,31.0
2014,Alabama,41.0,Florida Atlantic,0.0
2014,Louisiana,20.0,Louisiana Tech,48.0
2014,Mississippi State,47.0,UAB,34.0
2014,UTSA,23.0,Arizona,26.0
2014,Marshall,44.0,Ohio,14.0
2014,Middle Tennessee,50.0,Western Kentucky,47.0
2014,North Texas,21.0,Louisiana Tech,42.0
2014,Old Dominion,17.0,Eastern Michigan,3.0
2014,Texas A&M,38.0,Rice,10.0
2014,Alabama,52.0,Southern Miss,12.0
2014,UTEP,42.0,New Mexico State,24.0
2014,Wyoming,20.0,Florida Atlantic,19.0
2014,Akron,17.0,Marshall,48.0
2014,Rice,42.0,Old Dominion,45.0
2014,Southern Miss,21.0,App State,20.0
2014,UAB,20.0,Florida International,34.0
2014,Florida Atlantic,41.0,UTSA,37.0
2014,Auburn,45.0,Louisiana Tech,17.0
2014,Old Dominion,28.0,Middle Tennessee,41.0
2014,Southern Miss,23.0,Rice,41.0
2014,Navy,27.0,Western Kentucky,36.0
2014,Florida International,38.0,Florida Atlantic,10.0
2014,Louisiana Tech,55.0,UTEP,3.0
2014,Old Dominion,14.0,Marshall,56.0
2014,Middle Tennessee,37.0,Southern Miss,31.0
2014,Western Kentucky,39.0,UAB,42.0
2014,UTSA,9.0,New Mexico,21.0
2014,UTSA,16.0,Florida International,13.0
2014,Marshall,49.0,Middle Tennessee,24.0
2014,UAB,56.0,North Texas,21.0
2014,UTEP,42.0,Old Dominion,35.0
2014,Army,21.0,Rice,41.0
2014,Florida International,13.0,Marshall,45.0
2014,Florida Atlantic,45.0,Western Kentucky,38.0
2014,Louisiana Tech,27.0,UTSA,20.0
2014,Middle Tennessee,34.0,UAB,22.0
2014,North Texas,20.0,Southern Miss,30.0
2014,Marshall,35.0,Florida Atlantic,16.0
2014,Southern Miss,20.0,Louisiana Tech,31.0
2014,Rice,41.0,North Texas,21.0
2014,Western Kentucky,66.0,Old Dominion,51.0
2014,Arkansas,45.0,UAB,17.0
2014,UTSA,0.0,UTEP,34.0
2014,Florida International,17.0,Rice,31.0
2014,Florida Atlantic,28.0,UAB,31.0
2014,Louisiana Tech,59.0,Western Kentucky,10.0
2014,Middle Tennessee,7.0,BYU,27.0
2014,Vanderbilt,42.0,Old Dominion,28.0
2014,UTEP,35.0,Southern Miss,14.0
2014,Old Dominion,38.0,Florida International,35.0
2014,North Texas,31.0,Florida Atlantic,10.0
2014,UAB,24.0,Louisiana Tech,40.0
2014,Southern Miss,17.0,Marshall,63.0
2014,Rice,17.0,UTSA,7.0
2014,Western Kentucky,35.0,UTEP,27.0
2014,Florida International,38.0,Middle Tennessee,28.0
2014,Marshall,41.0,Rice,14.0
2014,UTEP,35.0,North Texas,17.0
2014,UTSA,12.0,Southern Miss,10.0
2014,Western Kentucky,52.0,Army,24.0
2014,Rice,31.0,UTEP,13.0
2014,North Texas,17.0,Florida International,14.0
2014,Middle Tennessee,35.0,Florida Atlantic,34.0
2014,Old Dominion,30.0,Louisiana Tech,27.0
2014,UAB,18.0,Marshall,23.0
2014,Western Kentucky,45.0,UTSA,7.0
2014,Marshall,66.0,Western Kentucky,67.0
2014,Florida Atlantic,28.0,Old Dominion,31.0
2014,Louisiana Tech,76.0,Rice,31.0
2014,UTEP,24.0,Middle Tennessee,21.0
2014,UTSA,34.0,North Texas,27.0
2014,Southern Miss,24.0,UAB,45.0
2014,Kent State,14.0,Ohio,17.0
2014,Army,47.0,Buffalo,39.0
2014,Massachusetts,38.0,Colorado,41.0
2014,Florida,65.0,Eastern Michigan,0.0
2014,Toledo,24.0,Missouri,49.0
2014,Kentucky,20.0,Ohio,3.0
2014,Kent State,13.0,South Alabama,23.0
2014,Buffalo,21.0,Baylor,63.0
2014,UNLV,34.0,Northern Illinois,48.0
2014,Vanderbilt,34.0,Massachusetts,31.0
2014,Idaho,33.0,Western Michigan,45.0
2014,Toledo,34.0,Ball State,23.0
2014,Ohio,36.0,Idaho,24.0
2014,Arkansas,52.0,Northern Illinois,14.0
2014,Massachusetts,42.0,Bowling Green,47.0
2014,Toledo,42.0,Central Michigan,28.0
2014,Buffalo,35.0,Miami (OH),27.0
2014,Army,33.0,Ball State,24.0
2014,Bowling Green,36.0,Buffalo,35.0
2014,Akron,31.0,Eastern Michigan,6.0
2014,Northern Illinois,17.0,Kent State,14.0
2014,Central Michigan,28.0,Ohio,10.0
2014,Western Michigan,19.0,Toledo,20.0
2014,Miami (OH),42.0,Massachusetts,41.0
2014,Ohio,13.0,Bowling Green,31.0
2014,Eastern Michigan,37.0,Buffalo,27.0
2014,Northern Illinois,17.0,Central Michigan,34.0
2014,Akron,29.0,Miami (OH),19.0
2014,Kent State,17.0,Massachusetts,40.0
2014,Ball State,38.0,Western Michigan,42.0
2014,Ohio,23.0,Akron,20.0
2014,Kent State,39.0,Army,17.0
2014,Central Michigan,29.0,Ball State,32.0
2014,Massachusetts,36.0,Eastern Michigan,14.0
2014,Northern Illinois,51.0,Miami (OH),41.0
2014,Bowling Green,14.0,Western Michigan,26.0
2014,Ball State,35.0,Akron,21.0
2014,Buffalo,14.0,Central Michigan,20.0
2014,Miami (OH),10.0,Kent State,3.0
2014,Eastern Michigan,17.0,Northern Illinois,28.0
2014,Western Michigan,42.0,Ohio,21.0
2014,Toledo,42.0,Massachusetts,35.0
2014,Eastern Michigan,7.0,Central Michigan,38.0
2014,Miami (OH),10.0,Western Michigan,41.0
2014,Akron,10.0,Bowling Green,27.0
2014,Kent State,20.0,Toledo,30.0
2014,Ohio,37.0,Buffalo,14.0
2014,Ball State,21.0,Northern Illinois,35.0
2014,Buffalo,55.0,Akron,24.0
2014,Northern Illinois,27.0,Toledo,24.0
2014,Massachusetts,24.0,Ball State,10.0
2014,Bowling Green,30.0,Kent State,20.0
2014,Western Michigan,51.0,Eastern Michigan,7.0
2014,Central Michigan,34.0,Miami (OH),27.0
2014,Ohio,14.0,Northern Illinois,21.0
2014,Akron,30.0,Massachusetts,6.0
2014,Toledo,27.0,Bowling Green,20.0
2014,Ball State,45.0,Eastern Michigan,30.0
2014,Central Michigan,20.0,Western Michigan,32.0
2014,Kent State,27.0,Akron,24.0
2014,Miami (OH),21.0,Ohio,24.0
2014,Bowling Green,24.0,Ball State,41.0
2014,Massachusetts,21.0,Buffalo,41.0
2014,Western Michigan,21.0,Northern Illinois,31.0
2014,Eastern Michigan,16.0,Toledo,52.0
2014,Ole Miss,35.0,Boise State,13.0
2014,Colorado,17.0,Colorado State,31.0
2014,USC,52.0,Fresno State,13.0
2014,Hawai'i,16.0,Washington,17.0
2014,Arizona,58.0,UNLV,13.0
2014,Tennessee,38.0,Utah State,7.0
2014,Wyoming,17.0,Air Force,13.0
2014,Boise State,37.0,Colorado State,24.0
2014,Utah,59.0,Fresno State,27.0
2014,Hawai'i,30.0,Oregon State,38.0
2014,Nevada,24.0,Washington State,13.0
2014,New Mexico,23.0,Arizona State,58.0
2014,Auburn,59.0,San José State,13.0
2014,Georgia State,38.0,Air Force,48.0
2014,Arizona,35.0,Nevada,28.0
2014,Oregon,48.0,Wyoming,14.0
2014,Boise State,34.0,Louisiana,9.0
2014,Colorado,21.0,Hawai'i,12.0
2014,New Mexico State,35.0,New Mexico,38.0
2014,Oregon State,28.0,San Diego State,7.0
2014,Air Force,28.0,Boise State,14.0
2014,New Mexico,24.0,Fresno State,35.0
2014,San José State,10.0,Nevada,21.0
2014,San Diego State,34.0,UNLV,17.0
2014,Arkansas State,21.0,Utah State,14.0
2014,BYU,20.0,Utah State,35.0
2014,Air Force,30.0,Navy,21.0
2014,Nevada,46.0,Boise State,51.0
2014,Fresno State,24.0,San Diego State,13.0
2014,Rice,28.0,Hawai'i,14.0
2014,San José State,33.0,UNLV,10.0
2014,Utah State,34.0,Air Force,16.0
2014,Nevada,24.0,Colorado State,31.0
2014,UNLV,30.0,Fresno State,27.0
2014,Hawai'i,38.0,Wyoming,28.0
2014,New Mexico,14.0,San Diego State,24.0
2014,Air Force,35.0,New Mexico,31.0
2014,Boise State,37.0,Fresno State,27.0
2014,Colorado State,16.0,Utah State,13.0
2014,San Diego State,20.0,Hawai'i,10.0
2014,BYU,35.0,Nevada,42.0
2014,Wyoming,20.0,San José State,27.0
2014,Boise State,55.0,BYU,30.0
2014,Colorado State,45.0,Wyoming,31.0
2014,Hawai'i,18.0,Nevada,26.0
2014,Navy,41.0,San José State,31.0
2014,Utah State,34.0,UNLV,20.0
2014,Army,6.0,Air Force,23.0
2014,San José State,31.0,Colorado State,38.0
2014,Fresno State,17.0,Wyoming,45.0
2014,Hawai'i,14.0,Utah State,35.0
2014,Nevada,30.0,San Diego State,14.0
2014,UNLV,28.0,New Mexico,31.0
2014,UNLV,21.0,Air Force,48.0
2014,New Mexico,49.0,Boise State,60.0
2014,Colorado State,49.0,Hawai'i,22.0
2014,Fresno State,38.0,San José State,24.0
2014,San Diego State,35.0,Idaho,21.0
2014,Wyoming,3.0,Utah State,20.0
2014,Air Force,45.0,Nevada,38.0
2014,Boise State,38.0,San Diego State,29.0
2014,San José State,0.0,Hawai'i,13.0
2014,Utah State,28.0,New Mexico,21.0
2014,BYU,42.0,UNLV,23.0
2014,San Diego State,30.0,Air Force,14.0
2014,Wyoming,14.0,Boise State,63.0
2014,Colorado State,58.0,New Mexico,20.0
2014,Nevada,20.0,Fresno State,40.0
2014,Hawai'i,37.0,UNLV,35.0
2014,Utah State,41.0,San José State,7.0
2014,Air Force,27.0,Colorado State,24.0
2014,Boise State,50.0,Utah State,19.0
2014,Fresno State,28.0,Hawai'i,21.0
2014,UNLV,27.0,Nevada,49.0
2014,New Mexico,36.0,Wyoming,30.0
2014,San Diego State,38.0,San José State,7.0
2014,Stanford,10.0,USC,13.0
2014,Colorado,24.0,Arizona State,38.0
2014,Stanford,35.0,Army,0.0
2014,Arizona,49.0,California,45.0
2014,Washington State,31.0,Oregon,38.0
2014,Washington,45.0,Georgia State,14.0
2014,Arizona State,27.0,UCLA,62.0
2014,USC,35.0,Oregon State,10.0
2014,California,59.0,Colorado,56.0
2014,Utah,27.0,Washington State,28.0
2014,Washington,13.0,Stanford,20.0
2014,Oregon,24.0,Arizona,31.0
2014,USC,34.0,Arizona State,38.0
2014,UCLA,28.0,Utah,30.0
2014,Colorado,31.0,Oregon State,36.0
2014,Washington State,59.0,California,60.0
2014,Notre Dame,17.0,Stanford,14.0
2014,Stanford,34.0,Washington State,17.0
2014,Arizona,26.0,USC,28.0
2014,UCLA,30.0,Oregon,42.0
2014,California,7.0,Washington,31.0
2014,Oregon State,23.0,Utah,29.0
2014,Arizona State,26.0,Stanford,10.0
2014,USC,56.0,Colorado,28.0
2014,California,34.0,UCLA,36.0
2014,Oregon,45.0,Washington,20.0
2014,California,41.0,Oregon,59.0
2014,Washington State,37.0,Arizona,59.0
2014,Washington,10.0,Arizona State,24.0
2014,Utah,24.0,USC,21.0
2014,Stanford,38.0,Oregon State,14.0
2014,Colorado,37.0,UCLA,40.0
2014,UCLA,17.0,Arizona,7.0
2014,Arizona State,19.0,Utah,16.0
2014,Washington State,17.0,USC,44.0
2014,Colorado,23.0,Washington,38.0
2014,Oregon,45.0,Stanford,16.0
2014,Oregon State,31.0,California,45.0
2014,Arizona,38.0,Colorado,20.0
2014,Arizona State,55.0,Notre Dame,31.0
2014,Washington,30.0,UCLA,44.0
2014,Utah,27.0,Oregon,51.0
2014,Oregon State,32.0,Washington State,39.0
2014,USC,38.0,California,30.0
2014,Arizona,27.0,Washington,26.0
2014,Oregon State,35.0,Arizona State,27.0
2014,Stanford,17.0,Utah,20.0
2014,Utah,10.0,Arizona,42.0
2014,Arizona State,52.0,Washington State,31.0
2014,UCLA,38.0,USC,20.0
2014,Oregon,44.0,Colorado,10.0
2014,Washington,37.0,Oregon State,13.0
2014,California,17.0,Stanford,38.0
2014,Arizona,42.0,Arizona State,35.0
2014,UCLA,10.0,Stanford,31.0
2014,USC,49.0,Notre Dame,14.0
2014,Colorado,34.0,Utah,38.0
2014,Oregon State,19.0,Oregon,47.0
2014,Washington State,13.0,Washington,31.0
2014,California,35.0,BYU,42.0
2014,Alabama,55.0,Auburn,44.0
2014,Ole Miss,31.0,Mississippi State,17.0
2014,Missouri,21.0,Arkansas,14.0
2014,Vanderbilt,17.0,Tennessee,24.0
2014,Texas A&M,17.0,LSU,23.0
2014,Arkansas,30.0,Ole Miss,0.0
2014,South Carolina,37.0,South Alabama,12.0
2014,Tennessee,21.0,Missouri,29.0
2014,Mississippi State,51.0,Vanderbilt,0.0
2014,Arkansas,17.0,LSU,0.0
2014,Georgia,34.0,Auburn,7.0
2014,Alabama,25.0,Mississippi State,20.0
2014,Florida,20.0,South Carolina,23.0
2014,Tennessee,50.0,Kentucky,16.0
2014,Texas A&M,27.0,Missouri,34.0
2014,LSU,13.0,Alabama,20.0
2014,Kentucky,31.0,Georgia,63.0
2014,Auburn,38.0,Texas A&M,41.0
2014,Vanderbilt,10.0,Florida,34.0
2014,Georgia,20.0,Florida,38.0
2014,Ole Miss,31.0,Auburn,35.0
2014,Mississippi State,17.0,Arkansas,10.0
2014,Missouri,20.0,Kentucky,10.0
2014,South Carolina,42.0,Tennessee,45.0
2014,Texas A&M,21.0,UL Monroe,16.0
2014,LSU,10.0,Ole Miss,7.0
2014,Kentucky,31.0,Mississippi State,45.0
2014,Auburn,42.0,South Carolina,35.0
2014,Tennessee,20.0,Alabama,34.0
2014,Missouri,24.0,Vanderbilt,14.0
2014,Arkansas,32.0,Georgia,45.0
