season,home_team,home_points,away_team,away_points
2019,Buffalo,20.0,Ohio,21.0
2019,Toledo,31.0,Western Michigan,24.0
2019,Eastern Michigan,23.0,Ball State,29.0
2019,Akron,3.0,Kent State,26.0
2019,Western Michigan,38.0,Miami (OH),16.0
2019,Ohio,36.0,Northern Illinois,39.0
2019,Bowling Green,20.0,Toledo,7.0
2019,Akron,0.0,Buffalo,21.0
2019,Bowling Green,20.0,Central Michigan,38.0
2019,Ohio,45.0,Kent State,38.0
2019,Miami (OH),27.0,Northern Illinois,24.0
2019,Ball State,52.0,Toledo,14.0
2019,Eastern Michigan,34.0,Western Michigan,27.0
2019,Northern Illinois,49.0,Akron,0.0
2019,Western Michigan,49.0,Bowling Green,10.0
2019,Buffalo,43.0,Central Michigan,20.0
2019,Toledo,37.0,Eastern Michigan,34.0
2019,Kent State,16.0,Miami (OH),23.0
2019,Ball State,21.0,Ohio,34.0
2019,Bowling Green,35.0,Akron,6.0
2019,Eastern Michigan,14.0,Buffalo,43.0
2019,Central Michigan,48.0,Northern Illinois,10.0
2019,Western Michigan,35.0,Ball State,31.0
2019,Toledo,35.0,Kent State,33.0
2019,Ohio,21.0,Miami (OH),24.0
2019,Akron,14.0,Eastern Michigan,42.0
2019,Ohio,34.0,Western Michigan,37.0
2019,Miami (OH),44.0,Bowling Green,3.0
2019,Toledo,28.0,Northern Illinois,31.0
2019,Kent State,30.0,Buffalo,27.0
2019,Ball State,44.0,Central Michigan,45.0
2019,Northern Illinois,17.0,Eastern Michigan,45.0
2019,Bowling Green,24.0,Ohio,66.0
2019,Miami (OH),20.0,Akron,17.0
2019,Buffalo,49.0,Toledo,30.0
2019,Kent State,41.0,Ball State,38.0
2019,Akron,3.0,Ohio,52.0
2019,Northern Illinois,17.0,Western Michigan,14.0
2019,Buffalo,49.0,Bowling Green,7.0
2019,Eastern Michigan,26.0,Kent State,34.0
2019,Ball State,41.0,Miami (OH),27.0
2019,Central Michigan,49.0,Toledo,7.0
2019,Texas State,37.0,Georgia State,34.0
2019,App State,56.0,Coastal Carolina,37.0
2019,Troy,43.0,Arkansas State,50.0
2019,Georgia Southern,24.0,Louisiana,37.0
2019,UL Monroe,30.0,South Alabama,17.0
2019,South Alabama,17.0,Georgia Southern,20.0
2019,Georgia State,52.0,Arkansas State,38.0
2019,Louisiana,7.0,App State,17.0
2019,Texas State,14.0,UL Monroe,24.0
2019,Coastal Carolina,21.0,Georgia State,31.0
2019,Troy,37.0,South Alabama,13.0
2019,Arkansas State,20.0,Louisiana,37.0
2019,App State,52.0,UL Monroe,7.0
2019,Georgia Southern,30.0,Coastal Carolina,27.0
2019,South Alabama,3.0,App State,30.0
2019,Arkansas State,38.0,Texas State,14.0
2019,Georgia State,52.0,Troy,33.0
2019,App State,21.0,Georgia Southern,24.0
2019,UL Monroe,41.0,Arkansas State,48.0
2019,Coastal Carolina,36.0,Troy,35.0
2019,Louisiana,31.0,Texas State,3.0
2019,Coastal Carolina,7.0,Louisiana,48.0
2019,Troy,49.0,Georgia Southern,28.0
2019,UL Monroe,45.0,Georgia State,31.0
2019,Texas State,30.0,South Alabama,28.0
2019,Georgia State,27.0,App State,56.0
2019,Arkansas State,28.0,Coastal Carolina,27.0
2019,Georgia Southern,51.0,UL Monroe,29.0
2019,South Alabama,27.0,Louisiana,37.0
2019,Texas State,27.0,Troy,63.0
2019,App State,35.0,Texas State,13.0
2019,Arkansas State,38.0,Georgia Southern,33.0
2019,UL Monroe,45.0,Coastal Carolina,42.0
2019,Georgia State,28.0,South Alabama,15.0
2019,Louisiana,53.0,Troy,3.0
2019,Troy,13.0,App State,48.0
2019,South Alabama,34.0,Arkansas State,30.0
2019,Coastal Carolina,24.0,Texas State,21.0
2019,Georgia Southern,38.0,Georgia State,10.0
2019,Louisiana,31.0,UL Monroe,30.0
2019,Oregon,37.0,Utah,15.0
2019,Oklahoma,30.0,Baylor,23.0
2019,Clemson,62.0,Virginia,17.0
2019,Memphis,29.0,Cincinnati,24.0
2019,Boise State,31.0,Hawai'i,10.0
2019,Florida Atlantic,49.0,UAB,6.0
2019,LSU,37.0,Georgia,10.0
2019,Central Michigan,21.0,Miami (OH),26.0
2019,Wisconsin,21.0,Ohio State,34.0
2019,App State,45.0,Louisiana,38.0
2019,Charlotte,9.0,Buffalo,31.0
2019,Kent State,51.0,Utah State,41.0
2019,San Diego State,48.0,Central Michigan,11.0
2019,Florida Atlantic,52.0,SMU,28.0
2019,Arkansas State,34.0,Florida International,26.0
2019,Washington,38.0,Boise State,7.0
2019,UAB,17.0,App State,31.0
2019,Marshall,25.0,UCF,48.0
2019,BYU,34.0,Hawai'i,38.0
2019,Miami,0.0,Louisiana Tech,14.0
2019,Eastern Michigan,30.0,Pittsburgh,34.0
2019,Temple,13.0,North Carolina,55.0
2019,Wake Forest,21.0,Michigan State,27.0
2019,Texas A&M,24.0,Oklahoma State,21.0
2019,Washington State,21.0,Air Force,31.0
2019,Iowa State,9.0,Notre Dame,33.0
2019,Penn State,53.0,Memphis,39.0
2019,LSU,63.0,Oklahoma,28.0
2019,Ohio State,23.0,Clemson,29.0
2019,Western Michigan,20.0,Western Kentucky,23.0
2019,Louisville,38.0,Mississippi State,28.0
2019,Virginia,28.0,Florida,36.0
2019,Kentucky,37.0,Virginia Tech,30.0
2019,Kansas State,17.0,Navy,20.0
2019,Texas,38.0,Utah,10.0
2019,Alabama,35.0,Michigan,16.0
2019,Auburn,24.0,Minnesota,31.0
2019,Wisconsin,27.0,Oregon,28.0
2019,Baylor,14.0,Georgia,26.0
2019,Cincinnati,38.0,Boston College,6.0
2019,Tennessee,23.0,Indiana,22.0
2019,Nevada,21.0,Ohio,30.0
2019,Tulane,30.0,Southern Miss,13.0
2019,Miami (OH),17.0,Louisiana,27.0
2019,LSU,42.0,Clemson,25.0
2019,Iowa,49.0,USC,24.0
2019,Illinois,20.0,California,35.0
2019,Arizona State,20.0,Florida State,14.0
2019,Georgia Southern,16.0,Liberty,23.0
2019,Georgia State,17.0,Wyoming,38.0
2019,New Mexico,22.0,Air Force,44.0
2021,Miami,13.0,Alabama,44.0
2021,Arkansas,38.0,Rice,17.0
2021,Auburn,60.0,Akron,10.0
2021,Florida,35.0,Florida Atlantic,14.0
2021,Clemson,3.0,Georgia,10.0
2021,Kentucky,45.0,UL Monroe,10.0
2021,UCLA,38.0,LSU,27.0
2021,Mississippi State,35.0,Louisiana Tech,34.0
2021,Missouri,34.0,Central Michigan,24.0
2021,Tennessee,38.0,Bowling Green,6.0
2021,New Mexico State,3.0,UTEP,30.0
2021,Charlotte,31.0,Duke,28.0
2021,Texas A&M,41.0,Kent State,10.0
2021,Ole Miss,43.0,Louisville,24.0
2021,Arkansas,40.0,Texas,21.0
2021,South Florida,20.0,Florida,42.0
2021,Georgia,56.0,UAB,7.0
2021,Kentucky,35.0,Missouri,28.0
2021,Mississippi State,24.0,NC State,10.0
2021,East Carolina,17.0,South Carolina,20.0
2021,Tennessee,34.0,Pittsburgh,41.0
2021,Colorado,7.0,Texas A&M,10.0
2021,Colorado State,21.0,Vanderbilt,24.0
2021,Arkansas,45.0,Georgia Southern,10.0
2021,Penn State,28.0,Auburn,20.0
2021,Florida,29.0,Alabama,31.0
2021,Georgia,40.0,South Carolina,13.0
2021,LSU,49.0,Central Michigan,21.0
2021,Ole Miss,61.0,Tulane,21.0
2021,Memphis,31.0,Mississippi State,29.0
2021,Texas A&M,34.0,New Mexico,0.0
2021,Vanderbilt,23.0,Stanford,41.0
2021,Alabama,63.0,Southern Miss,14.0
2021,Arkansas,20.0,Texas A&M,10.0
2021,Auburn,34.0,Georgia State,24.0
2021,Florida,38.0,Tennessee,14.0
2021,Mississippi State,25.0,LSU,28.0
2021,Boston College,41.0,Missouri,34.0
2021,South Carolina,10.0,Kentucky,16.0
2021,Vanderbilt,0.0,Georgia,62.0
2021,Alabama,42.0,Ole Miss,21.0
2021,Georgia,37.0,Arkansas,0.0
2021,Kentucky,20.0,Florida,13.0
2021,LSU,19.0,Auburn,24.0
2021,Missouri,24.0,Tennessee,62.0
2021,South Carolina,23.0,Troy,14.0
2021,Texas A&M,22.0,Mississippi State,26.0
2021,Vanderbilt,30.0,UConn,28.0
2021,Auburn,10.0,Georgia,34.0
2021,Florida,42.0,Vanderbilt,0.0
2021,Kentucky,42.0,LSU,21.0
2021,Ole Miss,52.0,Arkansas,51.0
2021,Missouri,48.0,North Texas,35.0
2021,Tennessee,45.0,South Carolina,20.0
2021,Texas A&M,41.0,Alabama,38.0
2021,Arkansas,23.0,Auburn,38.0
2021,Georgia,30.0,Kentucky,13.0
2021,LSU,49.0,Florida,42.0
2021,Mississippi State,9.0,Alabama,49.0
2021,Missouri,14.0,Texas A&M,35.0
2021,South Carolina,21.0,Vanderbilt,20.0
2021,Tennessee,26.0,Ole Miss,31.0
2021,Alabama,52.0,Tennessee,24.0
2021,Ole Miss,31.0,LSU,17.0
2021,Texas A&M,44.0,South Carolina,14.0
2021,Vanderbilt,6.0,Mississippi State,45.0
2021,Auburn,31.0,Ole Miss,20.0
2021,Florida,7.0,Georgia,34.0
2021,Mississippi State,31.0,Kentucky,17.0
2021,Vanderbilt,28.0,Missouri,37.0
2021,Alabama,20.0,LSU,14.0
2021,Arkansas,31.0,Mississippi State,28.0
2021,Georgia,43.0,Missouri,6.0
2021,Kentucky,42.0,Tennessee,45.0
2021,Ole Miss,27.0,Liberty,14.0
2021,South Carolina,40.0,Florida,17.0
2021,Texas A&M,20.0,Auburn,3.0
2021,Alabama,59.0,New Mexico State,3.0
2021,Auburn,34.0,Mississippi State,43.0
2021,LSU,13.0,Arkansas,16.0
2021,Ole Miss,29.0,Texas A&M,19.0
2021,Missouri,31.0,South Carolina,28.0
2021,Tennessee,17.0,Georgia,41.0
2021,Vanderbilt,17.0,Kentucky,34.0
2021,Alabama,42.0,Arkansas,35.0
2021,Kentucky,56.0,New Mexico State,16.0
2021,LSU,27.0,UL Monroe,14.0
2021,Ole Miss,31.0,Vanderbilt,17.0
2021,Missouri,24.0,Florida,23.0
2021,South Carolina,21.0,Auburn,17.0
2021,Tennessee,60.0,South Alabama,14.0
2021,Arkansas,34.0,Missouri,17.0
2021,Auburn,22.0,Alabama,24.0
2021,Florida,24.0,Florida State,21.0
2021,Georgia Tech,0.0,Georgia,45.0
2021,Louisville,21.0,Kentucky,52.0
2021,LSU,27.0,Texas A&M,24.0
2021,Mississippi State,21.0,Ole Miss,31.0
2021,South Carolina,0.0,Clemson,30.0
2021,Tennessee,45.0,Vanderbilt,21.0
2021,Alabama,41.0,Georgia,24.0
2021,UTSA,49.0,Western Kentucky,41.0
2021,Navy,7.0,Marshall,49.0
2021,South Alabama,31.0,Southern Miss,7.0
2021,Illinois,30.0,UTSA,37.0
2021,Florida International,17.0,Texas State,23.0
2021,Florida Atlantic,38.0,Georgia Southern,6.0
2021,Virginia Tech,35.0,Middle Tennessee,14.0
2021,SMU,35.0,North Texas,12.0
2021,Rice,7.0,Houston,44.0
2021,Boise State,54.0,UTEP,13.0
2021,Army,38.0,Western Kentucky,35.0
2021,UTSA,27.0,Middle Tennessee,13.0
2021,North Texas,6.0,UAB,40.0
2021,Georgia State,20.0,Charlotte,9.0
2021,Texas Tech,54.0,Florida International,21.0
2021,Louisiana Tech,37.0,SMU,39.0
2021,Marshall,38.0,East Carolina,42.0
2021,Liberty,45.0,Old Dominion,17.0
2021,Texas,58.0,Rice,0.0
2021,Southern Miss,9.0,Troy,21.0
2021,Charlotte,42.0,Middle Tennessee,39.0
2021,Louisiana Tech,24.0,North Texas,17.0
2021,Central Michigan,31.0,Florida International,27.0
2021,Air Force,31.0,Florida Atlantic,7.0
2021,App State,31.0,Marshall,30.0
2021,Old Dominion,34.0,Buffalo,35.0
2021,Tulane,21.0,UAB,28.0
2021,UTEP,20.0,New Mexico,13.0
2021,Memphis,28.0,UTSA,31.0
2021,Western Kentucky,31.0,Indiana,33.0
2021,Florida Atlantic,58.0,Florida International,21.0
2021,Middle Tennessee,34.0,Marshall,28.0
2021,UTEP,28.0,Old Dominion,21.0
2021,Rice,24.0,Southern Miss,19.0
2021,Illinois,24.0,Charlotte,14.0
2021,NC State,34.0,Louisiana Tech,27.0
2021,UAB,12.0,Liberty,36.0
2021,UTSA,24.0,UNLV,17.0
2021,Michigan State,48.0,Western Kentucky,31.0
2021,Florida International,33.0,Charlotte,45.0
2021,UAB,31.0,Florida Atlantic,14.0
2021,Marshall,20.0,Old Dominion,13.0
2021,Southern Miss,13.0,UTEP,26.0
2021,Western Kentucky,46.0,UTSA,52.0
2021,Liberty,41.0,Middle Tennessee,13.0
2021,UTEP,19.0,Louisiana Tech,3.0
2021,North Texas,21.0,Marshall,49.0
2021,Old Dominion,20.0,Western Kentucky,43.0
2021,UTSA,45.0,Rice,0.0
2021,Southern Miss,0.0,UAB,34.0
2021,Charlotte,9.0,Florida Atlantic,38.0
2021,Florida International,19.0,Western Kentucky,34.0
2021,Louisiana Tech,16.0,UTSA,45.0
2021,UAB,24.0,Rice,30.0
2021,UConn,13.0,Middle Tennessee,44.0
2021,North Texas,26.0,Liberty,35.0
2021,Western Kentucky,45.0,Charlotte,13.0
2021,Marshall,38.0,Florida International,0.0
2021,Florida Atlantic,28.0,UTEP,25.0
2021,Old Dominion,23.0,Louisiana Tech,20.0
2021,Middle Tennessee,35.0,Southern Miss,10.0
2021,Rice,24.0,North Texas,30.0
2021,Charlotte,31.0,Rice,24.0
2021,Florida International,24.0,Old Dominion,47.0
2021,Florida Atlantic,13.0,Marshall,28.0
2021,UAB,52.0,Louisiana Tech,38.0
2021,Western Kentucky,48.0,Middle Tennessee,21.0
2021,Southern Miss,14.0,North Texas,38.0
2021,UTEP,23.0,UTSA,44.0
2021,Louisiana Tech,42.0,Charlotte,32.0
2021,Middle Tennessee,50.0,Florida International,10.0
2021,Old Dominion,30.0,Florida Atlantic,16.0
2021,Marshall,14.0,UAB,21.0
2021,North Texas,20.0,UTEP,17.0
2021,Rice,21.0,Western Kentucky,42.0
2021,UTSA,27.0,Southern Miss,17.0
2021,Charlotte,28.0,Marshall,49.0
2021,Florida International,7.0,North Texas,49.0
2021,Western Kentucky,52.0,Florida Atlantic,17.0
2021,Louisiana Tech,19.0,Southern Miss,35.0
2021,Middle Tennessee,17.0,Old Dominion,24.0
2021,UTEP,38.0,Rice,28.0
2021,UTSA,34.0,UAB,31.0
2021,Old Dominion,56.0,Charlotte,34.0
2021,Southern Miss,37.0,Florida International,17.0
2021,Florida Atlantic,17.0,Middle Tennessee,27.0
2021,Rice,35.0,Louisiana Tech,31.0
2021,Marshall,21.0,Western Kentucky,53.0
2021,North Texas,45.0,UTSA,23.0
2021,UAB,42.0,UTEP,25.0
2021,NC State,45.0,South Florida,0.0
2021,Wake Forest,42.0,Old Dominion,10.0
2021,Georgia Tech,21.0,Northern Illinois,22.0
2021,Ohio,9.0,Syracuse,29.0
2021,Pittsburgh,51.0,Massachusetts,7.0
2021,Florida State,38.0,Notre Dame,41.0
2021,Miami,25.0,App State,23.0
2021,North Carolina,59.0,Georgia State,17.0
2021,Syracuse,7.0,Rutgers,17.0
2021,Massachusetts,28.0,Boston College,45.0
2021,Virginia,42.0,Illinois,14.0
2021,Louisville,42.0,UCF,35.0
2021,Clemson,14.0,Georgia Tech,8.0
2021,Duke,30.0,Northwestern,23.0
2021,Miami,17.0,Michigan State,38.0
2021,North Carolina,59.0,Virginia,39.0
2021,Pittsburgh,41.0,Western Michigan,44.0
2021,Temple,3.0,Boston College,28.0
2021,Wake Forest,35.0,Florida State,14.0
2021,West Virginia,27.0,Virginia Tech,21.0
2021,Syracuse,24.0,Liberty,21.0
2021,Virginia,17.0,Wake Forest,37.0
2021,Duke,52.0,Kansas,33.0
2021,Florida State,23.0,Louisville,31.0
2021,Georgia Tech,45.0,North Carolina,22.0
2021,NC State,27.0,Clemson,21.0
2021,Miami,28.0,Virginia,30.0
2021,Clemson,19.0,Boston College,13.0
2021,Florida State,33.0,Syracuse,30.0
2021,Georgia Tech,21.0,Pittsburgh,52.0
2021,North Carolina,38.0,Duke,7.0
2021,Wake Forest,37.0,Louisville,34.0
2021,Duke,27.0,Georgia Tech,31.0
2021,Louisville,33.0,Virginia,34.0
2021,North Carolina,25.0,Florida State,35.0
2021,Syracuse,37.0,Wake Forest,40.0
2021,Virginia Tech,29.0,Notre Dame,32.0
2021,Syracuse,14.0,Clemson,17.0
2021,Boston College,7.0,NC State,33.0
2021,North Carolina,45.0,Miami,42.0
2021,Virginia,48.0,Duke,0.0
2021,Virginia Tech,7.0,Pittsburgh,28.0
2021,Army,56.0,Wake Forest,70.0
2021,Florida State,59.0,Massachusetts,3.0
2021,Louisville,28.0,Boston College,14.0
2021,Miami,31.0,NC State,30.0
2021,Pittsburgh,27.0,Clemson,17.0
2021,Virginia,48.0,Georgia Tech,40.0
2021,Virginia Tech,36.0,Syracuse,41.0
2021,BYU,66.0,Virginia,49.0
2021,Clemson,30.0,Florida State,20.0
2021,Georgia Tech,17.0,Virginia Tech,26.0
2021,NC State,28.0,Louisville,13.0
2021,Notre Dame,44.0,North Carolina,34.0
2021,Pittsburgh,34.0,Miami,38.0
2021,Syracuse,21.0,Boston College,6.0
2021,Wake Forest,45.0,Duke,7.0
2021,Boston College,17.0,Virginia Tech,3.0
2021,Duke,29.0,Pittsburgh,54.0
2021,Florida State,14.0,NC State,28.0
2021,Louisville,24.0,Clemson,30.0
2021,Miami,33.0,Georgia Tech,30.0
2021,North Carolina,58.0,Wake Forest,55.0
2021,Pittsburgh,30.0,North Carolina,23.0
2021,Clemson,44.0,UConn,7.0
2021,Florida State,31.0,Miami,28.0
2021,Georgia Tech,30.0,Boston College,41.0
2021,Louisville,41.0,Syracuse,3.0
2021,Virginia,3.0,Notre Dame,28.0
2021,Virginia Tech,48.0,Duke,17.0
2021,Wake Forest,45.0,NC State,42.0
2021,Duke,22.0,Louisville,62.0
2021,Boston College,23.0,Florida State,26.0
2021,Clemson,48.0,Wake Forest,27.0
2021,Miami,38.0,Virginia Tech,26.0
2021,NC State,41.0,Syracuse,17.0
2021,Notre Dame,55.0,Georgia Tech,0.0
2021,Pittsburgh,48.0,Virginia,38.0
2021,NC State,34.0,North Carolina,30.0
2021,Boston College,10.0,Wake Forest,41.0
2021,Duke,10.0,Miami,47.0
2021,Syracuse,14.0,Pittsburgh,31.0
2021,Virginia,24.0,Virginia Tech,29.0
2021,Notre Dame,32.0,Toledo,29.0
2021,Notre Dame,27.0,Purdue,13.0
2021,Wisconsin,13.0,Notre Dame,41.0
2021,Notre Dame,13.0,Cincinnati,24.0
2021,Notre Dame,31.0,USC,16.0
2021,Notre Dame,34.0,Navy,6.0
2021,Stanford,14.0,Notre Dame,45.0
2021,Illinois,30.0,Nebraska,22.0
2021,Illinois,17.0,Maryland,20.0
2021,Purdue,13.0,Illinois,9.0
2021,Penn State,18.0,Illinois,20.0
2021,Illinois,0.0,Wisconsin,24.0
2021,Illinois,14.0,Rutgers,20.0
2021,Minnesota,6.0,Illinois,14.0
2021,Iowa,33.0,Illinois,23.0
2021,Illinois,47.0,Northwestern,14.0
2021,Iowa,34.0,Indiana,6.0
2021,Indiana,24.0,Cincinnati,38.0
2021,Maryland,38.0,Indiana,35.0
2021,Michigan,29.0,Indiana,7.0
2021,Indiana,3.0,Rutgers,38.0
2021,Penn State,24.0,Indiana,0.0
2021,Indiana,7.0,Ohio State,54.0
2021,Indiana,15.0,Michigan State,20.0
2021,Indiana,14.0,Minnesota,35.0
2021,Purdue,44.0,Indiana,7.0
2021,Iowa State,17.0,Iowa,27.0
2021,Iowa,30.0,Kent State,7.0
2021,Iowa,24.0,Colorado State,14.0
2021,Northwestern,12.0,Iowa,17.0
2021,Iowa,23.0,Penn State,20.0
2021,Maryland,14.0,Iowa,51.0
2021,Iowa,7.0,Purdue,24.0
2021,Nebraska,21.0,Iowa,28.0
2021,Iowa,27.0,Minnesota,22.0
2021,Wisconsin,27.0,Iowa,7.0
2021,Maryland,30.0,West Virginia,24.0
2021,Maryland,37.0,Kent State,16.0
2021,Rutgers,16.0,Maryland,40.0
2021,Minnesota,34.0,Maryland,16.0
2021,Maryland,14.0,Penn State,31.0
2021,Ohio State,66.0,Maryland,17.0
2021,Maryland,18.0,Michigan,59.0
2021,Michigan State,40.0,Maryland,21.0
2021,Michigan,47.0,Western Michigan,14.0
2021,Michigan,31.0,Washington,10.0
2021,Michigan,63.0,Northern Illinois,10.0
2021,Michigan,20.0,Rutgers,13.0
2021,Wisconsin,17.0,Michigan,38.0
2021,Michigan State,37.0,Michigan,33.0
2021,Nebraska,29.0,Michigan,32.0
2021,Michigan,33.0,Northwestern,7.0
2021,Penn State,17.0,Michigan,21.0
2021,Michigan,42.0,Ohio State,27.0
2021,Northwestern,21.0,Michigan State,38.0
2021,Michigan State,23.0,Nebraska,20.0
2021,Michigan State,30.0,Penn State,27.0
2021,Ohio State,56.0,Michigan State,7.0
2021,Purdue,40.0,Michigan State,29.0
2021,Rutgers,13.0,Michigan State,31.0
2021,Minnesota,31.0,Ohio State,45.0
2021,Minnesota,31.0,Miami (OH),26.0
2021,Colorado,0.0,Minnesota,30.0
2021,Minnesota,10.0,Bowling Green,14.0
2021,Purdue,13.0,Minnesota,20.0
2021,Minnesota,23.0,Wisconsin,13.0
2021,Northwestern,14.0,Minnesota,41.0
2021,Minnesota,30.0,Nebraska,23.0
2021,Nebraska,28.0,Buffalo,3.0
2021,Oklahoma,23.0,Nebraska,16.0
2021,Nebraska,17.0,Ohio State,26.0
2021,Nebraska,56.0,Northwestern,7.0
2021,Nebraska,23.0,Purdue,28.0
2021,Wisconsin,35.0,Nebraska,28.0
2021,Northwestern,35.0,Ohio,6.0
2021,Wisconsin,35.0,Northwestern,7.0
2021,Northwestern,21.0,Rutgers,7.0
2021,Northwestern,14.0,Purdue,32.0
2021,Ohio State,28.0,Oregon,35.0
2021,Ohio State,41.0,Tulsa,20.0
2021,Ohio State,59.0,Akron,7.0
2021,Ohio State,59.0,Purdue,31.0
2021,Rutgers,13.0,Ohio State,52.0
2021,Ohio State,33.0,Penn State,24.0
2021,Wisconsin,10.0,Penn State,16.0
2021,Penn State,44.0,Ball State,13.0
2021,Penn State,28.0,Rutgers,0.0
2021,Purdue,30.0,Oregon State,21.0
2021,UConn,0.0,Purdue,49.0
2021,Purdue,13.0,Wisconsin,30.0
2021,Rutgers,61.0,Temple,14.0
2021,Rutgers,3.0,Wisconsin,52.0
2021,Wisconsin,34.0,Eastern Michigan,7.0
2021,Wisconsin,20.0,Army,14.0
2021,Fresno State,45.0,UConn,0.0
2021,Army,52.0,UConn,21.0
2021,UConn,22.0,Wyoming,24.0
2021,Massachusetts,27.0,UConn,13.0
2021,UCF,49.0,UConn,17.0
2021,Troy,13.0,Liberty,21.0
2021,UL Monroe,31.0,Liberty,28.0
2021,Liberty,62.0,Massachusetts,17.0
2021,Liberty,14.0,Louisiana,42.0
2021,Liberty,16.0,Army,31.0
2021,Massachusetts,28.0,Eastern Michigan,42.0
2021,Coastal Carolina,53.0,Massachusetts,3.0
2021,Massachusetts,7.0,Toledo,45.0
2021,Army,33.0,Massachusetts,17.0
2021,New Mexico State,44.0,Massachusetts,27.0
2021,Houston,21.0,Texas Tech,38.0
2021,Kansas State,24.0,Stanford,7.0
2021,Texas,38.0,Louisiana,18.0
2021,Texas State,20.0,Baylor,29.0
2021,Oklahoma,40.0,Tulane,35.0
2021,Coastal Carolina,49.0,Kansas,22.0
2021,Oklahoma State,28.0,Tulsa,23.0
2021,TCU,34.0,California,32.0
2021,Boise State,20.0,Oklahoma State,21.0
2021,Kansas,7.0,Baylor,45.0
2021,Kansas State,38.0,Nevada,17.0
2021,UNLV,3.0,Iowa State,48.0
2021,Baylor,31.0,Iowa State,29.0
2021,Oklahoma,16.0,West Virginia,13.0
2021,Oklahoma State,31.0,Kansas State,20.0
2021,TCU,34.0,SMU,42.0
2021,Texas,70.0,Texas Tech,35.0
2021,Iowa State,59.0,Kansas,7.0
2021,Kansas State,31.0,Oklahoma,37.0
2021,Oklahoma State,24.0,Baylor,14.0
2021,TCU,27.0,Texas,32.0
2021,West Virginia,20.0,Texas Tech,23.0
2021,Baylor,45.0,West Virginia,20.0
2021,Texas,48.0,Oklahoma,55.0
2021,Texas Tech,31.0,TCU,52.0
2021,Baylor,38.0,BYU,24.0
2021,Kansas,14.0,Texas Tech,41.0
2021,Kansas State,20.0,Iowa State,33.0
2021,Oklahoma,52.0,TCU,31.0
2021,Texas,24.0,Oklahoma State,32.0
2021,Iowa State,24.0,Oklahoma State,21.0
2021,Kansas,23.0,Oklahoma,35.0
2021,TCU,17.0,West Virginia,29.0
2021,Texas Tech,24.0,Kansas State,25.0
2021,Baylor,31.0,Texas,24.0
2021,Kansas State,31.0,TCU,12.0
2021,Oklahoma,52.0,Texas Tech,21.0
2021,Oklahoma State,55.0,Kansas,3.0
2021,West Virginia,38.0,Iowa State,31.0
2021,Iowa State,30.0,Texas,7.0
2021,Kansas,10.0,Kansas State,35.0
2021,TCU,30.0,Baylor,28.0
2021,West Virginia,3.0,Oklahoma State,24.0
2021,Baylor,27.0,Oklahoma,14.0
2021,Kansas State,34.0,West Virginia,17.0
2021,Oklahoma State,63.0,TCU,17.0
2021,Texas,56.0,Kansas,57.0
2021,Texas Tech,41.0,Iowa State,38.0
2021,Kansas State,10.0,Baylor,20.0
2021,Oklahoma,28.0,Iowa State,21.0
2021,TCU,31.0,Kansas,28.0
2021,Texas Tech,0.0,Oklahoma State,23.0
2021,West Virginia,31.0,Texas,23.0
2021,Baylor,27.0,Texas Tech,24.0
2021,Iowa State,48.0,TCU,14.0
2021,Kansas,28.0,West Virginia,34.0
2021,Oklahoma State,37.0,Oklahoma,33.0
2021,Texas,22.0,Kansas State,17.0
2021,Oklahoma State,16.0,Baylor,21.0
2021,App State,33.0,East Carolina,19.0
2021,UCF,36.0,Boise State,31.0
2021,Cincinnati,49.0,Miami (OH),14.0
2021,Akron,24.0,Temple,45.0
2021,Arkansas State,50.0,Memphis,55.0
2021,Navy,3.0,Air Force,23.0
2021,Houston,28.0,Navy,20.0
2021,BYU,35.0,South Florida,27.0
2021,Tulsa,41.0,Arkansas State,34.0
2021,Tulsa,10.0,Houston,45.0
2021,Navy,34.0,UCF,30.0
2021,East Carolina,52.0,Tulane,29.0
2021,Temple,34.0,Memphis,31.0
2021,SMU,41.0,South Florida,17.0
2021,Tulane,22.0,Houston,40.0
2021,Cincinnati,52.0,Temple,3.0
2021,UCF,20.0,East Carolina,16.0
2021,Tulsa,35.0,Memphis,29.0
2021,Navy,24.0,SMU,31.0
2021,Memphis,35.0,Navy,17.0
2021,Cincinnati,56.0,UCF,21.0
2021,South Florida,31.0,Tulsa,32.0
2021,SMU,55.0,Tulane,26.0
2021,UCF,24.0,Memphis,7.0
2021,Navy,20.0,Cincinnati,27.0
2021,Houston,31.0,East Carolina,24.0
2021,South Florida,34.0,Temple,14.0
2021,Tulsa,17.0,Navy,20.0
2021,Temple,7.0,UCF,49.0
2021,Tulane,12.0,Cincinnati,31.0
2021,East Carolina,29.0,South Florida,14.0
2021,Houston,44.0,SMU,37.0
2021,East Carolina,45.0,Temple,3.0
2021,UCF,14.0,Tulane,10.0
2021,Cincinnati,28.0,Tulsa,20.0
2021,South Florida,42.0,Houston,54.0
2021,Memphis,28.0,SMU,25.0
2021,South Florida,28.0,Cincinnati,45.0
2021,SMU,55.0,UCF,28.0
2021,Memphis,29.0,East Carolina,30.0
2021,Temple,8.0,Houston,37.0
2021,Tulane,13.0,Tulsa,20.0
2021,Houston,31.0,Memphis,13.0
2021,Cincinnati,48.0,SMU,14.0
2021,Navy,35.0,East Carolina,38.0
2021,Tulane,45.0,South Florida,14.0
