season,team,group,proj_war
2020,Buffalo,TE,0.16282029315789223
2020,Buffalo,WR,0.18777274299378824
2020,California,CB,0.3598075339250507
2020,California,DT,0.31763101269337823
2020,California,EDGE,0.17553924311126315
2020,California,IOL,0.012176488859614046
2020,California,LB,0.3022524875427401
2020,California,QB,0.7337768461535666
2020,California,RB,0.1396857381111146
2020,California,SAF,0.3034628531227199
2020,California,TE,0.18204384626843517
2020,California,WR,0.25419550673060476
2020,Central Michigan,CB,0.31868883255790026
2020,Central Michigan,DT,0.35185876368936225
2020,Central Michigan,LB,0.5109035117104942
2020,Central Michigan,QB,0.3625020292526585
2020,Central Michigan,RB,0.16593670022688695
2020,Central Michigan,TE,0.38036729788975476
2020,Central Michigan,WR,0.4231796086336331
2020,Charlotte,CB,0.1883851436604178
2020,Charlotte,DT,0.20275245962300628
2020,Charlotte,EDGE,0.13105169974838596
2020,Charlotte,LB,0.31327051179477544
2020,Charlotte,QB,0.5967759435253223
2020,Charlotte,RB,0.14623324002317806
2020,Charlotte,TE,0.15313923493832404
2020,Charlotte,WR,0.34054750810549705
2020,Cincinnati,CB,0.23465162852363003
2020,Cincinnati,DT,0.41423820410182016
2020,Cincinnati,EDGE,0.3288119206300537
2020,Cincinnati,IOL,0.1276909624537814
2020,Cincinnati,LB,0.2704375913540864
2020,Cincinnati,QB,0.8243789116219256
2020,Cincinnati,RB,0.1637435506101937
2020,Cincinnati,SAF,0.31967345806392455
2020,Cincinnati,TE,0.15982168896972282
2020,Cincinnati,WR,0.22552095752917806
2020,Clemson,CB,0.47894262481189215
2020,Clemson,DT,0.38028171203295236
2020,Clemson,EDGE,0.43829220145253445
2020,Clemson,IOL,0.1259406298685004
2020,Clemson,LB,0.6224652051638175
2020,Clemson,OT,0.2395309118450266
2020,Clemson,QB,1.1064174538830591
2020,Clemson,RB,0.5988192516478531
2020,Clemson,SAF,0.3017064891071356
2020,Clemson,TE,0.18624980405028602
2020,Clemson,WR,0.6028447348820821
2020,Coastal Carolina,CB,0.13422131283948
2020,Coastal Carolina,DT,0.2095669743065662
2020,Coastal Carolina,EDGE,0.14669418072797252
2020,Coastal Carolina,LB,0.1688537838108596
2020,Coastal Carolina,OT,0.019338882247852657
2020,Coastal Carolina,QB,0.4325144799344569
2020,Coastal Carolina,RB,0.2437612500478557
2020,Coastal Carolina,SAF,0.13448271673999454
2020,Coastal Carolina,TE,0.2922168167807204
2020,Coastal Carolina,WR,0.12212234414413758
2020,Colorado,CB,0.27721494121697937
2020,Colorado,DT,0.12710751900098785
2020,Colorado,EDGE,0.2630187305197211
2020,Colorado,IOL,0.013760779653797467
2020,Colorado,LB,0.3588257936766098
2020,Colorado,OT,0.0034423667689181293
2020,Colorado,QB,0.2297251025228313
2020,Colorado,RB,0.2568802438673706
2020,Colorado,SAF,0.19264363688885755
2020,Colorado,TE,0.16952742520426262
2020,Colorado,WR,0.2704858258541388
2020,Colorado State,CB,0.18786158053507113
2020,Colorado State,DT,0.1971983418080387
2020,Colorado State,LB,0.23021423816768824
2020,Colorado State,QB,0.33566543320718994
2020,Colorado State,RB,0.10441985849141489
2020,Colorado State,SAF,0.08136255450974303
2020,Colorado State,TE,0.43441772892990027
2020,Colorado State,WR,0.4645080462859512
2020,Duke,CB,0.3030752670093667
2020,Duke,DT,0.2632179308933186
2020,Duke,EDGE,0.43342578702535334
2020,Duke,IOL,0.3151409465956236
2020,Duke,LB,0.22651166231816963
2020,Duke,OT,0.16854625718181132
2020,Duke,QB,0.41621867941786317
2020,Duke,RB,0.14139473323554833
2020,Duke,SAF,0.20104342292940144
2020,Duke,TE,0.0947744617662469
2020,Duke,WR,0.2727148899622415
2020,East Carolina,CB,0.2617530174838327
2020,East Carolina,DT,0.3983233133551447
2020,East Carolina,IOL,0.007136648436229242
2020,East Carolina,LB,0.25447633062745406
2020,East Carolina,QB,0.8678925102556403
2020,East Carolina,RB,0.1215857757072673
2020,East Carolina,SAF,0.13923158756670484
2020,East Carolina,TE,0.11968775322868291
2020,East Carolina,WR,0.5824254513513668
2020,Eastern Michigan,CB,0.21042140087120426
2020,Eastern Michigan,DT,0.24597362231603925
2020,Eastern Michigan,LB,0.15837375883596175
2020,Eastern Michigan,OT,0.013907758720251896
2020,Eastern Michigan,QB,0.14144610495958243
2020,Eastern Michigan,RB,0.05811056742079104
2020,Eastern Michigan,SAF,0.004995435038464768
2020,Eastern Michigan,TE,0.18651636982557115
2020,Eastern Michigan,WR,0.25496200743958947
2020,Florida,CB,0.6398740453233076
2020,Florida,DT,0.38328617971860224
2020,Florida,EDGE,0.14682410146810354
2020,Florida,LB,0.43685746996540875
2020,Florida,QB,0.6581304716595671
2020,Florida,RB,0.2843594553912495
2020,Florida,SAF,0.18508242032492583
2020,Florida,TE,0.45828487225345693
2020,Florida,WR,0.45621240069712243
2020,Florida Atlantic,CB,0.23816993156987712
2020,Florida Atlantic,DT,0.20325747416534307
2020,Florida Atlantic,EDGE,0.11244107580496517
2020,Florida Atlantic,LB,0.40036331469654346
2020,Florida Atlantic,QB,0.297245356038536
2020,Florida Atlantic,RB,0.28710649438197355
2020,Florida Atlantic,SAF,0.20110409527193335
2020,Florida Atlantic,TE,0.06024672514468219
2020,Florida Atlantic,WR,0.18148332601897407
2020,Florida International,CB,0.25933660000025927
2020,Florida International,DT,0.1444247641086756
2020,Florida International,EDGE,0.05977671381433996
2020,Florida International,LB,0.2540689986640544
2020,Florida International,QB,0.22062283647109038
2020,Florida International,RB,0.15450490396287833
2020,Florida International,TE,0.0903759521707674
2020,Florida International,WR,0.19497060212155404
2020,Florida State,CB,0.4502644672116254
2020,Florida State,DT,0.5847664270634287
2020,Florida State,EDGE,0.4005633859403368
2020,Florida State,LB,0.36204796047342047
2020,Florida State,QB,0.39102693894107127
2020,Florida State,RB,0.1129801050197252
2020,Florida State,SAF,0.1377328615892022
2020,Florida State,TE,0.16254057554917545
2020,Florida State,WR,0.41988744158627556
2020,Fresno State,CB,0.18178276704886723
2020,Fresno State,DT,0.13498577863179206
2020,Fresno State,EDGE,0.24752200797965684
2020,Fresno State,LB,0.1256736117810007
2020,Fresno State,QB,0.21831006926513552
2020,Fresno State,RB,0.29350861791078003
2020,Fresno State,TE,0.11326714915307018
2020,Fresno State,WR,0.20790593335463875
2020,Georgia,CB,0.847257520246772
2020,Georgia,DT,0.5081298631151968
2020,Georgia,EDGE,0.016656972134047383
2020,Georgia,LB,0.6064244511025771
2020,Georgia,QB,0.8397860727971755
2020,Georgia,RB,0.3502834109375109
2020,Georgia,SAF,0.15878173987289068
2020,Georgia,TE,0.18355009384759502
2020,Georgia,WR,0.6969773168071354
2020,Georgia Southern,CB,0.25861821504371574
2020,Georgia Southern,DT,0.24894288551584415
2020,Georgia Southern,EDGE,0.2506807791794379
2020,Georgia Southern,LB,0.4296416607668639
2020,Georgia Southern,QB,0.23509046601662584
2020,Georgia Southern,RB,0.43120055376572697
2020,Georgia Southern,SAF,0.0945794925468239
2020,Georgia Southern,TE,0.16515251820706928
2020,Georgia Southern,WR,0.14841546048892534
2020,Georgia State,CB,0.16034034076578518
2020,Georgia State,DT,0.08334162647893774
2020,Georgia State,EDGE,0.2245490880076697
2020,Georgia State,IOL,0.49531253862208513
2020,Georgia State,LB,0.3337656500345347
2020,Georgia State,OT,0.044154528273175925
2020,Georgia State,QB,0.13679986335874855
2020,Georgia State,RB,0.15794487886305986
2020,Georgia State,SAF,0.11076898205657806
2020,Georgia State,TE,0.265236449415603
2020,Georgia State,WR,0.2535077449117337
2020,Georgia Tech,CB,0.32789216655279596
2020,Georgia Tech,DT,0.17848494370715906
2020,Georgia Tech,EDGE,0.14464982198273638
2020,Georgia Tech,LB,0.4552168468597621
2020,Georgia Tech,QB,0.1943635520650709
2020,Georgia Tech,RB,0.47257817111697675
2020,Georgia Tech,SAF,0.0308661062818394
2020,Georgia Tech,TE,0.09880551330500477
2020,Georgia Tech,WR,0.2114266554956512
2020,Hawai'i,CB,0.32707406213736245
2020,Hawai'i,DT,0.2587129314685752
2020,Hawai'i,LB,0.3754764569588214
2020,Hawai'i,QB,0.45301800093837846
2020,Hawai'i,RB,0.15373361906433522
2020,Hawai'i,TE,0.014523560014377625
2020,Hawai'i,WR,0.5774853274618253
2020,Houston,CB,0.28540825474109033
2020,Houston,DT,0.32822868785621406
2020,Houston,LB,0.5429445967365772
2020,Houston,QB,0.3258211730827095
2020,Houston,RB,0.22779918820987954
2020,Houston,SAF,0.04964683421084349
2020,Houston,TE,0.1508963590453477
2020,Houston,WR,0.3668027446118403
2020,Illinois,CB,0.19863649126054075
2020,Illinois,DT,0.2222977253264556
2020,Illinois,LB,0.5761758067068373
2020,Illinois,QB,0.3220956118293061
2020,Illinois,RB,0.10244755797394989
2020,Illinois,SAF,0.07297847746641065
2020,Illinois,TE,0.06182219450191451
2020,Illinois,WR,0.23159727521890333
2020,Indiana,CB,0.43460965104508115
2020,Indiana,DT,0.3147657270201249
2020,Indiana,LB,0.39632474172205534
2020,Indiana,QB,0.8868516812453003
2020,Indiana,RB,0.307356670728981
2020,Indiana,SAF,0.020519102044986005
2020,Indiana,TE,0.24614413231945226
2020,Indiana,WR,0.4237077690731491
2020,Iowa,CB,0.370558349743933
2020,Iowa,DT,0.4575335512068297
2020,Iowa,EDGE,0.018677136984103494
2020,Iowa,IOL,0.019944573023090238
2020,Iowa,LB,0.34313769834567287
2020,Iowa,QB,0.22687370876329793
2020,Iowa,RB,0.32844662575355
2020,Iowa,SAF,0.03837906418936669
2020,Iowa,TE,0.17948585273120135
2020,Iowa,WR,0.31360598693807684
2020,Iowa State,CB,0.4818183021911998
2020,Iowa State,DT,0.12897880324983207
2020,Iowa State,EDGE,0.2620143041067389
2020,Iowa State,LB,0.6649814748855845
2020,Iowa State,QB,1.118248008618574
2020,Iowa State,RB,0.3840168006257595
2020,Iowa State,SAF,0.006394743219864617
2020,Iowa State,TE,0.45986337083023476
2020,Iowa State,WR,0.30985924598206754
2020,Jacksonville State,CB,0.016027367675440506
2020,Jacksonville State,LB,0.00461124002958549
2020,Jacksonville State,QB,0.0660528080595785
2020,Jacksonville State,RB,0.033007973547102526
2020,Jacksonville State,TE,0.003176103735183448
2020,Jacksonville State,WR,0.03837791469828586
2020,Kansas,CB,0.22711742028396675
2020,Kansas,DT,0.1554012482059981
2020,Kansas,EDGE,0.16227365305426045
2020,Kansas,LB,0.2210533198476334
2020,Kansas,QB,0.19970426870889416
2020,Kansas,RB,0.4320776417957171
2020,Kansas,SAF,0.1148199719778379
2020,Kansas,TE,0.08821923035101686
2020,Kansas,WR,0.2933989866790013
2020,Kansas State,CB,0.3303873045338226
2020,Kansas State,DT,0.12659592948203982
2020,Kansas State,EDGE,0.3255104958865065
2020,Kansas State,IOL,0.0572203633565987
2020,Kansas State,LB,0.41828522311318644
2020,Kansas State,QB,0.7427113320966663
2020,Kansas State,RB,0.21911843411773713
2020,Kansas State,SAF,0.12974361175351962
2020,Kansas State,TE,0.1460572839669756
2020,Kansas State,WR,0.32024449945539757
2020,Kent State,CB,0.16303842204631652
2020,Kent State,DT,0.10942957696883988
2020,Kent State,EDGE,0.07551307372564259
2020,Kent State,LB,0.30879918244779936
2020,Kent State,QB,0.7576875134714405
2020,Kent State,RB,0.12742063343286206
2020,Kent State,SAF,0.041197934479796784
2020,Kent State,TE,0.0904890567449599
2020,Kent State,WR,0.24653504899356798
2020,Kentucky,CB,0.39172660046512564
2020,Kentucky,DT,0.3094547975442585
2020,Kentucky,EDGE,0.13296980998864766
2020,Kentucky,IOL,0.2962578977961753
2020,Kentucky,LB,0.4358982796820352
2020,Kentucky,OT,0.40020108311424923
2020,Kentucky,QB,0.4369963949359261
2020,Kentucky,RB,0.24581892856329324
2020,Kentucky,SAF,0.08782396632702463
2020,Kentucky,TE,0.1797712989490794
2020,Kentucky,WR,0.22668967394125908
2020,LSU,CB,0.7052074824034431
2020,LSU,DT,0.619210788771548
2020,LSU,EDGE,0.42500835783571034
2020,LSU,IOL,0.1658043878881132
2020,LSU,LB,0.4312786160553734
2020,LSU,OT,0.1294792163636423
2020,LSU,QB,0.4697364957861123
2020,LSU,RB,0.29863536083457765
2020,LSU,SAF,0.4836674674316408
2020,LSU,TE,0.2173326936038226
2020,LSU,WR,1.0519104863891484
2020,Liberty,CB,0.03910774289608383
2020,Liberty,DT,0.04568136493764945
2020,Liberty,EDGE,0.03385788666394422
2020,Liberty,LB,0.09908435092508101
2020,Liberty,QB,0.1578673097693898
2020,Liberty,RB,0.03352817590215147
2020,Liberty,SAF,0.08317846083565948
2020,Liberty,TE,0.05696246348879515
2020,Liberty,WR,0.10456217874986486
2020,Louisiana,CB,0.19287477123092417
2020,Louisiana,DT,0.2660981786319909
2020,Louisiana,EDGE,0.015354901917684067
2020,Louisiana,IOL,0.00373118473437491
2020,Louisiana,LB,0.3108581404123798
2020,Louisiana,QB,0.6227740628013264
2020,Louisiana,RB,0.5598859726362447
2020,Louisiana,SAF,0.2965816578322924
2020,Louisiana,TE,0.10182522385013493
2020,Louisiana,WR,0.3459994797058379
2020,Louisiana Tech,CB,0.1819910641213791
2020,Louisiana Tech,DT,0.20004978740950677
2020,Louisiana Tech,EDGE,0.022269600258742413
2020,Louisiana Tech,LB,0.2844019088359308
2020,Louisiana Tech,QB,0.29028584016176484
2020,Louisiana Tech,RB,0.18231057663603822
2020,Louisiana Tech,SAF,0.005005554278019223
2020,Louisiana Tech,TE,0.1047117178677305
2020,Louisiana Tech,WR,0.2810647961722284
2020,Louisville,CB,0.34675371580699926
2020,Louisville,DT,0.19070591207483706
2020,Louisville,EDGE,0.09052829838565049
2020,Louisville,LB,0.5152618314985908
2020,Louisville,OT,0.017221912766514472
2020,Louisville,QB,0.5570554717399618
2020,Louisville,RB,0.33699136140192154
2020,Louisville,TE,0.26565839497575044
2020,Louisville,WR,0.5609159604616357
2020,Marshall,CB,0.17511078835197139
2020,Marshall,DT,0.21686636218033548
2020,Marshall,LB,0.3790781660960567
2020,Marshall,QB,0.15778082040483513
2020,Marshall,RB,0.2873659647252611
2020,Marshall,SAF,0.214569973130526
2020,Marshall,TE,0.14829558230520432
2020,Marshall,WR,0.19033482732799678
2020,Maryland,CB,0.42981813543096115
2020,Maryland,DT,0.28833045811730734
2020,Maryland,LB,0.405222783491443
2020,Maryland,QB,0.2613934492590994
2020,Maryland,RB,0.13174070262607587
2020,Maryland,SAF,0.09968476749472115
2020,Maryland,TE,0.15294294062022823
2020,Maryland,WR,0.2817038328722511
2020,Massachusetts,CB,0.14445522158930635
2020,Massachusetts,DT,0.14554010208165813
2020,Massachusetts,EDGE,0.028193697778793443
2020,Massachusetts,LB,0.134245426531052
2020,Massachusetts,QB,0.12135671520958421
2020,Massachusetts,RB,0.06148079874346066
2020,Massachusetts,SAF,0.04119916871353732
2020,Massachusetts,TE,0.06571558247536277
2020,Massachusetts,WR,0.1500666780183436
2020,Memphis,CB,0.4445802609367413
2020,Memphis,DT,0.317244056921246
2020,Memphis,EDGE,0.1782934439119763
2020,Memphis,LB,0.29947718271128365
2020,Memphis,OT,0.1929687603067285
2020,Memphis,QB,0.6181664256502633
2020,Memphis,RB,0.4350233523878272
2020,Memphis,SAF,0.03706582171346616
2020,Memphis,TE,0.15071722091177997
2020,Memphis,WR,0.4868224733291623
2020,Miami,CB,0.3121006479249845
2020,Miami,DT,0.18846863600800498
2020,Miami,EDGE,0.11042169643818953
2020,Miami,LB,0.2056176262619119
2020,Miami,QB,0.384293920876606
2020,Miami,RB,0.23237115854391185
2020,Miami,SAF,0.2983281141197967
2020,Miami,TE,0.3723212068572413
2020,Miami,WR,0.25814827246138417
2020,Miami (OH),CB,0.3169728526231737
2020,Miami (OH),DT,0.20507063009438403
2020,Miami (OH),EDGE,0.15129551220021537
2020,Miami (OH),LB,0.20501185673546884
2020,Miami (OH),QB,0.5901065093607483
2020,Miami (OH),RB,0.13931418366667322
2020,Miami (OH),SAF,0.011127851179512685
2020,Miami (OH),TE,0.1158255487304095
2020,Miami (OH),WR,0.25221652126487687
2020,Michigan,CB,0.4927668586949768
2020,Michigan,DT,0.5048351999801686
2020,Michigan,EDGE,0.1274058797304996
2020,Michigan,IOL,0.02927976335459141
2020,Michigan,LB,0.5099095273309731
2020,Michigan,QB,0.31785014807274425
2020,Michigan,RB,0.2892959153129071
2020,Michigan,SAF,0.06586260107383217
2020,Michigan,TE,0.21079280918680102
2020,Michigan,WR,0.2743315048893761
2020,Michigan State,CB,0.34200262568626444
2020,Michigan State,DT,0.2814816019634004
2020,Michigan State,EDGE,0.2709410652945786
2020,Michigan State,IOL,0.22910554578803963
2020,Michigan State,LB,0.44242215925321204
2020,Michigan State,OT,0.31515134417120483
2020,Michigan State,QB,0.34788628128204807
2020,Michigan State,RB,0.1966947963970408
2020,Michigan State,SAF,0.30580888229462083
2020,Michigan State,TE,0.2500397306563007
2020,Michigan State,WR,0.3057308988230206
2020,Middle Tennessee,CB,0.14625017082011413
2020,Middle Tennessee,DT,0.11919176839787678
2020,Middle Tennessee,EDGE,0.08051483390552935
2020,Middle Tennessee,LB,0.3346752963451587
2020,Middle Tennessee,QB,0.7318426117721556
2020,Middle Tennessee,RB,0.18549109378553041
2020,Middle Tennessee,SAF,0.15556411382855267
2020,Middle Tennessee,TE,0.05326185138644659
2020,Middle Tennessee,WR,0.22988915491412767
2020,Minnesota,CB,0.3682526567095399
2020,Minnesota,DT,0.25051972122417915
2020,Minnesota,EDGE,0.007888522457500982
2020,Minnesota,LB,0.19437452961690826
2020,Minnesota,QB,0.5274387842053867
2020,Minnesota,RB,0.2401268455216211
2020,Minnesota,SAF,0.020519102044986005
2020,Minnesota,TE,0.23661058818192843
2020,Minnesota,WR,0.5658277996539167
2020,Mississippi State,CB,0.26376028261550055
2020,Mississippi State,DT,0.25837443867698584
2020,Mississippi State,EDGE,0.2899753843049788
2020,Mississippi State,LB,0.4067057356321218
2020,Mississippi State,QB,0.7626454822605135
2020,Mississippi State,RB,0.4084284236003228
2020,Mississippi State,SAF,0.23059236362402302
2020,Mississippi State,TE,0.09481078491932263
2020,Mississippi State,WR,0.3239968202552971
2020,Missouri,CB,0.23704330354676628
2020,Missouri,DT,0.3111062526810829
2020,Missouri,EDGE,0.08373337191067093
2020,Missouri,LB,0.5856225671493034
2020,Missouri,QB,0.29105750311914647
2020,Missouri,RB,0.28520921326639326
2020,Missouri,SAF,0.3325831486524243
2020,Missouri,TE,0.18176066471429958
2020,Missouri,WR,0.26053657276766784
2020,Missouri State,QB,0.02324000130242076
2020,Missouri State,RB,0.012741199257303246
2020,Missouri State,TE,0.031175362975732465
2020,Missouri State,WR,0.03435343837241326
2020,NC State,CB,0.30111301085580183
2020,NC State,DT,0.22123772849293682
2020,NC State,EDGE,0.13701534913477698
2020,NC State,IOL,0.22013015900943522
2020,NC State,LB,0.41305533861717275
2020,NC State,OT,0.29016567214536565
2020,NC State,QB,0.4135532365399084
2020,NC State,RB,0.23804255921311812
2020,NC State,SAF,0.17458024831503482
2020,NC State,TE,0.206133319389741
2020,NC State,WR,0.33586707268971605
2020,Navy,CB,0.2361290205710159
2020,Navy,DT,0.18893069951193273
2020,Navy,EDGE,0.10506686443100557
2020,Navy,IOL,0.3860377823703852
2020,Navy,LB,0.34562417303467796
2020,Navy,OT,0.21857219472078737
2020,Navy,QB,0.11130317550556518
2020,Navy,RB,0.7029610772386785
2020,Navy,SAF,0.1839138789322616
2020,Navy,TE,0.011894028760761136
2020,Navy,WR,0.2655571160483676
2020,Nebraska,CB,0.280194742911744
2020,Nebraska,DT,0.2547553303973922
2020,Nebraska,EDGE,0.1413810490367173
2020,Nebraska,LB,0.30249056196024443
2020,Nebraska,OT,0.01974990757957404
2020,Nebraska,QB,0.3900307892506111
2020,Nebraska,RB,0.20030840034449907
2020,Nebraska,SAF,0.2555427496639739
2020,Nebraska,TE,0.2842415248186716
2020,Nebraska,WR,0.3617771398866948
2020,Nevada,CB,0.2225314212481484
2020,Nevada,DT,0.28273688229679883
2020,Nevada,EDGE,0.16737109169751077
2020,Nevada,LB,0.19220305040870833
2020,Nevada,QB,0.45690724707455144
2020,Nevada,RB,0.1740320755280348
2020,Nevada,SAF,0.005133538929509318
2020,Nevada,TE,0.06258641488805589
2020,Nevada,WR,0.41123720734701663
2020,New Mexico,CB,0.14646813448678325
2020,New Mexico,DT,0.10008180490129383
2020,New Mexico,EDGE,0.14873418542881262
2020,New Mexico,IOL,0.10379741007183162
2020,New Mexico,LB,0.30237822596260716
2020,New Mexico,QB,0.3343463630759871
2020,New Mexico,RB,0.13677597929622573
2020,New Mexico,SAF,0.1609874444952893
2020,New Mexico,TE,0.04626941783580103
2020,New Mexico,WR,0.17702818220545583
2020,New Mexico State,CB,0.070325789558564
2020,New Mexico State,DT,0.06842566649332343
2020,New Mexico State,LB,0.0941663939789565
2020,New Mexico State,QB,0.037566610696778045
2020,New Mexico State,RB,0.06350220578822217
2020,New Mexico State,SAF,0.005395133761043762
2020,New Mexico State,TE,0.04516656822414428
2020,New Mexico State,WR,0.11840221649673191
2020,North Carolina,CB,0.43345603866073296
2020,North Carolina,DT,0.26782162914437074
2020,North Carolina,EDGE,0.0194823363694383
2020,North Carolina,LB,0.4291436729337258
2020,North Carolina,QB,0.5028941914835735
2020,North Carolina,RB,0.41277803195123103
2020,North Carolina,SAF,0.1306696892194132
2020,North Carolina,TE,0.13711068008086502
2020,North Carolina,WR,0.6655539791766116
2020,North Texas,CB,0.10310543837161713
2020,North Texas,DT,0.3450822129470561
