season,team,war,fbs_games,adj_wins,adj_win_pct,fbs_wins,fbs_win_pct,implied_wins
2017,Minnesota,2.2007052315994926,12,6.0,0.5,5,0.4166666666666667,
2017,Mississippi State,5.1449426843186625,12,8.0,0.6666666666666666,8,0.6666666666666666,
2017,Missouri,5.601575037860146,12,6.0,0.5,6,0.5,
2017,NC State,7.719693754086875,12,8.0,0.6666666666666666,8,0.6666666666666666,
2017,Navy,3.763953836023292,13,7.5,0.5769230769230769,7,0.5384615384615384,
2017,Nebraska,2.6828400590448416,12,4.5,0.375,4,0.3333333333333333,
2017,Nevada,3.575643902465089,11,3.5,0.3181818181818182,3,0.2727272727272727,
2017,New Mexico,1.9172439952598903,11,3.0,0.2727272727272727,2,0.1818181818181818,
2017,New Mexico State,3.09877432860516,13,5.5,0.4230769230769231,7,0.5384615384615384,
2017,North Carolina,4.463494364606476,11,3.0,0.2727272727272727,2,0.1818181818181818,
2017,North Texas,4.008213511913213,13,5.5,0.4230769230769231,8,0.6153846153846154,
2017,Northern Illinois,4.603795915368381,12,6.5,0.5416666666666666,7,0.5833333333333334,
2017,Northwestern,4.744074795849058,13,8.0,0.6153846153846154,10,0.7692307692307693,
2017,Notre Dame,6.927574143830887,13,9.5,0.7307692307692307,10,0.7692307692307693,
2017,Ohio,3.900842116761333,12,8.5,0.7083333333333334,8,0.6666666666666666,
2017,Ohio State,8.170704526161503,14,11.0,0.7857142857142857,12,0.8571428571428571,
2017,Oklahoma,9.59157730559218,14,11.5,0.8214285714285714,12,0.8571428571428571,
2017,Oklahoma State,7.476213481810756,13,9.0,0.6923076923076923,10,0.7692307692307693,
2017,Old Dominion,1.9030025805836108,11,3.5,0.3181818181818182,4,0.3636363636363636,
2017,Ole Miss,4.735332343117244,11,5.0,0.4545454545454545,5,0.4545454545454545,
2017,Oregon,6.429754013813117,12,6.0,0.5,6,0.5,
2017,Oregon State,3.4929965752762224,11,1.0,0.0909090909090909,0,0.0,
2017,Penn State,6.916259809929846,13,11.0,0.8461538461538461,11,0.8461538461538461,
2017,Pittsburgh,4.725122835861385,11,5.0,0.4545454545454545,4,0.3636363636363636,
2017,Purdue,4.747722315432015,13,8.0,0.6153846153846154,7,0.5384615384615384,
2017,Rice,1.3723352788896699,12,2.0,0.1666666666666666,1,0.0833333333333333,
2017,Rutgers,2.5199309761499857,11,2.5,0.2272727272727272,3,0.2727272727272727,
2017,SMU,4.644612576988373,12,5.5,0.4583333333333333,6,0.5,
2017,San Diego State,4.201377762109792,12,8.0,0.6666666666666666,9,0.75,
2017,San José State,2.906057315720677,12,0.5,0.0416666666666666,1,0.0833333333333333,
2017,South Alabama,0.7976866596933786,11,4.5,0.4090909090909091,3,0.2727272727272727,
2017,South Carolina,5.24375103225615,12,5.5,0.4583333333333333,8,0.6666666666666666,
2017,South Florida,5.14710442048729,11,8.5,0.7727272727272727,9,0.8181818181818182,
2017,Southern Miss,3.059916306619817,12,6.0,0.5,7,0.5833333333333334,
2017,Stanford,6.697837498191298,14,9.0,0.6428571428571429,9,0.6428571428571429,
2017,Syracuse,5.48792944019984,11,4.0,0.3636363636363636,3,0.2727272727272727,
2017,TCU,7.735998234100569,13,9.5,0.7307692307692307,10,0.7692307692307693,
2017,Temple,3.2993897330187445,12,6.5,0.5416666666666666,6,0.5,
2017,Tennessee,2.793158842574126,11,3.5,0.3181818181818182,3,0.2727272727272727,
2017,Texas,5.819199925648051,13,8.5,0.6538461538461539,7,0.5384615384615384,
2017,Texas A&M,5.633050965396736,12,5.5,0.4583333333333333,6,0.5,
2017,Texas State,0.6270133542414803,11,2.0,0.1818181818181818,1,0.0909090909090909,
2017,Texas Tech,6.865255751423021,12,5.0,0.4166666666666667,5,0.4166666666666667,
2017,Toledo,4.0352767556433875,13,9.0,0.6923076923076923,10,0.7692307692307693,
2017,Troy,3.5466043776545955,12,7.5,0.625,10,0.8333333333333334,
2017,Tulane,3.240725722780588,11,4.5,0.4090909090909091,4,0.3636363636363636,
2017,Tulsa,2.1619005388903583,12,4.5,0.375,2,0.1666666666666666,
2017,UAB,2.5458948908016397,12,6.0,0.5,7,0.5833333333333334,
2017,UCF,5.87497725297096,12,10.0,0.8333333333333334,12,1.0,
2017,UCLA,6.482583219562252,13,5.0,0.3846153846153846,6,0.4615384615384615,
2017,UConn,3.0422259724849585,11,2.0,0.1818181818181818,2,0.1818181818181818,
2017,UL Monroe,1.811635887854409,12,3.5,0.2916666666666667,4,0.3333333333333333,
2017,UNLV,2.646837376193545,11,5.0,0.4545454545454545,5,0.4545454545454545,
2017,USC,6.7468174400566285,14,9.5,0.6785714285714286,11,0.7857142857142857,
2017,UTEP,0.8429354757581002,12,0.5,0.0416666666666666,0,0.0,
2017,UTSA,1.2033884090692497,10,6.0,0.6,5,0.5,
2017,Utah,5.045989340133529,12,7.0,0.5833333333333334,6,0.5,
2017,Utah State,3.750041199462802,12,6.5,0.5416666666666666,5,0.4166666666666667,
2017,Vanderbilt,2.856431150211702,11,4.0,0.3636363636363636,4,0.3636363636363636,
2017,Virginia,5.27657845858366,12,3.5,0.2916666666666667,5,0.4166666666666667,
2017,Virginia Tech,5.995058334205981,12,7.5,0.625,8,0.6666666666666666,
2017,Wake Forest,7.952558136275627,12,6.5,0.5416666666666666,7,0.5833333333333334,
2017,Washington,6.504030176696101,12,10.0,0.8333333333333334,9,0.75,
2017,Washington State,6.372399559101397,12,6.0,0.5,8,0.6666666666666666,
2017,West Virginia,7.135701127169366,12,5.5,0.4583333333333333,6,0.5,
2017,Western Kentucky,2.6675021946466724,12,4.5,0.375,5,0.4166666666666667,
2017,Western Michigan,3.353928636651141,11,5.5,0.5,5,0.4545454545454545,
2017,Wisconsin,6.113454881728663,14,13.0,0.9285714285714286,13,0.9285714285714286,
2017,Wyoming,3.7148468098504432,12,6.5,0.5416666666666666,7,0.5833333333333334,
2018,Air Force,2.8630367513791897,11,5.5,0.5,4,0.3636363636363636,
2018,Akron,2.262053895757403,11,1.5,0.1363636363636363,3,0.2727272727272727,
2018,Alabama,11.392160901847165,14,12.5,0.8928571428571429,13,0.9285714285714286,
2018,App State,4.254819753841244,12,10.5,0.875,10,0.8333333333333334,
2018,Arizona,3.6009060630646177,11,5.0,0.4545454545454545,4,0.3636363636363636,
2018,Arizona State,3.6019822351968442,13,7.5,0.5769230769230769,7,0.5384615384615384,
2018,Arkansas,4.436876186616535,11,3.0,0.2727272727272727,1,0.0909090909090909,
2018,Arkansas State,4.669158551752762,12,8.0,0.6666666666666666,7,0.5833333333333334,
2018,Army,4.572849843265268,11,7.5,0.6818181818181818,9,0.8181818181818182,
2018,Auburn,6.84326350094188,12,7.0,0.5833333333333334,7,0.5833333333333334,
2018,BYU,-0.03712526833114056,12,7.0,0.5833333333333334,6,0.5,
2018,Ball State,2.729860910082649,11,3.5,0.3181818181818182,3,0.2727272727272727,
