id,player,team,position,group,overall,key,waa,war,snaps
33319,Xavier Thorpe,Washington State,RT,OL,70,xavier thorpe,-0.01281483371769554,-0.0028827305290679275,91.0
33328,Parker Startz,Charlotte,MIKE,LB,71,parker startz,0.0005675363446026333,0.0912764266048241,311.5
33331,Zion Wilson,Virginia,DT,DT,84,zion wilson,0.32657069303025643,0.4187717898997161,472.5
33333,Trey Hardison,East Carolina,RG,OL,69,trey hardison,-0.19357305392678414,-0.12290231970001077,647.5
33335,Jackson Barker,East Carolina,MIKE,LB,69,jackson barker,-0.08835249041571878,0.0023563998445026947,311.5
33337,Preston Carr,East Carolina,DT,DT,78,preston carr,0.07613438184820921,0.16833547871766888,472.5
33339,Ethan Ervin,Florida Atlantic,HB,RB,69,ethan ervin,-0.09714351826369289,-0.06137238896405255,51.0
33342,Taylor Burton,Memphis,DT,DT,73,taylor burton,-0.012136556818143669,0.010889325574652607,118.0
33346,Quinton Hammonds,Oklahoma State,SS,SAF,73,quinton hammonds,-0.00016240771818753472,0.006818836158197312,38.0
33347,Keviyan Huddleston,Oklahoma State,REDG,EDGE,73,keviyan huddleston,0.003026989008221198,0.010246969080538675,37.0
33348,Jayden Williams,California,LEDG,EDGE,73,jayden williams,0.028708076770266152,0.07163768801107277,220.0
33357,Garrett Mmahat,Tulane,WR,WR,73,garrett mmahat,-0.04677504995835255,-0.022715273442465208,107.5
33358,Eliyt Nairne,Pittsburgh,DT,DT,74,eliyt nairne,-0.05544842444245136,-0.014275024570586834,211.0
33360,Evan Bishop,UAB,TE,TE,62,evan bishop,-0.06674419260426748,-0.04210545854615165,74.0
33365,Gage Messick,UAB,MIKE,LB,66,gage messick,-0.11679811480703323,-0.026089224546811753,311.5
33366,Logan Moore,Baylor,RT,OL,74,logan moore,-0.06091420105022832,0.017996904503373483,723.0
33368,Jahari Grant,South Florida,DT,DT,70,jahari grant,-0.060537143519808496,-0.019363743647943965,211.0
33372,Turner McLaughlin,South Florida,TE,TE,62,turner mclaughlin,-0.04592686518559126,-0.03344102022370824,37.5
33373,Teriyan Morman,South Florida,C,OL,66,teriyan morman,-0.025230845239307916,-0.015298742050680304,91.0
33376,Levi Smiley,South Florida,LEDG,EDGE,69,levi smiley,-0.03473225500042814,-0.027512274928110664,37.0
33379,Patrick Overmyer,Houston,TE,TE,75,patrick overmyer,0.062613001253218,0.15267756291160084,270.5
33380,Kenny Ozowalu,Oklahoma,LEDG,EDGE,76,kenny ozowalu,0.05544622042378782,0.09837583166459443,220.0
33382,Cam Upshaw Jr.,UTSA,SS,SAF,67,cam upshaw,-0.03468692494338936,-0.01640708900390798,99.5
33391,Dante Anderson,Florida International,LEDG,EDGE,74,dante anderson,0.020253195413549776,0.10455134112277005,432.0
33392,AJ Miller,Kennesaw State,DT,DT,72,aj miller,-0.13200105652733243,-0.05560586197835157,391.5
33395,Navelle Dean,Kennesaw State,WR,WR,67,navelle dean,-0.028913139985210997,-0.02052019468897123,37.5
33397,Alexander Ford,Kennesaw State,FS,SAF,74,alexander ford,-0.012688486903169345,0.09561265165285347,589.5
33399,Jaden Kelly,Georgia State,WILL,LB,65,jaden kelly,-0.016353421288214567,-0.007326212305656409,31.0
33404,Dillano Glaud,Liberty,MIKE,LB,66,dillano glaud,-0.00497091540982809,0.004056293572730066,31.0
33412,Judd Rouyea,Louisiana Tech,REDG,EDGE,68,judd rouyea,-0.10416767271541644,-0.04406621697828717,308.0
33413,Mason Welch,Louisiana Tech,QB,QB,67,mason welch,-0.025293643914294683,-0.005230994348420833,22.0
33414,Ean Burch,Louisiana Tech,TE,TE,63,ean burch,-0.034073804105779204,-0.021587959143896187,37.5
33421,Carson Whitington,Sam Houston,TE,TE,57,carson whitington,-0.060820625450308696,-0.04833478048842568,37.5
33424,Shandon King,North Texas,WR,WR,70,shandon king,-0.034888746221527926,-0.026495800925288155,37.5
33431,Joshua Mensah,Western Kentucky,MIKE,LB,67,joshua mensah,-0.4779606650877268,-0.3306133184691969,506.0
33434,Teddy Rezac,Notre Dame,SAM,LB,72,teddy rezac,-0.004727937766442861,0.004299271216115294,31.0
33435,Cole Mullins,Notre Dame,LEDG,EDGE,72,cole mullins,-0.007577808688047608,-0.00035782861573013157,37.0
33439,Joseph Vinci,Notre Dame,TE,TE,63,joseph vinci,-0.007044182595840826,-0.0023828004767378337,14.0
33440,Nader Chirchi,Colorado State,TE,TE,68,nader chirchi,-0.006596852822219175,0.005888992139663842,37.5
33441,John Neider,West Virginia,WR,WR,75,john neider,-0.02610882251540035,0.012274913972736199,171.5
33443,Vincent Carroll-Jackson,Georgia Tech,DT,DT,75,vincent carroll jackson,0.0038635435886841337,0.061916086062047626,297.5
33446,Malachi Madison,Missouri State,DT,DT,73,malachi madison,-0.07219736699176584,-0.014144824518402335,297.5
33449,David Onuoha,North Texas,LEDG,EDGE,75,david onuoha,-0.010455232414799776,0.07384291329442048,432.0
33450,Michael Pangaro,Massachusetts,FS,SAF,65,michael pangaro,-0.02404922127485749,-0.017067977398472645,38.0
33453,Jahvon Frazier,Akron,REDG,EDGE,67,jahvon frazier,-0.07817745529885274,-0.03524784405804613,220.0
33454,Ronald Hull,Akron,DT,DT,76,ronald hull,-0.025411949919974596,0.06678914694948505,472.5
33456,Emmet Rhoades,South Carolina,TE,TE,71,emmet rhoades,-0.030084242626703152,-0.005445508568587328,74.0
33458,Markus Boswell,Texas,SAM,LB,68,markus boswell,-0.010573534320153543,-0.001546325337595388,31.0
33461,Caden Britton,Ball State,TE,TE,63,caden britton,-0.014518563712977996,-0.009857181593875003,14.0
33464,Elijah Jackson,Ball State,HB,RB,74,elijah jackson,-0.30327086716421886,-0.13528683839433925,239.5
33466,Mar'Kel Porter,Northwestern,HB,RB,72,markel porter,-0.04748863845032784,-0.028550981762282945,27.0
33467,Winn Sharp,Bowling Green,WR,WR,70,winn sharp,-0.10654363813702691,-0.04320487763473746,283.0
33470,Quillan Jimenez,Bowling Green,TE,TE,59,quillan jimenez,-0.00987564320863438,-0.005214261089531388,14.0
33473,Alex Harris,Bowling Green,LT,OL,64,alex harris,-0.037967454637512825,-0.02803535144888521,91.0
33475,Terrance Shelton Jr.,Buffalo,HB,RB,76,terrance shelton,-0.1618520701835458,0.1253690562518016,409.5
33476,Tyrell Simmons Jr.,Buffalo,WR,WR,74,tyrell simmons,-0.004920768547324176,0.019139007968563167,107.5
33478,Jeremiah Watkins,Buffalo,WR,WR,69,jeremiah watkins,-0.028277377877597664,-0.019884432581357896,37.5
33479,John Keough,Buffalo,SS,SAF,69,john keough,-0.09422422778391343,-0.05656225424025834,205.0
33484,Ronnell Davis,Buffalo,FS,SAF,69,ronnell davis,-0.048901705519219234,-0.03062186957973786,99.5
33485,Kobi Blackwell,Buffalo,CB,CB,82,kobi blackwell,0.12114641282365571,0.24230773746775588,659.5
33486,Paul Clark,Buffalo,LG,OL,68,paul clark,-0.021528701808089475,-0.011596598619461863,91.0
33489,Ray Hester,Eastern Michigan,FS,SAF,67,ray hester,-0.03965098044000574,-0.02137114450052437,99.5
33492,Juan Salas,Eastern Michigan,FS,SAF,66,juan salas,-0.024163291368141743,-0.017182047491756895,38.0
33493,Dennis Strey Jr.,Eastern Michigan,RT,OL,63,dennis strey,-0.04646835236961923,-0.03653624918099162,91.0
33495,Da'Realyst Clark,Kent State,WR,WR,79,darealyst clark,-0.07492223994405535,0.015945381129900557,406.0
33496,Thomas Aden,Kent State,DT,DT,75,thomas aden,-0.005924049851513586,0.08627704701794607,472.5
33497,Tommy Arnold,Kent State,TE,TE,67,tommy arnold,-0.02500574240095499,-0.012519897439071974,37.5
33498,Martell Buchanan,Kent State,FS,SAF,67,martell buchanan,-0.04367455058103598,-0.025394714641554607,99.5
33499,Jaxon Dunn,Kent State,RG,OL,71,jaxon dunn,-0.051120434690255484,0.02779067086334633,723.0
